% Model:              FEM_BEM_model_stl_TwoProlSpheroids.mph
% Version:            COMSOL 6.3.0.335
% Date:               Oct 9 2025, 08:51
% Table:              Table 2 - TS_D_far
% f0 (1/s)               freq (Hz)                TS_Global_var_Point      Evaluate in the domain at the given coordinates in Geometry 1 (Pa), Ps_Global_var_Point
21050                                             21050                                             -40.012104059967925                               1.7199030124293024E-4-1.0152836537802301E-4i
21200                                             21200                                             -40.77220928779888                                1.2568188667433366E-4-1.3299698000401872E-4i
21350                                             21350                                             -42.528059303826524                               6.998151524656437E-5-1.321036710466572E-4i
21500                                             21500                                             -45.80553198919606                                2.5240273111626355E-5-9.935093105628567E-5i
21650                                             21650                                             -52.45653965912497                                7.759077201741071E-6-4.702961492641933E-5i
21800                                             21800                                             -58.31787868536957                                2.3663269892115757E-5+5.409472257689174E-6i
21950                                             21950                                             -48.286279797498715                               6.665007301032144E-5+3.8638349261876925E-5i
22100                                             22100                                             -43.9381877619232                                 1.2041952313301962E-4+4.064102547030046E-5i
22250                                             22250                                             -41.66151492785474                                1.6480375044747309E-4+1.1124414224572554E-5i
22400                                             22400                                             -40.5705624801756                                 1.832942411864047E-4-3.84540097739805E-5i
22550                                             22550                                             -40.38823862861949                                1.6916487074508657E-4-8.923345043132525E-5i
22700                                             22700                                             -41.07148066277852                                1.2792051212856537E-4-1.2202785419634932E-4i
22850                                             22850                                             -42.76760630958394                                7.516830015991127E-5-1.244957445422079E-4i
23000                                             23000                                             -45.975381477791444                               3.0721288361956756E-5-9.571241123484953E-5i
23150                                             23150                                             -52.43803799297127                                1.1159332285015644E-5-4.644520378460637E-5i
23300                                             23300                                             -58.35667404543572                                2.3651645491173934E-5+4.95705779024469E-6i
23450                                             23450                                             -48.56132123137844                                6.334858156525902E-5+3.9470107069616844E-5i
23600                                             23600                                             -44.182569268148725                               1.1527459954285835E-4+4.450283070689398E-5i
23750                                             23750                                             -41.88087380317228                                1.5998793943156064E-4+1.854769197484618E-5i
23900                                             23900                                             -40.768689085135975                               1.808555066553641E-4-2.8329681061367573E-5i
24050                                             24050                                             -40.56577830521359                                1.7024183480190969E-4-7.83062433481474E-5i
24200                                             24200                                             -41.22599074852967                                1.3231258047735617E-4-1.1249637895893727E-4i
24350                                             24350                                             -42.89105359987464                                8.14256053197071E-5-1.1801114006793068E-4i
24500                                             24500                                             -46.04175490655124                                3.671363602986144E-5-9.27551411180616E-5i
24650                                             24650                                             -52.30642082723571                                1.4897751569653561E-5-4.615140180608268E-5i
24800                                             24800                                             -58.25212001801987                                2.4051040491079867E-5+4.444055439201122E-6i
24950                                             24950                                             -48.7791690855586                                 6.063312944976085E-5+4.0274102970583314E-5i
25100                                             25100                                             -44.37218594336608                                1.1087844769142041E-4+4.819131385402908E-5i
25250                                             25250                                             -42.04404048410143                                1.5598687203116635E-4+2.5529374479971167E-5i
25400                                             25400                                             -40.90756394418054                                1.791576671297257E-4-1.8951864859895196E-5i
25550                                             25550                                             -40.67928634100505                                1.7185066341912636E-4-6.837864322462028E-5i
25700                                             25700                                             -41.3094455275489                                 1.3694671023928295E-4-1.040845179336447E-4i
25850                                             25850                                             -42.93322737953795                                8.765140803518312E-5-1.1258477313214055E-4i
26000                                             26000                                             -46.01145321908817                                4.2546650747654624E-5-9.061382756403447E-5i
26150                                             26150                                             -52.051076108628095                               1.864659298045357E-5-4.633169309187224E-5i
26300                                             26300                                             -57.945888445244414                               2.5060563604073494E-5+3.7247450510591307E-6i
26450                                             26450                                             -48.8446070174063                                 5.9632901434514274E-5+4.078064721713126E-5i
26600                                             26600                                             -44.36983535760512                                1.09772099386507E-4+5.073886344630907E-5i
26750                                             26750                                             -41.94656952615823                                1.5714570285757512E-4+2.9256485665984933E-5i
26900                                             26900                                             -40.66640969623844                                1.8444830685870883E-4-1.6990823480056427E-5i
27050                                             27050                                             -40.16985427447683                                1.817047205225908E-4-7.381853666377225E-5i
27200                                             27200                                             -40.070384810063466                               1.4926301083340032E-4-1.3068094895041238E-4i
27350                                             27350                                             -31.96622159255511                                -2.3753052147668097E-4-4.4489641281797443E-4i
27500                                             27500                                             -48.29034610144373                                5.0923727536233976E-5-5.776135169077712E-5i
27650                                             27650                                             -53.211186272252284                               2.27577355407238E-5-3.730523946887665E-5i
27800                                             27800                                             -59.13674366647352                                2.1352521238027222E-5+5.659630030074858E-6i
27950                                             27950                                             -49.83843985954501                                4.7951221019970625E-5+4.303818307527241E-5i
28100                                             28100                                             -45.26526012471432                                9.218101712366034E-5+5.832927529103582E-5i
28250                                             28250                                             -42.82873923017605                                1.3715315283496787E-4+4.519794425983381E-5i
28400                                             28400                                             -41.61236484633108                                1.658968193845034E-4+8.532726626708786E-6i
28550                                             28550                                             -41.3176432554765                                 1.6762937257008836E-4-3.7849494874397926E-5i
28700                                             28700                                             -41.887155478795826                               1.415408218503611E-4-7.660848796542385E-5i
28850                                             28850                                             -43.471247597534706                               9.591748089227137E-5-9.373293694248108E-5i
29000                                             29000                                             -45.43835710295424                                8.994255611072255E-5-5.7836178946724104E-5i
29150                                             29150                                             -51.51681238840502                                3.085696400367821E-5-4.322834388814645E-5i
29300                                             29300                                             -57.81381246634592                                2.5648389394894444E-5+1.9715357023608604E-6i
29450                                             29450                                             -49.95568211449961                                4.861936087241503E-5+4.095344925769684E-5i
29600                                             29600                                             -45.393851689621485                               8.986556378109967E-5+5.896312175668328E-5i
29750                                             29750                                             -42.949854070638125                               1.335190896246119E-4+4.952739114594262E-5i
29900                                             29900                                             -41.726531862477486                               1.6311056884749098E-4+1.6539416002214757E-5i
30050                                             30050                                             -41.42125414500656                                1.6760023784395672E-4-2.731539965339369E-5i
30200                                             30200                                             -41.96844768513978                                1.4542777787862615E-4-6.536882947172362E-5i
30350                                             30350                                             -43.479171955908065                               1.0501846645355473E-4-8.32127394967408E-5i
30500                                             30500                                             -46.34639104305965                                6.15757567923314E-5-7.406558534239771E-5i
30650                                             30650                                             -51.72736233682127                                3.135595658915191E-5-4.1281364411949184E-5i
30800                                             30800                                             -57.80023245460593                                2.5591219728005044E-5+2.981393170120583E-6i
30950                                             30950                                             -50.06711030103783                                4.6318403976286504E-5+4.2347015291599455E-5i
31100                                             31100                                             -45.51668583751759                                8.568450849782971E-5+6.23575680056554E-5i
31250                                             31250                                             -43.06647421630254                                1.289335683926085E-4+5.58489817699126E-5i
31400                                             31400                                             -41.83184668349729                                1.5993976227901552E-4+2.5571964434423222E-5i
31550                                             31550                                             -41.510710676429056                               1.6722100618987712E-4-1.688829136847758E-5i
31700                                             31700                                             -42.03512480534756                                1.4818244064301878E-4-5.547034693054176E-5i
31850                                             31850                                             -43.5093055232248                                 1.1003631617007015E-4-7.563801867238595E-5i
32000                                             32000                                             -46.30394656561982                                6.707075823575437E-5-6.978475072894064E-5i
32150                                             32150                                             -51.47577946178197                                3.528488081905312E-5-4.0032452527816176E-5i
32300                                             32300                                             -57.539873400429926                               2.6418956930784887E-5+2.6171890716852886E-6i
32450                                             32450                                             -50.335551009051585                               4.360430935274051E-5+4.24411115901302E-5i
32600                                             32600                                             -45.74608760695792                                8.026181976483748E-5+6.488861710129967E-5i
32750                                             32750                                             -43.26017832883692                                1.2262653910155574E-4+6.200385653643004E-5i
32900                                             32900                                             -41.99622268076254                                1.5495113544961026E-4+3.5360998385303155E-5i
33050                                             33050                                             -41.642564056519014                               1.654782737747218E-4-4.504039166408624E-6i
33200                                             33200                                             -42.10043429647472                                1.5141990818551276E-4-4.163346264174361E-5i
33350                                             33350                                             -36.07432842071049                                5.0096353738871E-5-3.102592978662111E-4i
33500                                             33500                                             -46.55440801550925                                6.792746012557194E-5-6.503274977154305E-5i
33650                                             33650                                             -51.65037255868047                                3.706016896115605E-5-3.690468532380198E-5i
33800                                             33800                                             -57.39752265970346                                2.6628131373995778E-5+4.386146970181137E-6i
33950                                             33950                                             -50.356034511634604                               4.148214001087336E-5+4.432148109190237E-5i
34100                                             34100                                             -45.80886133068056                                7.63137759351995E-5+6.83800723491057E-5i
34250                                             34250                                             -43.32804113201707                                1.1823889252027264E-4+6.788636023158379E-5i
34400                                             34400                                             -42.060499419601754                               1.5170817137305503E-4+4.328717867774223E-5i
34550                                             34550                                             -41.70361206087006                                1.6433205183796762E-4+3.976552175322112E-6i
34700                                             34700                                             -42.18487318788506                                1.514807318118705E-4-3.521460163069534E-5i
34850                                             34850                                             -43.598167810073924                               1.1799416070112922E-4-5.954308632649674E-5i
35000                                             35000                                             -46.284516295331535                               7.63580284026677E-5-5.983191052882919E-5i
35150                                             35150                                             -51.17143338402023                                4.2042105566686416E-5-3.5871942346110686E-5i
35300                                             35300                                             -57.090655963181476                               2.7733207334901255E-5+3.5336847497013935E-6i
35450                                             35450                                             -50.684307782231755                               3.8624629938532884E-5+4.3874980580449474E-5i
35600                                             35600                                             -46.05400990216879                                7.051835483212754E-5+7.035998463789106E-5i
35750                                             35750                                             -43.5150506593051                                 1.1142814218301211E-4+7.341185155285146E-5i
35900                                             35900                                             -42.20754046964242                                1.4606638953174045E-4+5.220327251553858E-5i
36050                                             36050                                             -41.81815234143877                                1.6153875881663726E-4+1.4924376359859437E-5i
36200                                             36200                                             -42.26771039819509                                1.5211594156944175E-4-2.429527148439803E-5i
36350                                             36350                                             -43.642809122107636                               1.213392301517291E-4-5.065725681696609E-5i
36500                                             36500                                             -46.268607292906054                               8.066773618403689E-5-5.4200162499351556E-5i
36650                                             36650                                             -51.019818725684225                               4.5174104338185916E-5-3.3498460017655773E-5i
36800                                             36800                                             -57.03117858990403                                2.788785419355344E-5+3.829272644084725E-6i
36950                                             36950                                             -51.042980080926                                  3.482413793776118E-5+4.396934236539085E-5i
37100                                             37100                                             -46.455987218353876                               6.213085871675794E-5+7.201287386937594E-5i
37250                                             37250                                             -45.11365414278474                                7.959087589404223E-5+7.738004842017254E-5i
37400                                             37400                                             -41.88914734420934                                1.4871858904835777E-4+6.142937874598076E-5i
37550                                             37550                                             -41.66303946104583                                1.6321044971712162E-4+2.5234932947926225E-5i
37700                                             37700                                             -42.12277587363915                                1.559802076082084E-4-1.4316709141981576E-5i
37850                                             37850                                             -43.45839692093345                                1.2730767169499835E-4-4.2802831719312984E-5i
38000                                             38000                                             -45.984059685165334                               8.733084093320853E-5-4.957636687807909E-5i
38150                                             38150                                             -50.46426923397949                                5.0680569103400686E-5-3.203022098097197E-5i
38300                                             38300                                             -56.191750104024436                               3.081846331337568E-5+3.402933521412521E-6i
38450                                             38450                                             -51.06493672970999                                3.497496295296054E-5+4.366818507972603E-5i
38600                                             38600                                             -46.36204627935447                                6.146099748977063E-5+7.393543428224625E-5i
38750                                             38750                                             -43.723012733018756                               1.003131038674332E-4+8.312812620647758E-5i
38900                                             38900                                             -42.32845506854888                                1.3702090664236E-4+6.800880213986282E-5i
39050                                             39050                                             -41.85115387837556                                1.5792002049325182E-4+3.434456196915736E-5i
39200                                             39200                                             -42.19352185318435                                1.5527565115713848E-4-5.2758611158720825E-6i
39350                                             39350                                             -43.40649971409793                                1.3017722371555518E-4-3.61949593756794E-5i
39500                                             39500                                             -45.69794027446713                                9.231994744346439E-5-4.741596545887461E-5i
39650                                             39650                                             -49.06540894106013                                5.860838955668024E-5-3.9057445737067376E-5i
39800                                             39800                                             -57.84084183801221                                2.2705288360791442E-5+1.1920196468562239E-5i
39950                                             39950                                             -51.37809842540827                                2.7852647605575154E-5+4.622363208373059E-5i
40100                                             40100                                             -46.622077286056566                               5.1937515170075166E-5+7.751882415196754E-5i
40250                                             40250                                             -43.94864637628217                                8.954233651858878E-5+8.99770689375412E-5i
40400                                             40400                                             -42.5291987081896                                 1.270852369468778E-4+7.869099265500612E-5i
40550                                             40550                                             -42.03569325850295                                1.507620055838932E-4+4.798474893474847E-5i
40700                                             40700                                             -42.37288949209763                                1.518946142162192E-4+9.474106965390305E-6i
40850                                             40850                                             -43.6035168424596                                 1.3018231822908843E-4-2.2339733909637616E-5i
41000                                             41000                                             -45.99673794722689                                9.37859329563917E-5-3.5486535572615274E-5i
41150                                             41150                                             -50.23061489544396                                5.629942371465635E-5-2.4970215330655243E-5i
41300                                             41300                                             -55.88772868480926                                3.1655404740538184E-5+5.385435004945371E-6i
41450                                             41450                                             -51.535603040453424                               2.8954449362350587E-5+4.438809764439888E-5i
41600                                             41600                                             -46.75590696459523                                4.908989516433371E-5+7.767012101500548E-5i
41750                                             41750                                             -44.03702218184318                                8.445193922740346E-5+9.304291710332535E-5i
41900                                             41900                                             -42.58418219046447                                1.21789351554491E-4+8.502467856286167E-5i
42050                                             42050                                             -42.0611200112464                                 1.4715343523735713E-4+5.6845925788140406E-5i
42200                                             42200                                             -42.36632088116022                                1.5108638493993576E-4+1.9227452926595667E-5i
42350                                             42350                                             -43.555534129766535                               1.3211548007424634E-4-1.3631755912624222E-5i
42500                                             42500                                             -45.88223127840194                                9.727928696534605E-5-2.9333865976255424E-5i
42650                                             42650                                             -49.979606463231306                               5.949688232353978E-5-2.1884887598355718E-5i
42800                                             42800                                             -55.56852188250929                                3.2750605714837455E-5+6.091263437424388E-6i
42950                                             42950                                             -51.72478188739599                                2.6870371049259045E-5+4.435005566683081E-5i
43100                                             43100                                             -46.91053759089759                                4.389805316629136E-5+7.886774170362543E-5i
43250                                             43250                                             -44.14359369748933                                7.735122785201831E-5+9.707300406114339E-5i
43400                                             43400                                             -42.65391920990447                                1.1466862705933334E-4+9.252847251894902E-5i
43550                                             43550                                             -42.09922191727323                                1.419050297843394E-4+6.731405323412432E-5i
43700                                             43700                                             -42.37427009859408                                1.4891752624035526E-4+3.12720489912266E-5i
43850                                             43850                                             -43.53511955569597                                1.331216275770597E-4-1.4397709957592042E-6i
44000                                             44000                                             -45.88351084436677                                1.0048985584087955E-4-1.4915863861930667E-5i
44150                                             44150                                             -49.390062671046095                               6.350716754249808E-5-2.387414501703322E-5i
44300                                             44300                                             -54.98677451427795                                3.5169589288730485E-5+5.645257626585298E-6i
44450                                             44450                                             -51.87288286799466                                2.6751883185904823E-5+4.339504399275551E-5i
44600                                             44600                                             -47.05969045026159                                4.113286132179095E-5+7.861420962007593E-5i
44750                                             44750                                             -44.24247862921603                                7.28669735846621E-5+9.874187964320491E-5i
44900                                             44900                                             -42.71124464409672                                1.1003721425573154E-4+9.652738732157662E-5i
45050                                             45050                                             -42.120547139053784                               1.386735655704019E-4+7.291796527519878E-5i
45200                                             45200                                             -42.363916876523156                               1.4786115799886312E-4+3.669758275504087E-5i
45350                                             45350                                             -43.521550340361905                               1.3333419493211096E-4+9.462196208787077E-7i
45500                                             45500                                             -54.90863084736246                                -1.653133387963246E-5+3.1914257594634066E-5i
45650                                             45650                                             -49.041683997922625                               6.885939268813646E-5-1.5683869248550586E-5i
45800                                             45800                                             -54.55796558250805                                3.693574656266074E-5+6.015576742846029E-6i
