% Model:              FEM_BEM_model_stl_FourProlSpheroids.mph
% Version:            COMSOL 6.3.0.335
% Date:               Oct 16 2025, 09:14
% Table:              Table 2 - TS_D_far
% f0 (1/s)               freq (Hz)                TS_Global_var_Point      Evaluate in the domain at the given coordinates in Geometry 1 (Pa), Ps_Global_var_Point
31550                                             31550                                             -44.76842146222324                                1.0621713263364585E-4-4.5385303458878035E-5i
31700                                             31700                                             -43.955154892421085                               1.0677590939450754E-4-6.847245842889205E-5i
31850                                             31850                                             -44.08256857592116                                8.91682975461272E-5-8.759798499913263E-5i
32000                                             32000                                             -45.19629646187827                                5.948125028609752E-5-9.247752943608578E-5i
32150                                             32150                                             -47.616435578218116                               2.859696057377903E-5-7.81483238531111E-5i
32300                                             32300                                             -52.48560114768801                                8.446729159228283E-6-4.674920449099229E-5i
32450                                             32450                                             -65.56527038447312                                7.898523829208415E-6-6.976173803185937E-6i
32600                                             32600                                             -53.73213288924525                                2.9572636086772075E-5+2.8621653205607167E-5i
32750                                             32750                                             -47.581574026725725                               6.862013561170777E-5+4.7665869176372055E-5i
32900                                             32900                                             -44.337631109815575                               1.1386827936216148E-4+4.203817353987116E-5i
33050                                             33050                                             -42.418706219335306                               1.5100685669211522E-4+1.0751605345027393E-5i
33200                                             33200                                             -41.3388698895841                                 1.668641075787125E-4-3.9301026178995E-5i
33350                                             33350                                             -40.891407580411894                               1.5347332329157526E-4-9.499236834442648E-5i
33500                                             33500                                             -40.96854337023479                                1.1069818911962903E-4-1.4053474142272648E-4i
33650                                             33650                                             -41.48777956018304                                4.660187889260481E-5-1.619440980464848E-4i
33800                                             33800                                             -42.32373239320836                                -2.458883365907827E-5-1.5106546611176608E-4i
33950                                             33950                                             -43.20772924076678                                -8.63348266986197E-5-1.0796971115156762E-4i
34100                                             34100                                             -43.68095034736971                                -1.2433237508047146E-4-4.0983541064520956E-5i
34250                                             34250                                             -43.40150852717664                                -1.3040979914924478E-4+3.564354314189444E-5i
34400                                             34400                                             -42.57094411184503                                -1.0462631036645131E-4+1.0574747450520228E-4i
34550                                             34550                                             -41.66318470864016                                -5.4972725958779556E-5+1.5572905950200777E-4i
34700                                             34700                                             -40.99964067398247                                5.203671422149281E-6+1.7818159316440596E-4i
34850                                             34850                                             -40.719940804559684                               6.124357163872496E-5+1.7360525170251329E-4i
35000                                             35000                                             -40.87300150573373                                1.0146467493415967E-4+1.4973607686297186E-4i
35150                                             35150                                             -41.457836184247185                               1.2039310969103045E-4+1.187417166366167E-4i
35300                                             35300                                             -42.38834309561247                                1.1998930135087571E-4+9.317740932934804E-5i
35450                                             35450                                             -43.350027621543894                               1.0851916716236865E-4+8.196775941327061E-5i
35600                                             35600                                             -43.66923474392465                                9.746865288146056E-5+8.766040457963697E-5i
35750                                             35750                                             -42.8611005379246                                 9.749577375661733E-5+1.0579981762393054E-4i
35900                                             35900                                             -41.369080644503306                               1.1471306197718967E-4+1.2659143420268304E-4i
36050                                             36050                                             -39.87420893847596                                1.4847706010379103E-4+1.3831154360011144E-4i
36200                                             36200                                             -38.70551808168584                                1.913855760890537E-4+1.3138326077122287E-4i
36350                                             36350                                             -37.9619472780626                                 2.3149178692977168E-4+1.0180958666083928E-4i
36500                                             36500                                             -37.67276607156417                                2.560443744641927E-4+5.2899334983314006E-5i
36650                                             36650                                             -37.86689167072716                                2.556187357067863E-4-5.282885173762963E-6i
36800                                             36800                                             -38.60719768840326                                2.273501370414488E-4-5.861613707469626E-5i
36950                                             36950                                             -40.033097901208464                               1.7623917074549578E-4-9.293046017910811E-5i
37100                                             37100                                             -42.48871238806116                                1.1396748791070443E-4-9.779367717976939E-5i
37250                                             37250                                             -48.32640058373863                                5.3163412456480597E-5-5.526507457098706E-5i
37400                                             37400                                             -54.127980719011546                               2.24582335572876E-5-3.227714975539975E-5i
37550                                             37550                                             -55.24355740896135                                1.3598283662041855E-5+3.179642312567399E-5i
37700                                             37700                                             -46.25995072405311                                3.728289770460469E-5+8.985416910833877E-5i
37850                                             37850                                             -42.221917899351375                               8.66530690074585E-5+1.283444428401559E-4i
38000                                             38000                                             -39.882020680243514                               1.4874713752621727E-4+1.377527236924303E-4i
38150                                             38150                                             -38.487378917840516                               2.077374317597802E-4+1.1623725616616287E-4i
38300                                             38300                                             -37.755384347670436                               2.493249573402023E-4+7.004301005342217E-5i
38450                                             38450                                             -37.55963635848747                                2.6463066792770107E-4+1.1476241424945854E-5i
38600                                             38600                                             -37.84316940999526                                2.5241994181240957E-4-4.484482125144407E-5i
38750                                             38750                                             -38.58398816467397                                2.190224614566083E-4-8.630457176661555E-5i
38900                                             38900                                             -39.76856661913669                                1.7601208461409668E-4-1.0587324572441936E-4i
39050                                             39050                                             -41.337856714458205                               1.3637537126659494E-4-1.0390772832835626E-4i
39200                                             39200                                             -43.04017482333661                                1.1036803740116508E-4-8.76458190108842E-5i
39350                                             39350                                             -44.20396578668671                                1.0235108891887279E-4-6.86873343298533E-5i
39500                                             39500                                             -44.091685511864405                               1.0960620128902532E-4-5.981728652648677E-5i
39650                                             39650                                             -42.64387286419922                                1.2345603353491885E-4-8.074218184472848E-5i
39800                                             39800                                             -43.35129647387649                                1.2770298735953478E-4-4.670832285091908E-5i
39950                                             39950                                             -42.16545478908224                                1.223243372147076E-4-9.66003249003311E-5i
40100                                             40100                                             -41.86030371560154                                9.342297068670735E-5-1.3166419998789092E-4i
40250                                             40250                                             -42.05073938446952                                4.41808438661484E-5-1.5163508562576755E-4i
40400                                             40400                                             -42.60620587703726                                -1.6659874351787618E-5-1.4721649086790745E-4i
40550                                             40550                                             -43.30145040471402                                -7.551494922997115E-5-1.1402039639574202E-4i
40700                                             40700                                             -43.73816202557377                                -1.1773114449481481E-4-5.5256481896193144E-5i
40850                                             40850                                             -43.53094659287514                                -1.3189506913768856E-4+1.8551801513444488E-5i
41000                                             41000                                             -42.7284668994257                                 -1.1332297996613505E-4+9.218910049935136E-5i
41150                                             41150                                             -41.74404639721806                                -6.564100514061533E-5+1.4987224133256039E-4i
41300                                             41300                                             -40.93276682099162                                2.4806403320365433E-8+1.796352862958317E-4i
41450                                             41450                                             -40.47688878788078                                6.804536380633497E-5+1.7666376324798616E-4i
41600                                             41600                                             -40.465848965231245                               1.2258520135260964E-4+1.4458335826539326E-4i
41750                                             41750                                             -40.97131111239086                                1.519362229784882E-4+9.433502622835377E-5i
41900                                             41900                                             -42.0992636150436                                 1.5162294418902267E-4+4.0969076037233876E-5i
42050                                             42050                                             -44.05637994735286                                1.2537317274524673E-4-6.796796052643828E-7i
42200                                             42200                                             -47.32213503564168                                8.369163019195103E-5-2.0154244357084572E-5i
42350                                             42350                                             -53.37447317452259                                4.049134278111266E-5-1.412735637318363E-5i
42500                                             42500                                             -62.0748657322461                                 8.826402452033477E-6+1.3044698022102175E-5i
42650                                             42650                                             -51.83736974629483                                -2.9554765741401923E-6+5.110182213752257E-5i
42800                                             42800                                             -47.166664811338784                               6.5079397402745265E-6+8.7396897862968E-5i
42950                                             42950                                             -44.77376821263623                                3.156872950599299E-5+1.1103560138980839E-4i
43100                                             43100                                             -43.6288577315074                                 6.175549688997028E-5+1.1632392346005993E-4i
43250                                             43250                                             -43.416049849103324                               8.544034890267671E-5+1.0447980760908138E-4i
43400                                             43400                                             -44.06055740198751                                9.382527660761752E-5+8.306984549111274E-5i
43550                                             43550                                             -45.58038633455663                                8.396117360220945E-5+6.338220096735458E-5i
43700                                             43700                                             -47.71229705234604                                5.979741242440051E-5+5.655118892200495E-5i
43850                                             43850                                             -48.39008027511038                                3.0637128571930905E-5+6.968749279090414E-5i
44000                                             44000                                             -45.71763228502165                                2.8407919718809183E-6+1.0351061481328472E-4i
44150                                             44150                                             -42.337933942269004                               3.054834190630018E-5+1.4971876319047617E-4i
44300                                             44300                                             -39.84090177973825                                5.004378199174875E-5+1.974541466094326E-4i
44450                                             44450                                             -37.96197040587842                                1.011780668615514E-4+2.3176776644273644E-4i
44600                                             44600                                             -36.64891164142023                                1.6945996181305656E-4+2.404448885491295E-4i
44750                                             44750                                             -35.81565950349842                                2.4000631557735685E-4+2.1732236289562223E-4i
44900                                             44900                                             -35.40965289542506                                2.968591232983542E-4+1.6425527928842776E-4i
45050                                             45050                                             -35.40684963149761                                3.2699235613686817E-4+9.085954216225822E-5i
45200                                             45200                                             -35.80792828832557                                3.2384314031125294E-4+1.2018623593901268E-5i
45350                                             45350                                             -36.638798097918496                               2.8910395716447157E-4-5.613435482998419E-5i
45500                                             45500                                             -37.95757814483353                                2.321670050938751E-4-1.0058077728214432E-4i
45650                                             45650                                             -39.868706864724544                               1.674169696770922E-4-1.1488810656601345E-4i
45800                                             45800                                             -42.54349287222552                                1.1010243635711792E-4-1.0073214831518573E-4i
45950                                             45950                                             -46.158049914553416                               7.205270533888752E-5-6.705872959611447E-5i
46100                                             46100                                             -49.83043472337651                                5.8508470351881225E-5-2.7129747554588413E-5i
46250                                             46250                                             -49.468633676794596                               6.69996806721973E-5+5.62569475370811E-6i
46400                                             46400                                             -46.81927272895807                                8.860577134267578E-5+2.1660960660585538E-5i
46550                                             46550                                             -44.99065869609389                                1.11137326793187E-4+1.8023364648178664E-5i
46700                                             46700                                             -44.20512921834832                                1.2324155756759936E-4-1.0696233117002407E-6i
