% Model:              FEM_BEM_model_stl_ThreeProlSpheroids.mph
% Version:            COMSOL 6.3.0.335
% Date:               Oct 10 2025, 15:17
% Table:              Table 2 - TS_D_far
% f0 (1/s)               freq (Hz)                TS_Global_var_Point      Evaluate in the domain at the given coordinates in Geometry 1 (Pa), Ps_Global_var_Point
33050                                             33050                                             -37.594661287993944                               2.3927528919920338E-4-1.1110747811149402E-4i
33200                                             33200                                             -48.80403074565176                                -3.658077559531847E-6-7.248968013273682E-5i
33350                                             33350                                             -46.929052655583575                               8.84983316710164E-5+1.6749495204249065E-5i
33500                                             33500                                             -71.95930995838853                                3.968093754469493E-6+3.119310866050995E-6i
33650                                             33650                                             -39.207705464153996                               1.4995056013661356E-4+1.597502986048216E-4i
33800                                             33800                                             -37.617032016494605                               2.4167700074334553E-4-1.0407778024679182E-4i
33950                                             33950                                             -48.82869585820754                                -1.6134421940705579E-6-7.235811819028548E-5i
34100                                             34100                                             -46.950513147067035                               8.7773575312311E-5+1.919143183104488E-5i
34250                                             34250                                             -71.96080187606145                                3.865207687414607E-6+3.244578203331905E-6i
34400                                             34400                                             -39.22917095746095                                1.4502524146992046E-4+1.6351245028056738E-4i
34550                                             34550                                             -37.63967904506481                                2.438857478376799E-4-9.695140644727651E-5i
34700                                             34700                                             -48.854469459480285                               4.3704748398099014E-7-7.21603377558111E-5i
34850                                             34850                                             -46.97275803237646                                8.697028554482955E-5+2.1620331208227483E-5i
35000                                             35000                                             -71.96694734889422                                3.755875419508836E-6+3.3651903843523456E-6i
35150                                             35150                                             -39.25199105756417                                1.3995677652872685E-4+1.671239051268536E-4i
35300                                             35300                                             -37.66422901681858                                2.4584917616937707E-4-8.972038542509608E-5i
35450                                             35450                                             -48.88246126684194                                2.4856894990099576E-6-7.188651972733773E-5i
35600                                             35600                                             -46.99852114349282                                8.60609252800737E-5+2.4026746842764624E-5i
35750                                             35750                                             -71.98006753191322                                3.6399393744668274E-6+3.4792579010067826E-6i
35900                                             35900                                             -39.28147219371373                                1.3465254823780137E-4+1.704861136447855E-4i
36050                                             36050                                             -37.697727163878895                               2.4737242005790083E-4-8.229332622311514E-5i
36200                                             36200                                             -48.92248311987892                                4.541828718673813E-6-7.145461652047214E-5i
36350                                             36350                                             -47.04178383122372                                8.489983385562283E-5+2.6394115600569812E-5i
36500                                             36500                                             -72.02484243493126                                3.5061384575652E-6+3.5778948250797526E-6i
36650                                             36650                                             -39.34924760599289                                1.2848560889527905E-4+1.7308218328282443E-4i
