% Model:              FEM_BEM_model_stl_TwoProlSpheroids.mph
% Version:            COMSOL 6.3.0.335
% Date:               Oct 8 2025, 13:20
% Table:              Table 2 - TS_D_far
% f0 (1/s)               freq (Hz)                TS_Global_var_Point      Evaluate in the domain at the given coordinates in Geometry 1 (Pa), Ps_Global_var_Point
16550                                             16550                                             -51.29171564191217                                4.289794917405887E-5-3.3625416690163945E-5i
16700                                             16700                                             -51.31443413179803                                4.3809110920611793E-5-3.218949990624331E-5i
16850                                             16850                                             -51.32504654785592                                4.473502388130379E-5-3.0772824711311486E-5i
17000                                             17000                                             -51.323591314945524                               4.567534482341484E-5-2.9375840782219775E-5i
17150                                             17150                                             -51.31032726122112                                4.662933570181993E-5-2.7998271906692906E-5i
17300                                             17300                                             -51.28555307947405                                4.759607634519103E-5-2.6640849434822478E-5i
17450                                             17450                                             -51.249740437910546                               4.857408720781997E-5-2.530442981896197E-5i
17600                                             17600                                             -51.20318688764276                                4.9564996667916805E-5-2.398740546638578E-5i
17750                                             17750                                             -51.14691042588038                                5.0564216199255885E-5-2.2691196103208355E-5i
17900                                             17900                                             -51.08142556490462                                5.1571948826045766E-5-2.1415666982549375E-5i
18050                                             18050                                             -51.00718047698347                                5.25892424201313E-5-2.0160248014655657E-5i
18200                                             18200                                             -50.92514879439405                                5.361306149531675E-5-1.892587120122524E-5i
18350                                             18350                                             -50.83604628486734                                5.4642903834334344E-5-1.7711803723785557E-5i
18500                                             18500                                             -50.74079780744675                                5.5676257262771145E-5-1.651889149467678E-5i
18650                                             18650                                             -50.640181450580535                               5.671217876179746E-5-1.534596856933579E-5i
18800                                             18800                                             -50.53515906846102                                5.774776647521351E-5-1.4193471015278014E-5i
18950                                             18950                                             -50.42661523402152                                5.878073111842408E-5-1.3060656985142138E-5i
19100                                             19100                                             -50.315631837718485                               5.980682399286952E-5-1.1947747614482473E-5i
19250                                             19250                                             -50.20350294315556                                6.0820386006743554E-5-1.0852239917147344E-5i
19400                                             19400                                             -50.091594107939265                               6.181404846000715E-5-9.774738064072253E-6i
19550                                             19550                                             -49.98197808994732                                6.277523840769739E-5-8.712216888251412E-6i
19700                                             19700                                             -49.87750316630043                                6.368467170236869E-5-7.66110693095623E-6i
19850                                             19850                                             -49.78332146507388                                6.450505329469447E-5-6.612766577096529E-6i
20000                                             20000                                             -49.70878574277621                                6.516558910696357E-5-5.555293122960769E-6i
20150                                             20150                                             -49.67674416498603                                6.549263324434618E-5-4.450290924773448E-6i
20300                                             20300                                             -49.7598367966011                                 6.494141372803686E-5-3.1688608841395904E-6i
20450                                             20450                                             -50.37894156081449                                6.0539875915699426E-5-8.358700839261601E-7i
20600                                             20600                                             -43.65981908372834                                1.3118170801051932E-4+3.625093755288411E-6i
20750                                             20750                                             -47.80829196989479                                8.136192169794221E-5-2.433689522796101E-6i
20900                                             20900                                             -48.09373089749571                                7.875720960592858E-5-1.2319998374810126E-6i
21050                                             21050                                             -48.117310827410336                               7.855290609448673E-5-2.4990417990533587E-7i
21200                                             21200                                             -48.06656167882526                                7.901105491936455E-5+6.355903924282202E-7i
21350                                             21350                                             -47.98520834583609                                7.974366471502625E-5+1.4661164039475594E-6i
21500                                             21500                                             -47.8887391813422                                 8.061631508254896E-5+2.2567053986621843E-6i
21650                                             21650                                             -47.784078101775584                               8.156988147961508E-5+3.013955332753504E-6i
21800                                             21800                                             -47.674747683820875                               8.257468160643988E-5+3.7429648181985797E-6i
21950                                             21950                                             -47.56287132577591                                8.361293328301711E-5+4.445518581031038E-6i
22100                                             22100                                             -47.44974408041556                                8.46738140571901E-5+5.123758293090752E-6i
22250                                             22250                                             -47.33617518448199                                8.575067969207595E-5+5.777981061383386E-6i
22400                                             22400                                             -47.22272018085478                                8.683893479705107E-5+6.408791505041478E-6i
22550                                             22550                                             -47.109826743838596                               8.793465492740182E-5+7.017636779571568E-6i
22700                                             22700                                             -46.99775017811259                                8.903575258234486E-5+7.60392010057398E-6i
22850                                             22850                                             -46.886749516601554                               9.01397110831259E-5+8.169454326578673E-6i
23000                                             23000                                             -46.77665417616857                                9.124847943786651E-5+8.714651863472866E-6i
23150                                             23150                                             -46.667981620744676                               9.235684680936052E-5+9.238112851694957E-6i
23300                                             23300                                             -46.56070092739168                                9.346510117508311E-5+9.74004467046985E-6i
23450                                             23450                                             -46.45477156609684                                9.45734881405702E-5+1.022181172904979E-5i
23600                                             23600                                             -46.35033396639511                                9.568042320629022E-5+1.0682809775008906E-5i
23750                                             23750                                             -46.24733808534831                                9.678617744879325E-5+1.1124135460005569E-5i
23900                                             23900                                             -46.1457950097729                                 9.789057718490035E-5+1.1544606670410573E-5i
24050                                             24050                                             -46.04562590250043                                9.899421133885422E-5+1.1945181547567962E-5i
24200                                             24200                                             -45.946903413841966                               1.0009589261006369E-4+1.232690954022786E-5i
24350                                             24350                                             -45.84947339714651                                1.0119741634340151E-4+1.2687883264361766E-5i
24500                                             24500                                             -45.75333500681932                                1.0229855308419022E-4+1.3028299367112695E-5i
24650                                             24650                                             -45.658472768329396                               1.0339906608508587E-4+1.3349603416257239E-5i
24800                                             24800                                             -45.56472890902704                                1.0450073429713047E-4+1.3650977576329382E-5i
24950                                             24950                                             -45.4719087280324                                 1.0560577173707175E-4+1.3932304699149078E-5i
25100                                             25100                                             -45.37990260273641                                1.0671580987231533E-4+1.4190496350874326E-5i
25250                                             25250                                             -45.28841305191123                                1.0783351541787667E-4+1.443284927149513E-5i
25400                                             25400                                             -45.197322440720114                               1.0896144997418755E-4+1.465125150057478E-5i
25550                                             25550                                             -45.106216702058575                               1.1010479404077733E-4+1.4847030743947442E-5i
25700                                             25700                                             -45.014540238730376                               1.1127121128007289E-4+1.5018308806680203E-5i
25850                                             25850                                             -44.92165124859315                                1.1246967902411864E-4+1.5164056654248803E-5i
26000                                             26000                                             -44.82641880269897                                1.1371621698924583E-4+1.5281968441138716E-5i
26150                                             26150                                             -44.72758348382285                                1.1502987560935152E-4+1.536496967335932E-5i
26300                                             26300                                             -44.62273942611298                                1.1644604756705368E-4+1.5406556639674385E-5i
26450                                             26450                                             -44.508168970966636                               1.1802056246074111E-4+1.539518403403939E-5i
26600                                             26600                                             -44.37713991893081                                1.1985616463766613E-4+1.5305858524605753E-5i
26750                                             26750                                             -44.21626576661061                                1.221595835973477E-4+1.5091756338736495E-5i
26900                                             26900                                             -43.9951486331382                                 1.254103804006479E-4+1.4639732522248039E-5i
27050                                             27050                                             -43.6247205756733                                 1.310590232920794E-4+1.3603674551165845E-5i
27200                                             27200                                             -42.68913702150881                                1.4639797034210478E-4+1.0134315417187345E-5i
27350                                             27350                                             -27.214079825396006                               -1.3429818062937748E-4-8.612091998305704E-4i
27500                                             27500                                             -46.57557601122405                                9.090127925392988E-5+2.3180961608026962E-5i
27650                                             27650                                             -45.38263643115452                                1.0570887372257642E-4+2.0198392222114947E-5i
27800                                             27800                                             -44.97116255182689                                1.1119758256206147E-4+1.9195798933280273E-5i
27950                                             27950                                             -44.74354272594696                                1.1432136208816557E-4+1.868636362301057E-5i
28100                                             28100                                             -44.5884625481084                                 1.1648595879459878E-4+1.8368179084515823E-5i
28250                                             28250                                             -44.46975353175472                                1.1816356026861374E-4+1.814104746811207E-5i
28400                                             28400                                             -44.37227529345562                                1.1955545237768428E-4+1.7961792515897024E-5i
28550                                             28550                                             -44.28850451854392                                1.207630593634823E-4+1.780679393337259E-5i
28700                                             28700                                             -44.21428246187473                                1.2184234699014196E-4+1.7666011376538115E-5i
28850                                             28850                                             -44.14702656726572                                1.228284661339285E-4+1.753212342936461E-5i
29000                                             29000                                             -44.08531067156024                                1.2374090463290743E-4+1.7398816027136554E-5i
29150                                             29150                                             -44.028111535836445                               1.2459311208684598E-4+1.7265557837986556E-5i
29300                                             29300                                             -43.97450640022995                                1.2539794684574002E-4+1.7128750557149353E-5i
29450                                             29450                                             -43.92413017684088                                1.261599336324637E-4+1.698806098726635E-5i
29600                                             29600                                             -43.876550813542                                  1.2688501302626776E-4+1.6841214019014394E-5i
29750                                             29750                                             -43.831436490644606                               1.2757733996304754E-4+1.6689301236327836E-5i
29900                                             29900                                             -43.78863979411924                                1.2823865981398397E-4+1.6531671922503932E-5i
30050                                             30050                                             -43.747912843856426                               1.2887233314884394E-4+1.6367354169544157E-5i
30200                                             30200                                             -43.70915811261764                                1.2947940493784893E-4+1.6196316303007663E-5i
30350                                             30350                                             -43.67220645074303                                1.3006201007342844E-4+1.60188549623852E-5i
30500                                             30500                                             -43.63703600563661                                1.3062023474824658E-4+1.5834105991929803E-5i
30650                                             30650                                             -43.603500848934175                               1.3115581969724843E-4+1.564336599280125E-5i
30800                                             30800                                             -43.57160814589527                                1.3166845304918295E-4+1.5445840620520457E-5i
30950                                             30950                                             -43.54132097065472                                1.321583994299269E-4+1.5241666001308829E-5i
31100                                             31100                                             -43.51246768269526                                1.326279274522224E-4+1.5031856488545436E-5i
31250                                             31250                                             -43.48494501420214                                1.3307856714250832E-4+1.4814991352807283E-5i
31400                                             31400                                             -43.45902654517792                                1.335056219104458E-4+1.4593132222184835E-5i
31550                                             31550                                             -43.434412051050266                               1.3391366533349602E-4+1.4365154889950382E-5i
31700                                             31700                                             -43.41102568602939                                1.3430365753236417E-4+1.4131403931583186E-5i
31850                                             31850                                             -43.389105583374175                               1.3467172678105488E-4+1.3891579523250819E-5i
32000                                             32000                                             -43.3684867509794                                 1.3502015222327524E-4+1.3646882366047386E-5i
32150                                             32150                                             -43.349139202950305                               1.3534921138808054E-4+1.339768863528601E-5i
32300                                             32300                                             -43.33110772567623                                1.3565820224037406E-4+1.314247111083855E-5i
32450                                             32450                                             -43.31429583278314                                1.3594832563534887E-4+1.288305922286792E-5i
32600                                             32600                                             -43.29866409793631                                1.3622007298175198E-4+1.2619560985194234E-5i
32750                                             32750                                             -43.28437815927779                                1.3647072892042367E-4+1.2351755801165432E-5i
32900                                             32900                                             -43.271292241048116                               1.3670248544828123E-4+1.2079685399624118E-5i
33050                                             33050                                             -43.25944401583296                                1.3691458833647863E-4+1.1804009826033024E-5i
33200                                             33200                                             -43.248801369482564                               1.3710746325207301E-4+1.1524673221408044E-5i
33350                                             33350                                             -43.23934105815643                                1.372813773181103E-4+1.1241942996176313E-5i
33500                                             33500                                             -43.23111102942307                                1.3743545733296836E-4+1.0956306018106154E-5i
33650                                             33650                                             -43.2240923629212                                 1.375699786607676E-4+1.0667297616451243E-5i
33800                                             33800                                             -43.21822381117521                                1.376857979760726E-4+1.0375749665669787E-5i
33950                                             33950                                             -43.2136024750141                                 1.3778130509778386E-4+1.008191698870231E-5i
34100                                             34100                                             -43.21016946749218                                1.3785743052663335E-4+9.785420599484063E-6i
34250                                             34250                                             -43.20795498499429                                1.37913559886349E-4+9.487753336867577E-6i
34400                                             34400                                             -43.206969549054136                               1.379496026452931E-4+9.187561082923956E-6i
34550                                             34550                                             -43.207191637754974                               1.3796578527064396E-4+8.88643878904638E-6i
34700                                             34700                                             -43.208700076022595                               1.379608854757408E-4+8.58389280711247E-6i
34850                                             34850                                             -43.21142559882404                                1.379360060395629E-4+8.280104721980486E-6i
35000                                             35000                                             -43.215525084839655                               1.3788860378183276E-4+7.976144226207182E-6i
35150                                             35150                                             -43.220940647145234                               1.3781966083853403E-4+7.671594342228971E-6i
35300                                             35300                                             -43.227750164564725                               1.3772794146438283E-4+7.367191271367979E-6i
35450                                             35450                                             -43.23607071917068                                1.3761167759690496E-4+7.062307680216762E-6i
35600                                             35600                                             -43.24595491385124                                1.3747002728392577E-4+6.758563889763813E-6i
35750                                             35750                                             -43.257582540356225                               1.3730025655445122E-4+6.455610407241075E-6i
35900                                             35900                                             -43.27115122458376                                1.3709928899668933E-4+6.155064705137825E-6i
36050                                             36050                                             -43.28698640229981                                1.3686215086344822E-4+5.85695902388661E-6i
36200                                             36200                                             -43.30556617005361                                1.365814665499343E-4+5.562818232385247E-6i
36350                                             36350                                             -43.32776122759591                                1.362437624823909E-4+5.275310490215901E-6i
36500                                             36500                                             -43.35503690062672                                1.3582644389925624E-4+4.997984271115641E-6i
36650                                             36650                                             -43.39032032508467                                1.3528440456672675E-4+4.738537964787959E-6i
36800                                             36800                                             -43.44010188970895                                1.345180443005356E-4+4.5137503235093135E-6i
36950                                             36950                                             -43.523200155132535                               1.3324043709850297E-4+4.374489167680018E-6i
37100                                             37100                                             -43.72287910870981                                1.3020287448184398E-4+4.5538869647421265E-6i
37250                                             37250                                             -46.05026900853175                                9.891329009953376E-5+1.216874052356598E-5i
37400                                             37400                                             -42.802858529248255                               1.4483035518619847E-4+1.629118687729303E-6i
37550                                             37550                                             -43.12751116546949                                1.3951212875851216E-4+1.9512229969542716E-6i
37700                                             37700                                             -43.23717950888276                                1.3776302814672015E-4+1.830627118337702E-6i
37850                                             37850                                             -43.30064314812277                                1.3676285058056292E-4+1.5993360160670989E-6i
38000                                             38000                                             -43.34693415905039                                1.3603881488688518E-4+1.3201384293504148E-6i
38150                                             38150                                             -43.38493677472964                                1.3544753619482153E-4+1.0088944465413974E-6i
38300                                             38300                                             -43.4182194708922                                 1.3493159682476108E-4+6.70514924139276E-7i
38450                                             38450                                             -43.448192657217184                               1.3446809747352795E-4+3.029944783961014E-7i
38600                                             38600                                             -43.47535432419107                                1.3404855930398973E-4-1.0320671706143258E-7i
38750                                             38750                                             -43.49934034951001                                1.3367774628686435E-4-5.638378541839018E-7i
38900                                             38900                                             -43.518795343864845                               1.333752389964804E-4-1.109197850679422E-6i
39050                                             39050                                             -43.53099367195927                                1.3318053572464184E-4-1.7975522801361166E-6i
39200                                             39200                                             -43.52931388918992                                1.3318993305694304E-4-2.755179367763816E-6i
39350                                             39350                                             -43.496564421998826                               1.3365206769078153E-4-4.31374765108572E-6i
39500                                             39500                                             -43.369825524629384                               1.3546862639068902E-4-7.697651844051911E-6i
39650                                             39650                                             -42.59957233613581                                1.4626839773007605E-4-2.4276644934206892E-5i
39800                                             39800                                             -45.14883267635783                                1.0827730708923289E-4+2.2338176881464555E-5i
39950                                             39950                                             -44.34038055727015                                1.2111651309659743E-4+7.393168649616477E-6i
40100                                             40100                                             -44.214286475732536                               1.2304575171295795E-4+4.168267547566273E-6i
40250                                             40250                                             -44.18695030628843                                1.2347513174665314E-4+2.6892722138072145E-6i
40400                                             40400                                             -44.19332438316947                                1.2340063128990497E-4+1.803845109393798E-6i
40550                                             40550                                             -44.215607984178995                               1.2309180526776098E-4+1.1947186340233173E-6i
40700                                             40700                                             -44.24708448547303                                1.2265009946521577E-4+7.382263990107774E-7i
40850                                             40850                                             -44.28468986873308                                1.221218611539565E-4+3.7867460622731386E-7i
41000                                             41000                                             -44.32665858469194                                1.21533766969939E-4+8.541187312971488E-8i
41150                                             41150                                             -44.372154946956314                               1.2089876682952472E-4-1.5935220576412945E-7i
41300                                             41300                                             -44.420473840285155                               1.2022763242697243E-4-3.656730164225408E-7i
41450                                             41450                                             -44.47134372583971                                1.1952489520333787E-4-5.403392069336377E-7i
41600                                             41600                                             -44.52448444226452                                1.187950923172143E-4-6.875701987762994E-7i
41750                                             41750                                             -44.57984565497904                                1.1803953439742942E-4-8.1000951646093E-7i
41900                                             41900                                             -44.637167511376674                               1.1726233681530474E-4-9.099489572950148E-7i
42050                                             42050                                             -44.69649760954735                                1.1646340899013063E-4-9.876871787106722E-7i
42200                                             42200                                             -44.757777973668816                               1.1564407135905563E-4-1.0448056431133779E-6i
42350                                             42350                                             -44.820957587804536                               1.1480556098386607E-4-1.0793112616980238E-6i
42500                                             42500                                             -44.88613772316561                                1.1394706582812386E-4-1.0925706785958056E-6i
42650                                             42650                                             -44.95334151104053                                1.1306887414958E-4-1.0811378085007206E-6i
42800                                             42800                                             -45.022658174761375                               1.1217040336314321E-4-1.043881102558153E-6i
42950                                             42950                                             -45.094325703590954                               1.1124924060290642E-4-9.74327934888386E-7i
43100                                             43100                                             -45.168571922980256                               1.1030316140464569E-4-8.677808096546613E-7i
43250                                             43250                                             -45.245893850855545                               1.0932667759661063E-4-7.097945523559801E-7i
43400                                             43400                                             -45.32708987303218                                1.083106794031452E-4-4.775878489349239E-7i
43550                                             43550                                             -45.41421972542502                                1.0723060320888544E-4-1.1741236649598363E-7i
43700                                             43700                                             -45.51219218880736                                1.060267651638025E-4+5.023634176426484E-7i
43850                                             43850                                             -45.63844797820899                                1.0448097624699004E-4+1.881065860742659E-6i
44000                                             44000                                             -45.930914850542365                               1.0067392835344524E-4+8.568235482120379E-6i
44150                                             44150                                             -45.26965647189488                                1.085188710396312E-4-1.054793964516687E-5i
44300                                             44300                                             -45.63440365188942                                1.0446252416312918E-4-4.1913673892723935E-6i
44450                                             44450                                             -45.77306987956031                                1.0285319233710455E-4-2.78127469366396E-6i
44600                                             44600                                             -45.8828994653405                                 1.0157670789784357E-4-2.0783490067843857E-6i
44750                                             44750                                             -45.98451588935176                                1.004035379290058E-4-1.6006978169613717E-6i
44900                                             44900                                             -46.08333267258946                                9.92729028710948E-5-1.2171640282332419E-6i
45050                                             45050                                             -46.181612320625646                               9.8159419386179E-5-8.786637177848888E-7i
45200                                             45200                                             -46.280180776652884                               9.705406754706436E-5-5.59461520777127E-7i
45350                                             45350                                             -46.37960031411226                                9.595078566942972E-5-2.474968953114498E-7i
45500                                             45500                                             -46.480149222775125                               9.48467449665702E-5+6.549435382918745E-8i
45650                                             45650                                             -46.58212874874103                                9.373891647274091E-5+3.832121248104059E-7i
45800                                             45800                                             -46.68546958542553                                9.262832927142695E-5+7.079922782482484E-7i
45950                                             45950                                             -46.7904171504462                                 9.151259148015845E-5+1.0444540131659963E-6i
46100                                             46100                                             -46.896864312781005                               9.039311260394811E-5+1.391327904887163E-6i
46250                                             46250                                             -47.00499633233325                                8.926815836013402E-5+1.7517591113236364E-6i
46400                                             46400                                             -47.11472368772937                                8.813886371161761E-5+2.1264988950830954E-6i
46550                                             46550                                             -47.22618064120026                                8.700407462269855E-5+2.514997271219066E-6i
46700                                             46700                                             -47.33918130262536                                8.586580325670168E-5+2.9183675915867013E-6i
46850                                             46850                                             -47.45386960575944                                8.472270153059291E-5+3.3375314022476843E-6i
