% Model:              FEM_BEM_model_stl_ThreeProlSpheroids.mph
% Version:            COMSOL 6.3.0.335
% Date:               Oct 11 2025, 11:35
% Table:              Table 2 - TS_D_far
% f0 (1/s)               freq (Hz)                TS_Global_var_Point      Evaluate in the domain at the given coordinates in Geometry 1 (Pa), Ps_Global_var_Point
500                                               500                                               -59.66263812201723                                1.978731265173117E-5+6.385385774909658E-6i
650                                               650                                               -58.128745601863756                               1.801329516587513E-5-1.7057572767931184E-5i
800                                               800                                               -51.57208141039172                                -2.4836850028076007E-5-4.656502753530578E-5i
950                                               950                                               -43.266293930994465                               -1.3142695345447208E-4-3.97760259067681E-5i
1100                                              1100                                              -36.11181927050778                                -3.0110852286269196E-4+8.517722099932179E-5i
1250                                              1250                                              -29.181310638323144                               -4.782100594987737E-4+5.04276605339693E-4i
1400                                              1400                                              -20.087331720059353                               -2.7064977338953078E-5+0.0019798068946180747i
1550                                              1550                                              -16.011142504787582                               0.0018323185872970438-0.0025815516284687368i
1700                                              1700                                              -26.97139448256828                                5.347161699342795E-5-8.947177832203668E-4i
1850                                              1850                                              -34.5048753233253                                 -1.6477915588336556E-4-3.385468234130551E-4i
2000                                              2000                                              -45.99922463773757                                -8.279480931638883E-5-5.651866295786068E-5i
2150                                              2150                                              -47.58930571272761                                7.139994923405224E-5+4.324799014576719E-5i
2300                                              2300                                              -39.88109857374813                                2.0214561315595736E-4+1.572903711666296E-5i
2450                                              2450                                              -37.31132071589594                                2.614503069810481E-4-7.702804576470434E-5i
2600                                              2600                                              -36.518003866882516                               2.4341903707464363E-4-1.7299005087978436E-4i
2750                                              2750                                              -36.83669110866822                                1.7516411044798952E-4-2.2844321408699297E-4i
2900                                              2900                                              -38.069312257273765                               9.77993645922548E-5-2.2984182370411332E-4i
3050                                              3050                                              -40.130157841364735                               4.5059508308409324E-5-1.918036196884021E-4i
3200                                              3200                                              -42.73453386204319                                2.944637947988049E-5-1.4298268062074015E-4i
3350                                              3350                                              -44.74681482706873                                4.153750148205848E-5-1.0808831511288641E-4i
3500                                              3500                                              -44.9285179012583                                 6.0858755501769224E-5-9.568302687679164E-5i
3650                                              3650                                              -44.405462698008904                               7.080142469628736E-5-9.742702026538375E-5i
3800                                              3800                                              -44.48467115591988                                6.85916013811183E-5-9.766222517970657E-5i
3950                                              3950                                              -45.34428896643454                                6.487764991619516E-5-8.646360229669359E-5i
4100                                              4100                                              -45.99853978004176                                7.396546298948925E-5-6.767595470846821E-5i
4250                                              4250                                              -44.714208255002276                               1.0139124714947378E-4-5.682703217013696E-5i
4400                                              4400                                              -42.26841473625036                                1.3712371347879282E-4-7.016237567514239E-5i
4550                                              4550                                              -40.23984511250305                                1.5931161602961152E-4-1.1167204371298478E-4i
4700                                              4700                                              -39.08495966015468                                1.4707542991021505E-4-1.6658418053883128E-4i
4850                                              4850                                              -38.892269712299196                               9.50550517224702E-5-2.0636453772071572E-4i
5000                                              5000                                              -39.80141820240683                                2.0664211110021924E-5-2.0357911682755692E-4i
5150                                              5150                                              -42.245494149712506                               -4.146352458378466E-5-1.487682591296835E-4i
5300                                              5300                                              -47.76333377426765                                -5.6231226752023744E-5-5.9436349741703864E-5i
5450                                              5450                                              -57.634757625280955                               -7.668802353255622E-6+2.5115110798612506E-5i
5600                                              5600                                              -45.29172174456258                                8.944835237945092E-5+6.185751595144673E-5i
5750                                              5750                                              -40.21680066967318                                1.9327252416573293E-4+2.6418646173254068E-5i
5900                                              5900                                              -37.60669220251824                                2.534428627860019E-4-7.191465291411792E-5i
6050                                              6050                                              -36.36679216229964                                2.3608820136833408E-4-1.9131238168157427E-4i
6200                                              6200                                              -36.18521851095523                                1.4266283533476143E-4-2.7554994429113133E-4i
6350                                              6350                                              -37.03414895115735                                1.21991573932001E-5-2.8113444676247656E-4i
6500                                              6500                                              -39.11039957371238                                -9.54631044935983E-5-1.9994961340441542E-4i
6650                                              6650                                              -42.8674915120228                                 -1.2801626448299963E-4-6.542496116490604E-5i
6800                                              6800                                              -46.84930641136404                                -6.669841794593179E-5+6.175889551851554E-5i
6950                                              6950                                              -43.25918494983745                                6.321441561579766E-5+1.2202460148058591E-4i
7100                                              7100                                              -39.15456104006033                                2.031228330168222E-4+8.565915666580715E-5i
7250                                              7250                                              -36.76973422366689                                2.883111849474873E-4-3.213951153413497E-5i
7400                                              7400                                              -35.63652019860551                                2.787496799122047E-4-1.7760975894554054E-4i
7550                                              7550                                              -35.51829924587076                                1.7851201965479735E-4-2.835396951866853E-4i
7700                                              7700                                              -36.388996040853854                               3.40906499810556E-5-3.011727212124393E-4i
7850                                              7850                                              -38.41787295735455                                -8.779505752321004E-5-2.2332076729358885E-4i
8000                                              8000                                              -42.038327531716284                               -1.3198083666654536E-4-8.71642041199161E-5i
8150                                              8150                                              -46.76369657765441                                -8.055898847614262E-5+4.4018017206770566E-5i
8300                                              8300                                              -44.56643366239254                                3.9796511757617115E-5+1.113253037590134E-4i
8450                                              8450                                              -40.31509585721164                                1.718834153607296E-4+8.750274861279994E-5i
8600                                              8600                                              -37.85148762881253                                2.5585786309789693E-4-1.1741806358767093E-5i
8750                                              8750                                              -36.72958433090922                                2.5715532012177134E-4-1.3714608614701085E-4i
8900                                              8900                                              -36.67478663075586                                1.811182705308001E-4-2.3067853203828648E-4i
9050                                              9050                                              -37.653602185080246                               6.79036354961915E-5-2.53077971689053E-4i
9200                                              9200                                              -39.879829767136876                               -2.877922969068969E-5-2.0073370350914832E-4i
9350                                              9350                                              -44.12127001759277                                -6.784177323537754E-5-1.0432291405426675E-4i
9500                                              9500                                              -53.916565042777194                               -3.870322638421797E-5-1.1197224171866083E-5i
9650                                              9650                                              -51.47574085750597                                3.705062746817145E-5+3.840437978308575E-5i
9800                                              9800                                              -44.21447013230524                                1.195692597513176E-4+2.9328869935674184E-5i
9950                                              9950                                              -41.23099623630509                                1.7181023417550678E-4-2.4668891919321645E-5i
10100                                             10100                                             -40.04453412094013                                1.7665496366980893E-4-9.156934676435302E-5i
10250                                             10250                                             -40.04826149193137                                1.4197563241746813E-4-1.3928702636967216E-4i
10400                                             10400                                             -41.04446347731447                                9.249055081506086E-5-1.5131090724740393E-4i
10550                                             10550                                             -42.9311925257252                                 5.425204163428399E-5-1.3200135347268827E-4i
10700                                             10700                                             -45.34396512003427                                4.093286489631476E-5-1.000521659987319E-4i
10850                                             10850                                             -46.94835413325444                                4.916652454894921E-5-7.522751184563248E-5i
11000                                             11000                                             -46.67604441522656                                6.439713836814409E-5-6.672450125499996E-5i
11150                                             11150                                             -45.96466956556006                                7.254729711952956E-5-6.976035340966469E-5i
11300                                             11300                                             -46.021025850283294                               6.979376888122113E-5-7.160900164959738E-5i
11450                                             11450                                             -46.9594985759229                                 6.439723469786607E-5-6.252058230649116E-5i
11600                                             11600                                             -47.69072244492261                                6.971447980202994E-5-4.412927399843891E-5i
11750                                             11750                                             -46.21999218836991                                9.312170582548296E-5-2.9658223405837347E-5i
11900                                             11900                                             -43.53885348072855                                1.2826825689382648E-4-3.5432519584044364E-5i
12050                                             12050                                             -41.376053779511906                               1.5622095419459692E-4-6.879440081031252E-5i
12200                                             12200                                             -40.145141810753756                               1.5571977495471012E-4-1.2015255943031988E-4i
12350                                             12350                                             -39.9044564357276                                 1.1699785796936979E-4-1.6492798763823036E-4i
12500                                             12500                                             -40.78234651112428                                5.0846225074840934E-5-1.755583316492837E-4i
12650                                             12650                                             -43.20995635656263                                -1.3396392502307286E-5-1.3755689574890262E-4i
12800                                             12800                                             -48.725463481290646                               -4.126811290439125E-5-6.050826461545533E-5i
12950                                             12950                                             -57.753636188714836                               -1.1660230200161159E-5+2.3130037478891197E-5i
13100                                             13100                                             -45.99516735748509                                6.959156309438441E-5+7.222012719776405E-5i
13250                                             13250                                             -40.97881146464243                                1.6911357229681956E-4+5.769856022053155E-5i
13400                                             13400                                             -38.38103209625426                                2.4008545911946566E-4-2.0727637377149222E-5i
13550                                             13550                                             -37.143969103030685                               2.449003536021399E-4-1.312705419737048E-4i
13700                                             13700                                             -36.963631374437526                               1.75219960524442E-4-2.231134513324129E-4i
13850                                             13850                                             -37.815737410252                                  5.870514830863538E-5-2.503938201885436E-4i
14000                                             14000                                             -39.899992671513594                               -5.211821986850218E-5-1.954877999239546E-4i
14150                                             14150                                             -43.66472816817507                                -1.0429580350534984E-4-7.952805419253473E-5i
14300                                             14300                                             -47.527584789690096                               -7.041220879938637E-5+4.5936932444146095E-5i
14450                                             14450                                             -43.864908101068664                               3.698309978522607E-5+1.2271782076800353E-4i
14600                                             14600                                             -39.80039256547513                                1.7006319584883522E-4+1.1384140480641403E-4i
14750                                             14750                                             -37.43851648401361                                2.6770852040164383E-4+2.18517234407134E-5i
14900                                             14900                                             -36.31966033014524                                2.8441332626738536E-4-1.1160055010350778E-4i
15050                                             15050                                             -36.21337716454072                                2.121591781589771E-4-2.2504821400004538E-4i
15200                                             15200                                             -37.097606602213425                               8.446262727207499E-5-2.6627587727967583E-4i
15350                                             15350                                             -39.147485471101376                               -3.958081997712526E-5-2.1704601662841938E-4i
15500                                             15500                                             -42.80206441700426                                -1.0348269621651696E-4-1.0135903356278675E-4i
15650                                             15650                                             -47.51186388302973                                -7.989128843699511E-5+2.666636192572014E-5i
15800                                             15800                                             -45.16394693074585                                1.7420268821788376E-5+1.0898183033258846E-4i
15950                                             15950                                             -40.92999289208474                                1.414525551021728E-4+1.1081799814005588E-4i
16100                                             16100                                             -38.49019676009141                                2.3525467842022696E-4+3.5838830861223414E-5i
16250                                             16250                                             -37.38718560297491                                2.5884304791978785E-4-7.748159891662887E-5i
16400                                             16400                                             -37.350258264295675                               2.0677418094788846E-4-1.7570127954602555E-4i
16550                                             16550                                             -38.34963354635127                                1.0840436085152172E-4-2.1619555226903842E-4i
16700                                             16700                                             -40.60624493288094                                1.1644229742480139E-5-1.8615288197010305E-4i
16850                                             16850                                             -44.91228103982365                                -4.090803956313671E-5-1.0598928141158925E-4i
17000                                             17000                                             -55.03291839425262                                -3.128135411123445E-5-1.6638404251922978E-5i
17150                                             17150                                             -51.980492557195824                               2.8153640013850456E-5+4.1744027749368584E-5i
17300                                             17300                                             -44.819658517371906                               1.0410638257407623E-4+4.844880095711268E-5i
17450                                             17450                                             -41.88206234369523                                1.6076473882770115E-4+9.367938860194158E-6i
17600                                             17600                                             -40.72663807493101                                1.7711949019527662E-4-4.965907517895385E-5i
17750                                             17750                                             -40.75573944583787                                1.54678390291485E-4-9.841723720838136E-5i
17900                                             17900                                             -41.770558020437065                               1.127975232564915E-4-1.1783134559550934E-4i
18050                                             18050                                             -43.654063444512815                               7.55744572987771E-5-1.0739237460577478E-4i
18200                                             18200                                             -45.99498823122473                                5.8361865887091025E-5-8.156616897347924E-5i
18350                                             18350                                             -47.4501534778772                                 6.134150477121736E-5-5.858710755779484E-5i
18500                                             18500                                             -47.149423564452874                               7.289886450051464E-5-4.895792714665337E-5i
18650                                             18650                                             -46.531283045543425                               7.965311401875175E-5-5.0457844076645664E-5i
18800                                             18800                                             -46.70878716581094                                7.631743345193343E-5-5.205969726318482E-5i
18950                                             18950                                             -47.77385376356496                                6.911540517601233E-5-4.360612809262143E-5i
19100                                             19100                                             -48.532660711366546                               7.07204744415102E-5-2.4625852727666597E-5i
19250                                             19250                                             -46.903838434776915                               9.011093820288085E-5-6.305201682210715E-6i
19400                                             19400                                             -44.141757871166405                               1.2405091534484214E-4-4.925936351041216E-6i
19550                                             19550                                             -41.98638337983233                                1.561591740296131E-4-3.0526398828945034E-5i
19700                                             19700                                             -40.795522721945936                               1.6505691506607523E-4-7.785295738715892E-5i
19850                                             19850                                             -40.61340621981246                                1.3746174808448863E-4-1.2583892188289258E-4i
20000                                             20000                                             -41.573704610665615                               7.860500619222277E-5-1.4718204475783203E-4i
20150                                             20150                                             -44.13088282945274                                1.3106768879944664E-5-1.2361128750792982E-4i
20300                                             20300                                             -49.88754379865596                                -2.565618990385543E-5-5.870850497891045E-5i
20450                                             20450                                             -59.095576853143655                               -1.3976885437694264E-5+1.724110299416992E-5i
20600                                             20600                                             -41.73144512441567                                7.161930163224195E-5+1.4737331665026776E-4i
20750                                             20750                                             -40.540863570041864                               1.5865367579642742E-4+1.0072330442023603E-4i
20900                                             20900                                             -38.37963161169832                                2.3852004544150374E-4+3.460606627647689E-5i
21050                                             21050                                             -37.319629290089146                               2.6283663876042196E-4-7.116526655837063E-5i
21200                                             21200                                             -37.24081005808044                                2.1387313245102568E-4-1.7252203441386893E-4i
21350                                             21350                                             -38.16509531789806                                1.0867713457829442E-4-2.2185643264049926E-4i
21500                                             21500                                             -40.31224200723977                                -7.160175225617849E-6-1.928051472859238E-4i
21650                                             21650                                             -44.13994289796768                                -8.01654016258091E-5-9.483061438397833E-5i
