Freq_kHz,TS,f_bs
0.50,-63.076523268073984,(0.0007017353749914262+1.0284482540010163e-06j)
0.65,-57.76930955129739,(0.001292801495400067+4.53891287503069e-06j)
0.80,-53.114438843831245,(0.0022093585818740106+1.6321027508489642e-05j)
0.95,-48.66891317493926,(0.0036855965755937152+5.39626015056802e-05j)
1.10,-44.02638928878596,(0.00628779791306946+0.0001820542247280717j)
1.25,-38.552968307293284,(0.011790192976665854+0.0007299175152441598j)
1.40,-30.422018436602627,(0.02964974310755378+0.005318969937469661j)
1.55,-18.177480612608004,(-0.0738447300168192+0.09879906153010619j)
1.70,-30.545296936734307,(-0.029025645151109353+0.0062861291037403675j)
1.85,-34.805000647108784,(-0.018004433079079066+0.002567187620274902j)
2.00,-37.1236657239529,(-0.01383013717299871+0.0016285390504948514j)
2.15,-38.61745786212369,(-0.011659395668656064+0.001242233102124368j)
2.30,-39.667439694961104,(-0.010337667862519934+0.0010444718782311908j)
2.45,-40.44688112034379,(-0.009452811199735121+0.0009307221069011042j)
2.60,-41.04796036378491,(-0.008821520545571244+0.0008609445248071494j)
2.75,-41.52489310255362,(-0.008350016107915081+0.0008168147596159721j)
2.90,-41.91188558417383,(-0.007985403489129883+0.0007888572271807723j)
3.05,-42.23167362486091,(-0.0076956195454505275+0.0007717143191696943j)
3.20,-42.49999125500174,(-0.007460119591024733+0.0007621426640625439j)
3.35,-42.72808421744493,(-0.007265146351446723+0.000758069903657803j)
3.50,-42.924205990540955,(-0.007101151209261299+0.0007581126602163162j)
3.65,-43.09454975159149,(-0.006961306485727918+0.0007613134134869885j)
3.80,-43.2438511981838,(-0.006840606025839896+0.0007669888883666467j)
3.95,-43.37579098070427,(-0.0067352996640558565+0.0007746386522219062j)
4.10,-43.49327069194566,(-0.00664252553238101+0.0007838878525106795j)
4.25,-43.59860659589727,(-0.006560064005917998+0.0007944501373917205j)
4.40,-43.69366840461466,(-0.006486168858758793+0.0008061029455123684j)
4.55,-43.77998048662288,(-0.006419448815923434+0.0008186706181214098j)
4.70,-43.858796861162865,(-0.006358782818233315+0.0008320125967152234j)
4.85,-43.93115756542774,(-0.006303258337886536+0.0008460150090358896j)
5.00,-43.99793156857899,(-0.006252125765590399+0.0008605845626473904j)
5.15,-44.059849825408136,(-0.006204764201998253+0.0008756440413093183j)
5.30,-44.11753100594443,(-0.006160655471398678+0.0008911289346217635j)
5.45,-44.17150171831061,(-0.006119364149889701+0.0009069848820256061j)
5.60,-44.22221254471539,(-0.006080522051672951+0.0009231657106931572j)
5.75,-44.270050861172365,(-0.0060438160602271866+0.0009396319124291966j)
5.90,-44.31535116282889,(-0.006008978497397764+0.000956349449159254j)
6.05,-44.35840343745066,(-0.005975779438242898+0.0009732888072008495j)
6.20,-44.39945999874837,(-0.00594402053218273+0.0009904242419143568j)
6.35,-44.438741094693846,(-0.005913530000927294+0.0010077331694932404j)
6.50,-44.47643953401065,(-0.005884158563730501+0.001025195673533006j)
6.65,-44.51272451983865,(-0.005855776099496262+0.001042794101917919j)
6.80,-44.547744838376396,(-0.005828268899168776+0.0010605127353640928j)
6.95,-44.58163151868608,(-0.0058015373948597645+0.0010783375132585706j)
7.10,-44.61450007529244,(-0.005775494263507233+0.0010962558056584397j)
7.25,-44.646452288770604,(-0.005750062916710182+0.0011142562227504816j)
7.40,-44.6775778678971,(-0.005725176125040385+0.0011323284549350117j)
7.55,-44.7079556643492,(-0.005700774992439575+0.0011504631381314767j)
7.70,-44.73765474862583,(-0.005676808058680313+0.0011686517400218103j)
7.85,-44.7667352653037,(-0.005653230579374146+0.0011868864638283395j)
8.00,-44.79524910278351,(-0.005630003953532417+0.0012051601669270358j)
8.15,-44.823240387581095,(-0.005607095287019771+0.0012234662921703967j)
8.30,-44.850745805465905,(-0.005584477086285728+0.0012417988102745403j)
8.45,-44.87779474315721,(-0.005562127083124909+0.0012601521720415464j)
8.60,-44.90440923400649,(-0.0055400281985062685+0.001278521269569465j)
8.75,-44.93060367793427,(-0.0055181686625373535+0.0012969014059769025j)
8.90,-44.95638428811268,(-0.00549654231955279+0.001315288273568612j)
9.05,-44.981748191820856,(-0.005475149163900146+0.0013336779408314608j)
9.20,-45.006682076255004,(-0.0054539961760599835+0.0013520668492397277j)
9.35,-45.03116021495417,(-0.005433098564800192+0.0013704518216416223j)
9.50,-45.055141625173846,(-0.005412481576818412+0.0013888300851400282j)
9.65,-45.0785659709005,(-0.005392183123959808+0.0014071993130808527j)
9.80,-45.10134760432141,(-0.005372257623224484+0.0014255576934010833j)
9.95,-45.1233667644309,(-0.005352781689871055+0.0014439040347997908j)
10.10,-45.144456298798595,(-0.005333862752327682+0.0014622379291273479j)
10.25,-45.16438109177179,(-0.005315652435858003+0.0014805600001171239j)
10.40,-45.18280514310685,(-0.005298368039546004+0.001498872289007463j)
10.55,-45.19923678059618,(-0.005282328384358346+0.0015171788641289796j)
10.70,-45.21293305689548,(-0.0052680165808706315+0.001535486808290054j)
10.85,-45.22272294243842,(-0.0052561965858844775+0.0015538078603393548j)
11.00,-45.226655711313455,(-0.005248146179646448+0.0015721612004542759j)
11.15,-45.22123327021454,(-0.005246168989195095+0.0015905781311359622j)
11.30,-45.199511171903836,(-0.005254872541019038+0.0016091088014352662j)
11.45,-45.14549009084989,(-0.005284993117392583+0.0016278203318814042j)
11.60,-45.01226117729314,(-0.005368630635274205+0.001646641707273783j)
11.75,-44.577690447815776,(-0.005664815978270985+0.0016619629157377165j)
11.90,-32.326300057155294,(-0.014621558237146812-0.01927429737118987j)
12.05,-46.70327006265279,(-0.0043152260337779216+0.0016560052045316634j)
12.20,-46.155976192785495,(-0.004620966741036754+0.0016968790346152522j)
12.35,-46.00257551887205,(-0.004705848218371609+0.0017201642095415208j)
12.50,-45.942158513094604,(-0.004735781887383891+0.00174011994761j)
12.65,-45.918190032203306,(-0.004743719360369846+0.001758877737765918j)
12.80,-45.912296806804775,(-0.004740609679974428+0.001777048480036955j)
12.95,-45.91671781715944,(-0.00473113603797762+0.0017948689351020939j)
13.10,-45.927609872498145,(-0.00471763663949312+0.0018124486615907814j)
13.25,-45.942852997480685,(-0.0047014089516199545+0.0018298445495490562j)
13.40,-45.96118234966838,(-0.004683230655788608+0.0018470885417186968j)
13.55,-45.9817968272928,(-0.004663596190646912+0.00186419954334976j)
13.70,-46.00416458546782,(-0.004642834922668736+0.0018811891126414005j)
13.85,-46.0279188315166,(-0.004621174730687778+0.0018980644111841077j)
14.00,-46.052798522376264,(-0.004598778316434055+0.0019148298361057225j)
14.15,-46.078612907112,(-0.004575764977344432+0.0019314879714778374j)
14.30,-46.10521943462012,(-0.00455222420588673+0.0019480401671193508j)
14.45,-46.132509499789776,(-0.004528224482945193+0.0019644869031898394j)
14.60,-46.16039896789544,(-0.004503819135267187+0.0019808280262956003j)
14.75,-46.1888217106565,(-0.004479050339145648+0.0019970629055641185j)
14.90,-46.21772509681411,(-0.004453951919371806+0.002013190537099649j)
15.05,-46.24706678442608,(-0.004428551345064289+0.002029209613996636j)
15.20,-46.27681240051163,(-0.004402871177807135+0.0020451185725461367j)
15.35,-46.30693383857875,(-0.004376930138560844+0.0020609156213245317j)
15.50,-46.33740799503107,(-0.004350743904205461+0.002076598757390194j)
15.65,-46.36821582335089,(-0.004324325708970017+0.002092165772211526j)
15.80,-46.399341622876264,(-0.004297686802698641+0.0021076142488577975j)
15.95,-46.43077250438772,(-0.004270836802333236+0.002122941551191071j)
16.10,-46.462497992128746,(-0.0042437839623817265+0.002138144805169635j)
16.25,-46.494509734140166,(-0.004216535382756873+0.0021532208718200788j)
16.40,-46.52680130168765,(-0.004189097167124424+0.0021681663108900455j)
16.55,-46.559368065327654,(-0.00416147454106147+0.0021829773335932828j)
16.70,-46.59220714061827,(-0.00413367193642+0.0021976497421403217j)
16.85,-46.62531740127478,(-0.004105693045972533+0.002212178852835304j)
17.00,-46.658699562226474,(-0.004077540850431823+0.0022265593983094136j)
17.15,-46.69235634007893,(-0.004049217618067258+0.0022407854028095556j)
17.30,-46.726292704521455,(-0.004020724875180505+0.0022548500221539936j)
17.45,-46.76051624203875,(-0.003992063343410815+0.0022687453366832307j)
17.60,-46.795037664015034,(-0.003963232836908207+0.002282462080773878j)
17.75,-46.82987150668139,(-0.00393423210839085+0.002295989285462783j)
17.90,-46.865037093127064,(-0.003905058627278737+0.002309313800163966j)
18.05,-46.90055986223381,(-0.003875708264357679+0.0023224196432620266j)
18.20,-46.936473223589594,(-0.003846174843835223+0.0023352871059478847j)
18.35,-46.97282118444231,(-0.003816449501901536+0.0023478914928215366j)
18.50,-47.00966213849334,(-0.0037865197550163384+0.002360201315354207j)
18.65,-47.047074451302976,(-0.0037563681199801993+0.0023721756395379085j)
18.80,-47.0851649093909,(-0.0037259700198635764+0.0023837600869183397j)
18.95,-47.12408189383312,(-0.0036952905114678142+0.002394880617974276j)
19.10,-47.164036664804385,(-0.0036642789881788785+0.002405433517311402j)
19.25,-47.20533923589879,(-0.0036328602373125415+0.002415268566847224j)
19.40,-47.24846199595583,(-0.0036009185549694673+0.002424159310704251j)
19.55,-47.29415980483019,(-0.003568267707378029+0.0024317471666239665j)
19.70,-47.343715179392504,(-0.0035345894763965818+0.002437427939224964j)
19.85,-47.399492477305074,(-0.0034992943933818067+0.002440097126561539j)
20.00,-47.466376141761614,(-0.0034611590545270752+0.0024374954407179947j)
20.15,-47.55633407375802,(-0.003417169673970036+0.0024241632331717606j)
20.30,-47.70852498402028,(-0.003357386362556151+0.0023826645500768144j)
20.45,-48.16777887334973,(-0.0032186487027109816+0.0022110234221969843j)
20.60,-45.1003934482671,(-0.003824312771646733+0.0040342021056520684j)
20.75,-47.03337784815772,(-0.003456292647836345+0.0028024820241489105j)
20.90,-47.273696220012994,(-0.003377252915866714+0.0027070568508863243j)
21.05,-47.38763437953948,(-0.003327674176889552+0.0026787084834230535j)
21.20,-47.464640259562515,(-0.003286860699739784+0.00266921659895326j)
21.35,-47.525873777922016,(-0.003249797984992852+0.002667579112700094j)
21.50,-47.57892500524459,(-0.003214670786135934+0.0026699129530057125j)
21.65,-47.62718578567578,(-0.00318066475206487+0.002674497645032012j)
21.80,-47.67239708771065,(-0.0031473616986742396+0.0026804536306501894j)
21.95,-47.71554211913454,(-0.003114526129243414+0.002687284316888555j)
22.10,-47.75721606834619,(-0.0030820164647610768+0.0026946880150097675j)
22.25,-47.79779842349971,(-0.00304974355265043+0.0027024708033039106j)
22.40,-47.83754077149787,(-0.003017649491826221+0.00271050231592553j)
22.55,-47.876614755723196,(-0.0029856960640593237+0.00271869166114549j)
22.70,-47.91513976779369,(-0.0029538580663344806+0.0027269735331202772j)
22.85,-47.953199669919925,(-0.0029221193054288996+0.002735299817538627j)
23.00,-47.990853261524116,(-0.002890470118697129+0.002743634315307532j)
23.15,-48.028141012481115,(-0.002858905813764585+0.0027519493149809767j)
23.30,-48.06508947410734,(-0.00282742568888138+0.0027602233034682423j)
23.45,-48.10171418602125,(-0.0027960324401014643+0.002768439401266701j)
23.60,-48.13802156560308,(-0.002764731843089546+0.0027765842729643446j)
23.75,-48.17401007297602,(-0.002733532646271955+0.002784647358522206j)
23.90,-48.20967082520031,(-0.0027024466436743667+0.002792620327376298j)
24.05,-48.24498775495897,(-0.00267148891863273+0.0028004966922788696j)
24.20,-48.27993735216327,(-0.0026406782688025696+0.002808271542112872j)
24.35,-48.314487979474876,(-0.002610037842278361+0.002815941367842964j)
24.50,-48.34859870571405,(-0.002579596037625093+0.002823503966412484j)
24.65,-48.38221754592905,(-0.002549387751349534+0.0028309584157688145j)
24.80,-48.415278923106094,(-0.0025194561007031136+0.0028383051217765044j)
24.95,-48.44770005883278,(-0.0024898548170960927+0.0028455459458994006j)
25.10,-48.479375833713256,(-0.0024606516117161308+0.002852684432773502j)
25.25,-48.51017138955223,(-0.002431932988256964+0.0028597261714119818j)
25.40,-48.539911294990745,(-0.002403811269561506+0.002866679346534909j)
25.55,-48.568363313507035,(-0.0023764351139828905+0.002873555574127011j)
25.70,-48.59521339732788,(-0.0023500057198390743+0.0028803711805713843j)
25.85,-48.620025855713465,(-0.0023248026638764104+0.0028871492030790097j)
26.00,-48.64217732553564,(-0.00230122680348979+0.0028939226140332745j)
26.15,-48.66074193597389,(-0.0022798750491932083+0.0029007397213748533j)
26.30,-48.674279563039946,(-0.0022616786054988937+0.0029076736481845056j)
26.45,-48.680415892903355,(-0.0022481780494120153+0.002914839939924537j)
26.60,-48.67492810908764,(-0.0022421248439555242+0.0029224315353138346j)
26.75,-48.64949018339951,(-0.002248973476199878+0.0029307936880805133j)
26.90,-48.585041654206094,(-0.002281308711454306+0.0029405951045579685j)
27.05,-48.42613648722181,(-0.002376231871215172+0.0029531664903541532j)
27.20,-47.914890098784475,(-0.0027119592891422218+0.0029678052623868826j)
27.35,-39.13870913796528,(-0.010211077257853075-0.004203462713001624j)
27.50,-50.43013816372877,(-0.001080018792138841+0.0028090206973410722j)
27.65,-49.77934197059647,(-0.001469130932120147+0.002891862213691611j)
27.80,-49.5883097481389,(-0.0015765147610989026+0.0029170083491837657j)
27.95,-49.50545800584625,(-0.0016166182839376273+0.0029313201345907663j)
28.10,-49.462142014524375,(-0.0016316339712289785+0.002942140445578693j)
28.25,-49.434055331704755,(-0.001636454530165689+0.0029519268372732647j)
28.40,-49.40720101165362,(-0.0016394099750820393+0.002962237237984621j)
28.55,-49.36581285198759,(-0.0016494332368114162+0.0029751712855297994j)
28.70,-49.27277374950039,(-0.0016871004339631857+0.002996089827146854j)
28.85,-48.939359700374496,(-0.0018595283847666116+0.0030509710459903808j)
29.00,-54.817089317946134,(0.0008348196258410932+0.0016128803828870995j)
29.15,-50.21755854889858,(-0.0011569057787879364+0.002858839349167767j)
29.30,-49.9786496431161,(-0.0012614527495453513+0.002908267355777734j)
29.45,-49.91172588650404,(-0.0012807580932378622+0.0029266016359744624j)
29.60,-49.891385530794714,(-0.001276318432757066+0.0029367088556170023j)
29.75,-49.89047450925356,(-0.0012617856315075252+0.0029433477060444788j)
29.90,-49.89957671341186,(-0.0012419508146234704+0.002948132544756224j)
30.05,-49.914537294044656,(-0.001218944216486268+0.0029517637325884084j)
30.20,-49.93322496936344,(-0.0011938639558387416+0.0029545950923067824j)
30.35,-49.95442685652157,(-0.0011673362840852403+0.0029568250794086135j)
30.50,-49.97739844402606,(-0.0011397449020151135+0.0029585738486531572j)
30.65,-50.001656004887906,(-0.0011113370502107724+0.0029599185116403475j)
30.80,-50.02687151945919,(-0.0010822771833968975+0.002960910867170261j)
30.95,-50.05281558353548,(-0.0010526759095772313+0.0029615869975394334j)
31.10,-50.079324705986735,(-0.0010226061655187904+0.002961972775117334j)
