Freq_kHz,TS,f_bs
0.50,-63.073250059844895,(0.0007019998688190234+1.0284156175332964e-06j)
0.65,-57.766517591149594,(0.0012932171214825588+4.538671087446085e-06j)
0.80,-53.11225362143149,(0.0022099145289445014+1.6319714782291214e-05j)
0.95,-48.66746014250177,(0.0036862133994804555+5.395649166052789e-05j)
1.10,-44.02579385275381,(0.0062882301302452995+0.0001820266157866346j)
1.25,-38.553355819691475,(0.011789673808531551+0.0007297746525298023j)
1.40,-30.423514185999277,(0.029644707627421538+0.005317664405497348j)
1.55,-18.18020981461704,(-0.07381976891387224+0.09876933953265682j)
1.70,-30.5493847239887,(-0.029011840312435238+0.006283854228513901j)
1.85,-34.810572058628495,(-0.017992810323969113+0.002566087259005521j)
2.00,-37.1308456938261,(-0.013818647187979323+0.0016277230611026663j)
2.15,-38.62637120741347,(-0.011647377983573437+0.0012415136085400622j)
2.30,-39.67821110274195,(-0.010324795191122794+0.001043779339175969j)
2.45,-40.45963513376422,(-0.009438875742750808+0.0009300216031741094j)
2.60,-41.06282136704208,(-0.008806367973340765+0.0008602144525437958j)
2.75,-41.541985304655014,(-0.008333519713558644+0.0008160395192231114j)
2.90,-41.93133300134804,(-0.007967452389980848+0.0007880241950882037j)
3.05,-42.25360006146492,(-0.00767611268325519+0.0007708124180594195j)
3.20,-42.52452028275541,(-0.007438962427558007+0.0007611616191088254j)
3.35,-42.75533915280384,(-0.0072422489347442045+0.000756999825519199j)
3.50,-42.954309869997005,(-0.007076426987801055+0.0007569437968021533j)
3.65,-43.127625304665486,(-0.006934671554828551+0.0007600359947539455j)
3.80,-43.28002081784451,(-0.00681197863603078+0.0007655930252071998j)
3.95,-43.41517669091565,(-0.006704599894848304+0.0007731142682442266j)
4.10,-43.53599411200481,(-0.006609675074288687+0.0007822246365978925j)
4.25,-43.644788901180654,(-0.006524986015677056+0.0007926375098318951j)
4.40,-43.743430283298856,(-0.006448787865601843+0.0008041300332557227j)
4.55,-43.8334420918848,(-0.006379690664568599+0.0008165262363415411j)
4.70,-43.916077758294314,(-0.006316574639126757+0.0008296852348331151j)
4.85,-43.99237667321658,(-0.006258528538376078+0.0008434928199786048j)
5.00,-44.063207094212174,(-0.006204804037787956+0.0008578553545067271j)
5.15,-44.12929919203797,(-0.006154781544508307+0.0008726952708243873j)
5.30,-44.19127077192485,(-0.006107944223091029+0.000887947702083531j)
5.45,-44.24964748695039,(-0.006063858034627648+0.0009035579273213683j)
5.60,-44.30487886320564,(-0.006022156233469485+0.0009194794102933556j)
5.75,-44.35735110711861,(-0.005982527208756248+0.0009356722771800506j)
5.90,-44.40739741654646,(-0.005944704864179412+0.0009521021227900393j)
6.05,-44.455306337854324,(-0.005908460944182914+0.0009687390654895511j)
