Freq_kHz,TS,f_bs
10.00,-96.40547318030848,(1.512607521005461e-05+9.492265002914822e-09j)
12.00,-93.11270038279108,(2.2098597814367874e-05+2.4313995378359784e-08j)
14.00,-90.28412093218643,(3.060506223902718e-05+5.441192332217896e-08j)
16.00,-87.78725908263428,(4.0797678622773314e-05+1.1051221307520149e-07j)
18.00,-85.53591448875984,(5.2868974740404476e-05+2.0880474697453155e-07j)
20.00,-83.4703847671009,(6.706161868674273e-05+3.73335227496537e-07j)
22.00,-81.5471250938113,(8.368180944443871e-05+6.39544520837305e-07j)
24.00,-79.73287685263865,(0.00010311770298198717+1.0596009260909685e-06j)
26.00,-78.00109198348176,(0.0001258650915624001+1.7105905595737313e-06j)
28.00,-76.32960538033589,(0.00015256375137115172+2.707369504110463e-06j)
30.00,-74.69900547447173,(0.00018404983121011963+4.223221070016229e-06j)
32.00,-73.09138738913548,(0.000221432936588018+6.5239759002185726e-06j)
34.00,-71.48928469996987,(0.0002662122104162703+1.0026156193712536e-05j)
36.00,-69.8746224425407,(0.00032045569115109673+1.5399693380056455e-05j)
38.00,-68.22753766053535,(0.00038708531747741514+2.3757148412091688e-05j)
40.00,-66.52487814129033,(0.0004703433681514011+3.701980788117763e-05j)
42.00,-64.73810654587554,(0.0005765778888561022+5.86682234365637e-05j)
44.00,-62.83019439953431,(0.0007155921006262036+9.539039445528002e-05j)
46.00,-60.75093083807644,(0.0009029347584187872+0.00016100821077854192j)
48.00,-58.430350682594536,(0.001163248456354463+0.0002867517295883061j)
50.00,-55.77385122111945,(0.0015306060762984614+0.0005508153877141815j)
52.00,-52.69103121742748,(0.0020058503226940403+0.0011653258585515751j)
54.00,-49.37105089236488,(0.002190556958498381+0.0025999587395310114j)
56.00,-47.412114003847506,(0.00046514770984176155+0.004234378236335116j)
58.00,-48.64634093424612,(-0.00166001564475326+0.0033017694204818815j)
60.00,-51.04524377502688,(-0.0019983247386403625+0.001966636441312042j)
62.00,-53.15752469013682,(-0.001808596071620656+0.0012499289189528801j)
64.00,-54.838054637512016,(-0.001585589047308904+0.0008765445175218051j)
66.00,-56.17797237216217,(-0.0014035165777391753+0.0006642078293527023j)
68.00,-57.26662534895318,(-0.0012619722511790748+0.0005328020844837463j)
70.00,-58.16842282106662,(-0.0011514629742227403+0.00044580191405935415j)
72.00,-58.928189444882264,(-0.0010637737966346142+0.00038509751172805255j)
74.00,-59.57751962697033,(-0.0009929300959410031+0.0003409669084248099j)
76.00,-60.13920209922521,(-0.0009347185935990052+0.0003078261176798133j)
78.00,-60.63007191836907,(-0.0008861548408694673+0.00028228211630907036j)
80.00,-61.06284421736077,(-0.0008450926167718024+0.0002621740025792274j)
82.00,-61.447314111848286,(-0.0008099604684783755+0.00024607008064587765j)
84.00,-61.79116005440913,(-0.000779586804649824+0.00023298938838681014j)
86.00,-62.10049444748968,(-0.0007530830791387781+0.00022224014482969347j)
88.00,-62.38024952394458,(-0.0007297646773138256+0.00021332217322598746j)
90.00,-62.63445338909421,(-0.0007090964377829385+0.00020586586158715718j)
92.00,-62.866431217761914,(-0.000690654489662662+0.00019959278757894193j)
94.00,-63.07895440894245,(-0.0006740990690983904+0.0001942896203381503j)
96.00,-63.27435287323578,(-0.000659154847254775+0.00018979040069575686j)
98.00,-63.4546007853514,(-0.0006455964788796769+0.00018596424837410213j)
100.00,-63.621382737716424,(-0.0006332378521095615+0.00018270666760391964j)
102.00,-63.77614575483166,(-0.0006219239577991546+0.0001799332895279314j)
104.00,-63.920140156910435,(-0.0006115247035235371+0.00017757529653155392j)
106.00,-64.05445229552438,(-0.0006019301300112939+0.00017557602778640473j)
108.00,-64.18003089630501,(-0.0005930466831503073+0.0001738884275913991j)
110.00,-64.29770845126436,(-0.0005847942794882026+0.00017247310383423784j)
112.00,-64.4082187249382,(-0.0005771039757727209+0.00017129683405793977j)
114.00,-64.51221118317646,(-0.0005699161028181022+0.0001703314039637868j)
116.00,-64.61026296541932,(-0.0005631787595655367+0.00016955269563283308j)
118.00,-64.70288888141893,(-0.0005568465889487077+0.00016893996531169029j)
120.00,-64.79054980824847,(-0.0005508797759980149+0.0001684752665075565j)
122.00,-64.87365978369681,(-0.0005452432225188058+0.0001681429854806534j)
124.00,-64.95259203113531,(-0.0005399058630425923+0.00016792946440868467j)
126.00,-65.0276841038832,(-0.0005348400945455147+0.0001678226934702101j)
128.00,-65.09924230053234,(-0.0005300212983403139+0.0001678120574945119j)
130.00,-65.16754547408608,(-0.0005254274370672701+0.0001678881260987914j)
132.00,-65.2328483352506,(-0.0005210387131893542+0.0001680424786892813j)
134.00,-65.29538433240575,(-0.0005168372780942524+0.00016826755756007541j)
136.00,-65.35536817662683,(-0.0005128069830103296+0.00016855654373828973j)
138.00,-65.41299806884686,(-0.000508933164594354+0.00016890325130893225j)
140.00,-65.46845767724794,(-0.0005052024593500494+0.0001693020367890913j)
142.00,-65.52191790579603,(-0.0005016026420662954+0.00016974772076837197j)
144.00,-65.57353848914595,(-0.0004981224842808546+0.00017023551953480266j)
