Freq_kHz,TS,f_bs
10.00,-108.77536760404664,(-3.6410917153789213e-06+2.808376427985528e-10j)
12.00,-105.86315928664303,(-5.091456432213603e-06+6.755427014445225e-10j)
14.00,-103.48951162106596,(-6.691514284651437e-06+1.4027127217772558e-09j)
16.00,-101.52477213024498,(-8.389988633494357e-06+2.6108469177462743e-09j)
18.00,-99.8861999182964,(-1.0131878238577487e-05+4.463171193966913e-09j)
20.00,-98.51829748049556,(-1.1860009792608024e-05+7.124388454870493e-09j)
22.00,-97.3826131364435,(-1.3516654283496033e-05+1.0745073574928579e-08j)
24.00,-96.45205751424392,(-1.5045162936758496e-05+1.5445094650090134e-08j)
26.00,-95.70757727176563,(-1.6391578195183995e-05+2.1297581163511292e-08j)
28.00,-95.13616277883044,(-1.7506176105325284e-05+2.8314955278990284e-08j)
30.00,-94.72967658409429,(-1.8344898536678346e-05+3.643839448579738e-08j)
32.00,-94.48424360758443,(-1.8870636779142057e-05+4.553181642834599e-08j)
34.00,-94.40008868874344,(-1.9054332138394056e-05+5.5381097386620757e-08j)
36.00,-94.48181057388376,(-1.8875864048414514e-05+6.569879228955465e-08j)
38.00,-94.73918669515695,(-1.8324701837255907e-05+7.613416004175685e-08j)
40.00,-95.18875729515636,(-1.740030237461755e-05+8.628785778722327e-08j)
42.00,-95.85672692505773,(-1.6112242451437583e-05+9.573029208216721e-08j)
44.00,-96.78435577284539,(-1.4480081466731856e-05+1.040223363846679e-07j)
46.00,-98.0385900257088,(-1.2532956922067488e-05+1.1073696529851085e-07j)
48.00,-99.73518995388518,(-1.03089220424315e-05+1.1548032745371373e-07j)
50.00,-102.09715749015149,(-7.85404146336506e-06+1.1791087969415803e-07j)
52.00,-105.64227321497135,(-5.221267185009745e-06+1.1775542249654902e-07j)
54.00,-112.13976759422587,(-2.4691219671653e-06+1.148211868877087e-07j)
56.00,-128.9507988675257,(3.397721644226562e-07+1.0900349055887664e-07j)
58.00,-110.05616666095068,(3.1402939869337893e-06+1.0028887805811219e-07j)
60.00,-104.63143218267274,(5.8664948621024155e-06+8.875402188523577e-08j)
62.00,-101.4591173913726,(8.453318597995268e-06+7.456098417199177e-08j)
64.00,-99.30065408093121,(1.0838298012200871e-05+5.7949661171155634e-08j)
66.00,-97.74570708676723,(1.2963213003689252e-05+3.9228355286727233e-08j)
68.00,-96.609064119601,(1.4775644852234675e-05+1.8763427431590926e-08j)
70.00,-95.79341911025776,(1.6230393038366222e-05-3.031116300529193e-09j)
72.00,-95.2437313456989,(1.7290715016352044e-05-2.5703441468383736e-08j)
74.00,-94.92867571482645,(1.7929352568264897e-05-4.8772681278262344e-08j)
76.00,-94.8323013841497,(1.812932067259748e-05-7.17366190310646e-08j)
78.00,-94.95037752792145,(1.7884430484502707e-05-9.407838323846553e-08j)
80.00,-95.28947092482751,(1.719953478407601e-05-1.1527259252448549e-07j)
82.00,-95.86831189164506,(1.60904862104503e-05-1.3479153375460853e-07j)
84.00,-96.72210877157778,(1.4583808046317008e-05-1.521120548985398e-07j)
86.00,-97.91218513047261,(1.2716084874528121e-05-1.6672383278306312e-07j)
88.00,-99.5476439645322,(1.0533087703881262e-05-1.7813954645240279e-07j)
90.00,-101.84017229348349,(8.08866236597397e-06-1.8590726781566768e-07j)
92.00,-105.27736599461109,(5.443376107661669e-06-1.8962506723542808e-07j)
94.00,-111.47064529208643,(2.663037035172533e-06-1.889575183661426e-07j)
96.00,-131.7256672725671,(-1.8297902668620829e-07-1.8365342205521485e-07j)
98.00,-110.37558862812203,(-3.023473467624742e-06-1.7356377441543952e-07j)
100.00,-104.74732651737632,(-5.787227131361554e-06-1.5865876130310012e-07j)
102.00,-101.50825596468627,(-8.404807704842348e-06-1.3904242021718623e-07j)
104.00,-99.32272538587597,(-1.0810335533629052e-05-1.1496358618826239e-07j)
106.00,-97.75899511531499,(-1.2943164583178225e-05-8.682184043004262e-08j)
108.00,-96.62443315904221,(-1.4749432279394254e-05-5.516741258087513e-08j)
110.00,-95.81857876322495,(-1.6183434960313048e-05-2.069431172720714e-08j)
112.00,-95.28498202513813,(-1.7208805113297674e-05+1.5773592726707836e-08j)
114.00,-94.99182948543532,(-1.7799449814242687e-05+5.330337298257463e-08j)
116.00,-94.92332806994618,(-1.7940230731586575e-05+9.08800683177359e-08j)
118.00,-95.07602382292836,(-1.7627367524164787e-05+1.2743883741644605e-07j)
120.00,-95.45804280370169,(-1.6868554074725464e-05+1.6190077143132983e-07j)
122.00,-96.09087757197332,(-1.568278415426066e-05+1.9321063708168924e-07j)
124.00,-97.01462287112362,(-1.4099893025501797e-05+2.2037469234346798e-07j)
126.00,-98.29973654703684,(-1.2159811144931093e-05+2.424966355979058e-07j)
128.00,-100.07416426371333,(-9.911600300990266e-06+2.588100876585285e-07j)
130.00,-102.5954185840501,(-7.4121445418505e-06+2.687059384666613e-07j)
132.00,-106.49793421199041,(-4.724829389167956e-06+2.7175352963916447e-07j)
134.00,-114.25980758437143,(-1.9178698844647436e-06+2.677148958242291e-07j)
136.00,-120.24781659652612,(9.373989560812534e-07+2.565517817932551e-07j)
138.00,-108.4596610082476,(3.768334113656258e-06+2.384255770677383e-07j)
140.00,-103.73325533378123,(6.502837062574465e-06+2.1369068039978908e-07j)
142.00,-100.84495064939472,(9.071189184578812e-06+1.8288219790708248e-07j)
144.00,-98.855206027913,(1.140784975732264e-05+1.4669884335757967e-07j)
146.00,-97.42327038962989,(1.345311964144362e-05+1.0598237150191166e-07j)
148.00,-96.38897599055376,(1.5154709009269422e-05+6.169451700092166e-08j)
150.00,-95.6666165728543,(1.646906690261483e-05+1.4892496540454454e-08j)
152.00,-95.20773015731699,(1.7362517383295123e-05-3.329611278679463e-08j)
154.00,-94.98558808832124,(1.7812137023594272e-05-8.169852478589949e-08j)
156.00,-94.98827037428813,(1.780635646577904e-05-1.291215731254348e-07j)
158.00,-95.21594104723569,(1.734526750992297e-05-1.7437609486636597e-07j)
160.00,-95.68087467996065,(1.6440638595267552e-05-2.1630089195192922e-07j)
162.00,-96.41026200161612,(1.5115610625749077e-05-2.537864860893331e-07j)
164.00,-97.45326336670347,(1.3404114702695119e-05-2.8579876120677857e-07j)
166.00,-98.89678191624529,(1.1350043043384125e-05-3.1140265288176377e-07j)
168.00,-100.90357730897446,(9.005962867909144e-06-3.2978581225342463e-07j)
170.00,-103.82093740551524,(6.432002549914697e-06-3.402819824670721e-07j)
172.00,-108.61256102929026,(3.6941497448460957e-06-3.4239357204963843e-07j)
174.00,-120.67098866224804,(8.625964493531785e-07-3.358126414201503e-07j)
176.00,-113.91143590858621,(-1.990077453348124e-06-3.2043941577948813e-07j)
178.00,-106.37533305946928,(-4.7907527262909225e-06-2.963969299527797e-07j)
180.00,-102.53088493718478,(-7.4676584954174115e-06-2.640409040788875e-07j)
182.00,-100.03940955764295,(-9.952211139825983e-06-2.239634508634388e-07j)
184.00,-98.28557828035736,(-1.2180784085319884e-05-1.7698963726449962e-07j)
186.00,-97.01757131055328,(-1.4096282248850907e-05-1.2416614518619489e-07j)
188.00,-96.10980266259784,(-1.564969642518933e-05-6.674159987019327e-08j)
190.00,-95.49314877269583,(-1.6801286298500936e-05-6.138587622813447e-09j)
192.00,-95.12847091481335,(-1.752161888297658e-05+5.608213586479051e-08j)
194.00,-94.99516417460342,(-1.779230429501783e-05+1.1826428288140005e-07j)
196.00,-95.08609896426941,(-1.7606485862772067e-05+1.7870405149248683e-07j)
198.00,-95.4060362382367,(-1.6969001834323983e-05+2.357018046027014e-07j)
200.00,-95.97267665200668,(-1.5896264936817048e-05+2.8761529231023545e-07j)
202.00,-96.82088314780563,(-1.4415843760829142e-05+3.329122460287193e-07j)
204.00,-98.01240689118319,(-1.2565831900618719e-05+3.7022013801483855e-07j)
206.00,-99.6583108925431,(-1.0393592458170887e-05+3.983710354618756e-07j)
208.00,-101.9753486774624,(-7.954965323760296e-06+4.1643973712438805e-07j)
210.00,-105.46636854224346,(-5.3125649152162e-06+4.2377372787965966e-07j)
212.00,-111.80530233869533,(-2.5342575198423664e-06+4.200140024460521e-07j)
214.00,-125.86129691531447,(3.0859284668339035e-07+4.0510607730360294e-07j)
216.00,-109.99047153713366,(3.1429436353135924e-06+3.7930131531613887e-07j)
218.00,-104.57423635002249,(5.895951148162977e-06+3.43148834326165e-07j)
220.00,-101.40952802095273,(8.496843060619398e-06+2.9747882196697154e-07j)
222.00,-99.26625465207842,(1.0878740362143154e-05+2.433783181311815e-07j)
224.00,-97.73337871014716,(1.2980406816829199e-05+1.8216072092417052e-07j)
226.00,-96.62524156056642,(1.4747711817990947e-05+1.153303419812709e-07j)
228.00,-95.84446085378184,(1.6135235274726307e-05+4.454344895625228e-08j)
230.00,-95.33636614171712,(1.710728509692987e-05-2.843326457286448e-08j)
232.00,-95.07043912113278,(1.7638872303191386e-05-1.0176532014972225e-07j)
234.00,-95.03209412935996,(1.771635793885736e-05-1.7359360041939695e-07j)
236.00,-95.21926924632433,(1.7337808802450903e-05-2.4207718808430167e-07j)
238.00,-95.64196863106822,(1.6513049766798226e-05-3.054353813243041e-07j)
240.00,-96.32452599185288,(1.5263411032542417e-05-3.619884718368766e-07j)
242.00,-97.31169862246702,(1.3621289781975478e-05-4.1019693064467496e-07j)
244.00,-98.68278327670342,(1.1628877339804345e-05-4.4869859033609045e-07j)
246.00,-100.58392538178154,(9.337688381856514e-06-4.7634368254300683e-07j)
248.00,-103.31843994530003,(6.806838477181719e-06-4.922264655939648e-07j)
250.00,-107.67795981460361,(4.101598274922139e-06-4.957136553144678e-07j)
252.00,-117.20067605370234,(1.2917092824950934e-06-4.864681418006639e-07j)
254.00,-115.8177705699801,(-1.5504185039777194e-06-4.6446727284488665e-07j)
256.00,-107.18486517686634,(-4.351576066796436e-06-4.3001461754263534e-07j)
258.00,-103.03610076919759,(-7.039643327536433e-06-3.837441711563447e-07j)
260.00,-100.39899309424337,(-9.545446725113159e-06-3.2661605950580455e-07j)
262.00,-98.55691126905344,(-1.1804543540015213e-05-2.59903016007894e-07j)
264.00,-97.22753845200248,(-1.375890119235741e-05-1.851670548758222e-07j)
266.00,-96.272982755694,(-1.535821920021174e-05-1.0422657364715228e-07j)
268.00,-95.61798876563556,(-1.6561523015932205e-05-1.911380852648019e-08j)
270.00,-95.2199637402706,(-1.7337979101395053e-05+6.79761681280304e-08j)
272.00,-95.05604403074014,(-1.7667745766816085e-05+1.5474377169461645e-07j)
274.00,-95.11737646254376,(-1.754247740121071e-05+2.3884876889878653e-07j)
276.00,-95.40712397512246,(-1.696553401937823e-05+3.1797758400653673e-07j)
278.00,-95.94116420390647,(-1.595188800591663e-05+3.899116856961975e-07j)
280.00,-96.75172482102539,(-1.4527909023815158e-05+4.525945548191939e-07j)
282.00,-97.89659147386116,(-1.2730048462005174e-05+5.041947499246674e-07j)
284.00,-99.47856303958835,(-1.0604811264876785e-05+5.431626581128459e-07j)
286.00,-101.69555810542724,(-8.206981217266318e-06+5.682788921930218e-07j)
288.00,-104.99263527786447,(-5.598353562767171e-06+5.78692551326032e-07j)
290.00,-110.7417378113034,(-2.8461477958376377e-06+5.739480882530083e-07j)
292.00,-125.1234013310817,(-2.1280292560322078e-08+5.540000085918306e-07j)
294.00,-110.89964565390638,(2.8034592932281627e-06+5.19215155892847e-07j)
296.00,-105.07486279635296,(5.555276753983601e-06+4.703627976348399e-07j)
298.00,-101.75185504403854,(8.16326537706888e-06+4.0859346064156323e-07j)
300.00,-99.5221694310381,(1.0560210706437006e-05+3.3540703770968826e-07j)
