Freq_kHz,TS,f_bs
10.00,-108.90815462153805,(-3.5858512307413768e-06+2.739698405913164e-10j)
12.00,-106.02301336385268,(-4.998610856029021e-06+6.567099368464937e-10j)
14.00,-103.68200961805668,(-6.5448471705906016e-06+1.3579264299182869e-09j)
16.00,-101.75586520391181,(-8.169711477756131e-06+2.5152665645098037e-09j)
18.00,-100.16231261550328,(-9.814864945720918e-06+4.2760573188264436e-09j)
20.00,-98.84645144959964,(-1.1420295749597207e-05+6.7832806364906066e-09j)
22.00,-97.77058490349893,(-1.292619254246975e-05+1.015967380720037e-08j)
24.00,-96.90858401504113,(-1.4274817856669217e-05+1.4491534514866916e-08j)
26.00,-96.24262948728393,(-1.541232529580668e-05+1.9813894385368645e-08j)
28.00,-95.76131854412539,(-1.6290466287779572e-05+2.609863544060902e-08j)
30.00,-95.45864143876852,(-1.6868135635643652e-05+3.3246869903736424e-08j)
32.00,-95.33359915695843,(-1.7112709990457768e-05+4.108651280402828e-08j)
34.00,-95.39040274701665,(-1.700113950746446e-05+4.937549162753753e-08j)
36.00,-95.63934629271246,(-1.6520760162456627e-05+5.781051069737279e-08j)
38.00,-96.0986525625085,(-1.566980221766768e-05+6.604077615381698e-08j)
40.00,-96.79797566763676,(-1.4457579065364294e-05+7.368564302109466e-08j)
42.00,-97.78510912434051,(-1.2904349712226761e-05+8.035481229556758e-08j)
44.00,-99.13968247882437,(-1.104085744965884e-05+8.566951370375392e-08j)
46.00,-101.00439204656723,(-8.907556438916622e-06+8.92830738122466e-08j)
48.00,-103.66963641418988,(-6.553546837587909e-06+9.089938850876759e-08j)
50.00,-107.88042283905682,(-4.035247470341035e-06+9.028807663251844e-08j)
52.00,-116.96933791624019,(-1.4148422619577252e-06+8.729545679635937e-08j)
54.00,-118.10255156332494,(1.2414537261710813e-06+8.185091627285557e-08j)
56.00,-108.2548241939082,(3.865265069909896e-06+7.39686907523998e-08j)
58.00,-103.89225971677902,(6.38800712586809e-06+6.374547240412254e-08j)
60.00,-101.16678353464116,(8.742856118544314e-06+5.1354598944637464e-08j)
62.00,-99.27800143116085,(1.0866693201966514e-05+3.7037784531941695e-08j)
64.00,-97.92257625216871,(1.2701955545144501e-05+2.1095434881381047e-08j)
66.00,-96.95524593842273,(1.419834376338248e-05+3.87653495170735e-09j)
68.00,-96.29803377218093,(1.5314334324863213e-05-1.4231077930456666e-08j)
70.00,-95.90757221443887,(1.601844956957267e-05-3.280949773158924e-08j)
72.00,-95.76140176817961,(1.6290249958852334e-05-5.141838276148466e-08j)
74.00,-95.85207239949122,(1.6121013155181907e-05-6.960151879040135e-08j)
76.00,-96.18534271190101,(1.551408092874292e-05-8.689273257118377e-08j)
78.00,-96.78149480322391,(1.4484860538510005e-05-1.0282177734975691e-07j)
80.00,-97.68047003261171,(1.3060478729129316e-05-1.1692093444610532e-07j)
82.00,-98.95394793999792,(1.127909664451018e-05-1.2873306164447304e-07j)
84.00,-100.73374904743494,(9.188903769518663e-06-1.3782167492013203e-07j)
