Freq_kHz,TS,f_bs
2.00,-124.15866667681368,(-6.195361693675459e-07+1.9720668496589042e-12j)
4.00,-112.15131701980553,(-2.468505782346917e-06+6.282568173445368e-11j)
6.00,-105.16413685239526,(-5.518145604235158e-06+4.735566009774859e-10j)
8.00,-100.2457585050916,(-9.721025128838449e-06+1.974968593143097e-09j)
10.00,-96.47134533976518,(-1.50117975523986e-05+5.947378996077543e-09j)
12.00,-93.42905089431395,(-2.1308228920597634e-05+1.4560398097746114e-08j)
14.00,-90.89929371672667,(-2.851248432790664e-05+3.0873111822413386e-08j)
16.00,-88.75112270410638,(-3.6512645461650774e-05+5.887771676086215e-08j)
18.00,-86.90020104134213,(-4.51844300963664e-05+1.0348262163727912e-07j)
20.00,-85.28908411196579,(-5.439308138744237e-05+1.7043403686456317e-07j)
22.00,-83.87695066450895,(-6.399539295765994e-05+2.6617794613511153e-07j)
24.00,-82.63382446519886,(-7.384183474326647e-05+3.9766695346006033e-07j)
26.00,-81.5371205431164,(-8.377874427044598e-05+5.721187350946465e-07j)
28.00,-80.56947918344206,(-9.36505483657968e-05+7.967346532575485e-07j)
30.00,-79.7173537327365,(-0.0001033019811702721+1.07838849978164e-06j)
32.00,-78.97006052799398,(-0.00011258026564892205+1.4232963504745577e-06j)
34.00,-78.31912367643075,(-0.00012133722751094285+1.8366791548648131e-06j)
36.00,-77.75781484987024,(-0.00012943131253647018+2.322429991823572e-06j)
38.00,-77.28082655826599,(-0.000136729480718615+2.8827979130519766e-06j)
40.00,-76.88404006041512,(-0.0001431089533431753+3.51809998738454e-06j)
42.00,-76.56436307817124,(-0.00014845879223253082+4.2264725544709845e-06j)
44.00,-76.31965535761,(-0.0001526806985950459+5.003671798356623e-06j)
46.00,-76.1485419541775,(-0.0001556923545135668+5.842932562354163e-06j)
48.00,-76.0505592328497,(-0.00015742545852899797+6.7348928628568715e-06j)
50.00,-76.0306677472027,(-0.00015774447711830586+7.667591011225422e-06j)
52.00,-76.07631515752561,(-0.00015686589408849203+8.626530977681454e-06j)
54.00,-76.20357767982068,(-0.00015452027360183737+9.594842290193579e-06j)
56.00,-76.41129267808151,(-0.00015079061556022168+1.0553493133948158e-05j)
58.00,-76.70433120788158,(-0.0001456931112247354+1.1481594985933444e-05j)
60.00,-77.08937282124683,(-0.0001392606453130175+1.2356769544592043e-05j)
62.00,-77.57547043590736,(-0.00013154227521894977+1.3155579472423574e-05j)
64.00,-78.17490827360243,(-0.0001226025251312541+1.3854013322678313e-05j)
66.00,-78.90454101104629,(-0.00011252050893320805+1.442801461940623e-05j)
68.00,-79.78796179161809,(-0.00010138889724894846+1.4854043738548479e-05j)
70.00,-80.85917799921047,(-8.931274523173463e-05+1.5109660179661811e-05j)
72.00,-82.16921041205327,(-7.640819866793707e-05+1.5174112027643309e-05j)
74.00,-83.79879968475494,(-6.280109669793226e-05+1.5028918881383623e-05j)
76.00,-85.88496800622019,(-4.8625489925118184e-05+1.4658434270034857e-05j)
78.00,-88.67478962335979,(-3.405001124734316e-05+1.4050373244709629e-05j)
80.00,-92.67290738875928,(-1.913766610082947e-05+1.3196293865401812e-05j)
82.00,-97.87309938674598,(-4.119700494349956e-06+1.209201223078967e-05j)
84.00,-96.31383831637251,(1.0879959543046523e-05+1.0737950824961892e-05j)
86.00,-91.2811394696657,(2.5710076324451255e-05+9.139397008214035e-06j)
88.00,-87.76996962148489,(4.0220826550238556e-05+7.306669220536936e-06j)
