Freq_kHz,TS,f_bs
10.00,-37.72962141953242,(-0.006201723763745382+0.011410899502333531j)
12.00,-42.46407816172681,(0.004726846012518764+0.005861579830270406j)
14.00,-42.44750411053438,(0.003211281697394233+0.006826834134945587j)
16.00,-42.21421555768031,(0.003246660547783556+0.0070369200176806515j)
18.00,-43.173519196558246,(0.006242558442499432+0.0030308754907678774j)
20.00,-44.153461969711955,(0.006170555149843912+0.0005939544653873141j)
22.00,-41.393390584485,(0.008274883365752626-0.0020199592232775275j)
24.00,-44.2168716198056,(0.004460509727031548-0.004239738418269048j)
26.00,-44.52708004702799,(0.0009139920138443526-0.005867316687703955j)
28.00,-44.520861577585926,(0.0009012722052343216-0.005873586590982082j)
30.00,-42.35079237145808,(-0.0002635833017329596-0.007624318074422315j)
32.00,-45.30244552426006,(-0.002988830501187708-0.004534575045023714j)
34.00,-43.93508486403136,(-0.006349278729120874+0.0003112995670378101j)
36.00,-45.04081170469193,(-0.005465187512747921-0.0012077777402951244j)
38.00,-43.18016397931245,(-0.006666269323281474+0.0019086572906640452j)
40.00,-57.35370143544639,(-0.00025379198510483577-0.0013322137336313057j)
42.00,-46.41627273786432,(-0.0025618606458836105+0.004032352888640723j)
44.00,-44.56537192404126,(-0.0022232528540944763+0.005477992734482705j)
46.00,-43.6999662447156,(0.00011306361478621938+0.006530352215378078j)
48.00,-47.792820255802404,(0.001961528395491806+0.0035743159294526618j)
50.00,-46.05525030226823,(0.0037394914513432208+0.0032890019178445956j)
52.00,-42.2870680811383,(0.007584671040827731+0.001238035178718311j)
54.00,-46.002030936542866,(0.004687077698837092-0.0017715595135484267j)
56.00,-55.00585577891979,(-0.0017590901811071163+0.00025222694831350263j)
58.00,-46.25522309805541,(0.003670786011137667-0.003195397413653039j)
60.00,-41.706091624873295,(0.006987855169497037-0.004322431430421912j)
62.00,-45.14083685714838,(-0.0013153823711749525-0.005374337533041345j)
64.00,-54.128514744725,(0.0019182119796311797+0.0004306438719347535j)
66.00,-46.00606628678504,(-0.002315410808572221-0.004441021865590934j)
68.00,-42.50695147378486,(-0.0074883943120487365+0.000261045529314811j)
70.00,-45.59516424801137,(-0.005250088752713067-9.767188087902336e-05j)
72.00,-42.97265219018488,(0.003151245767666769+0.006364351510425662j)
74.00,-46.950886690421044,(-0.004270780896752114+0.0013928293976171893j)
76.00,-45.243138626941494,(-0.003058411537744009+0.004532896213286908j)
78.00,-47.82945718209319,(-0.000656330175658022+0.0040066088849568925j)
80.00,-48.19344095131784,(-0.0016057389709998684+0.0035468424092019537j)
82.00,-45.831262158801124,(0.0018654795507380615+0.004757521324831428j)
84.00,-45.43948730550713,(0.0036607843561379414+0.003895887187949446j)
86.00,-46.749410577381,(0.00451392942549754+0.0008730407510339314j)
88.00,-49.93957606499286,(0.003129382908120603+0.0005891232859208623j)
90.00,-47.473348312967204,(0.0029608959648614063+0.003020820050384078j)
92.00,-45.80571000607564,(0.0035097219762509836-0.0037349661472278186j)
94.00,-37.1949317757396,(-0.007154660968557496-0.011814372417747058j)
96.00,-48.075705628330255,(-9.187697847082826e-05-0.00394545411547952j)
98.00,-44.6605671411843,(-0.001422201599526282-0.005671932763622793j)
100.00,-37.823178016961265,(-0.007379365682485825-0.010517618613992677j)
102.00,-43.14623030924733,(-0.00686912327135409-0.001128905138155871j)
104.00,-51.20623989771669,(-0.0026028168731936484-0.0008945550501584815j)
106.00,-47.157107769221646,(-0.003733409457959019-0.0023033415747163075j)
108.00,-44.27299155137228,(-0.0032789289593898154+0.0051608064015573095j)
110.00,-50.595633628740664,(-0.0008204705277709213+0.002836410589617111j)
112.00,-49.04067651646852,(-0.0013765647015715383+0.003252224134500398j)
114.00,-46.91398545090975,(0.0020379723420625765+0.0040247241490458064j)
116.00,-44.32056160107976,(0.005104985391602114+0.0033041125985361934j)
118.00,-52.14332582049213,(0.0024516694912832394-0.00030669229019412807j)
120.00,-49.25779967556438,(0.0029582838370529213+0.0017641579755263213j)
122.00,-46.390714698063675,(0.004705669245442647+0.0009024328675100875j)
124.00,-40.436385022170484,(0.0016422565096724296-0.009367133508363885j)
126.00,-50.78878869257754,(0.002515549910263665-0.0014181488185971564j)
128.00,-51.187128390997046,(0.0022057461148851493-0.001656193189276036j)
130.00,-44.75337164387281,(0.0013709574104673742-0.005620589360093937j)
132.00,-47.099615881497705,(-0.003612268119026707-0.002540017653573246j)
