Freq_kHz,TS,f_bs
10.00,-36.221758473137974,(-0.0008371440198376994+0.015426718849480334j)
12.00,-36.10566373856407,(0.004777672437373543+0.014910560747981746j)
14.00,-36.065795603360286,(0.009640090865050832+0.012429017082006652j)
16.00,-35.977891396192916,(0.013496680753987937+0.008385119955097272j)
18.00,-36.081702566813945,(0.015284977050917243+0.003588419284492986j)
20.00,-35.960697173369375,(0.015661092009462998-0.0028639774688017485j)
22.00,-36.27488039736856,(0.013792040559927044-0.006749987410627694j)
24.00,-36.55134371490962,(0.01189166403339981-0.008934726326095904j)
26.00,-36.20174820337088,(0.006585520198712528-0.014014908945039161j)
28.00,-37.13249256144899,(0.0010684945534376157-0.013870450963480755j)
30.00,-36.251285940984,(-0.00371502005166057-0.014942081209546506j)
32.00,-35.97984721710648,(-0.007218192143009118-0.01415113624715232j)
34.00,-36.311692244990816,(-0.012161006061628964-0.00926836228813321j)
36.00,-36.33886186001865,(-0.014432948902869638-0.004901483929417049j)
38.00,-36.28333714406421,(-0.015333676537018276+0.00044988709639748315j)
40.00,-36.45733066288882,(-0.014065162404260128+0.005315420930213351j)
42.00,-36.36822814352795,(-0.011605921711981325+0.009801603497396479j)
44.00,-36.45324413961896,(-0.0076188741342766335+0.012971047915148685j)
46.00,-36.25086758113692,(-0.0028332962964944548+0.015134808718646683j)
48.00,-36.39474727636669,(0.0022571853359929102+0.014975617653787422j)
50.00,-36.46048006568158,(0.006611156959275311+0.013498563124946373j)
52.00,-36.38275339705476,(0.011089117557248786+0.010345520284740069j)
54.00,-36.522912624191996,(0.01336571995030262+0.00663714123613566j)
56.00,-36.3520254179312,(0.015164683857509584+0.0012898749662504678j)
58.00,-36.335705482773264,(0.014795411765095214-0.003687718476619896j)
60.00,-36.39496844420815,(0.0125854062159863-0.008423768746170377j)
62.00,-36.2606062406344,(0.00919750038306163-0.012327405744746028j)
64.00,-36.4129512598838,(0.004743836201652559-0.01434923805318298j)
66.00,-36.33847546396065,(-0.00037320810573284526-0.015238633350994294j)
68.00,-36.43689035684931,(-0.005355555641720779-0.014087834980155986j)
70.00,-36.45336106771589,(-0.009719157976549708-0.011481602792939914j)
72.00,-36.492118747749345,(-0.012866952584674443-0.007662915913985893j)
74.00,-36.63608169283785,(-0.014629469077992792-0.0017160153273482715j)
76.00,-36.57477185645783,(-0.014718010584445803+0.00185226747513699j)
78.00,-36.34380064926434,(-0.013347127920647208+0.007343342204505376j)
80.00,-36.37877442514271,(-0.01049604582725365+0.010956375284047793j)
82.00,-36.708752920438094,(-0.0056802241654772085+0.013457369879341737j)
84.00,-36.30981000507218,(-0.00113627174455373+0.015251322649051461j)
86.00,-36.37481143236718,(0.0035096450627116536+0.014768266437447684j)
88.00,-36.639314206494845,(0.008085597600048783+0.012305598514695416j)
90.00,-36.46492896502026,(0.012036270966190879+0.008989742609301854j)
92.00,-37.25687780220594,(0.013132707216490134+0.00394953641311519j)
94.00,-36.12426902719144,(0.015605486334071142-0.0007561648360655739j)
96.00,-36.71598082046177,(0.013271186723249664-0.0060734296246580406j)
98.00,-35.91745922370073,(0.012346137913602468-0.010177484828072871j)
100.00,-37.01545426329902,(0.007954286323518914-0.011642457349129174j)
102.00,-36.352796704538605,(0.0032025753943801622-0.014877291143592802j)
104.00,-36.40759585839483,(0.0003226869198869639-0.01511893889588727j)
106.00,-36.44387384514492,(-0.006753974885029941-0.013459863669074385j)
108.00,-36.834608944512404,(-0.010800348811970464-0.009519649897005497j)
110.00,-36.45592411477911,(-0.013600920485543497-0.0064164389025771805j)
112.00,-36.44683450425204,(-0.014953726059751947-0.0017365580275566187j)
114.00,-36.507705045250205,(-0.014530662433330647+0.0035121406603526545j)
116.00,-36.90218375109238,(-0.012309218274112722+0.0072494345712006735j)
118.00,-36.51796709276147,(-0.008903911289557006+0.011986167646378195j)
120.00,-36.36503640289237,(-0.005056572330413469+0.014330721768530364j)
122.00,-36.686998219425035,(0.001321485246761614+0.014583926136294074j)
124.00,-36.706074019463784,(0.004676992374323713+0.013842801235496008j)
126.00,-36.40332110252637,(0.008898301317943929+0.012236497884311165j)
128.00,-36.41334404827295,(0.012660011094417178+0.008252761784382619j)
130.00,-36.75125121965313,(0.013911313726043706+0.00421466163660356j)
132.00,-37.22619346830924,(0.013762109409072153-6.812131918918021e-05j)
134.00,-36.43819202003425,(0.013778863461885242-0.0061011410131267705j)
136.00,-36.48952131401929,(0.010298726738354042-0.010878839722956227j)
138.00,-35.65184004025009,(0.005723280205796883-0.01547251958078485j)
140.00,-36.57048872760976,(0.0016625504877898715-0.014748009466743501j)
142.00,-36.453495615525824,(-0.004109135132019179-0.014470564343756877j)
144.00,-36.41775827187167,(-0.00847696708824868-0.012501718784884255j)
146.00,-35.33738947597092,(-0.013770826180841363-0.010146694356539993j)
148.00,-36.18838569549895,(-0.014744895300941967-0.004807674189159146j)
150.00,-36.14978210382743,(-0.015575413196982123+0.0002822914341521637j)
152.00,-36.37454309296615,(-0.014297737649903233+0.005099827211253914j)
154.00,-36.44660912215915,(-0.011910334842193924+0.009207890220102839j)
156.00,-39.358692618283364,(-0.0019841754085743145+0.01058185579931144j)
158.00,-36.25241802645589,(0.0030005868559531117+0.015099730281837179j)
160.00,-36.183096784297085,(0.002192183528205151+0.015362717681363016j)
162.00,-35.726512279660795,(0.007600903178453265+0.014482460461881586j)
164.00,-34.726269409159215,(0.014479893831458123+0.011275346191042113j)
166.00,-36.0466540176699,(0.014192502027551134+0.006861310456068765j)
168.00,-36.64446473510123,(0.014005690418644363+0.004515341795718949j)
170.00,-35.3020341226808,(0.01680853269673583-0.003529299736731307j)
172.00,-39.43538196663252,(0.009909197536242618-0.003961258100203129j)
174.00,-36.54590517350457,(0.009332099385195698-0.011594401933237387j)
176.00,-35.94126042615288,(0.007780864260131269-0.013930803001315885j)
178.00,-36.56936739625911,(-0.0003283292111164989-0.014839708114580272j)
180.00,-36.537901976697526,(-0.005794696060644353-0.01372400538389058j)
182.00,-36.11634106228985,(-0.009918196368480932-0.012090425228645417j)
184.00,-36.16844816209748,(-0.013319387783130548-0.008014132400548013j)
186.00,-35.68902789012112,(-0.01622205201630532-0.002584446489687235j)
188.00,-35.380867866053684,(-0.016929680402081326+0.0017499678267055001j)
190.00,-35.683332516555915,(-0.016133036104803725+0.003148583239641908j)
192.00,-34.47005479822963,(-0.015099141438627488+0.011370323566822587j)
194.00,-36.57568875528541,(-0.00492157160830415+0.013992226778983843j)
196.00,-37.09004792826934,(-0.0006849714164187306+0.013962900950742367j)
198.00,-34.614475088150826,(0.007102403180545543+0.017179608993243486j)
200.00,-36.05662225715153,(0.00972852502525438+0.012381064737947646j)
202.00,-36.175287315569854,(0.01222208634849642+0.00958502986614261j)
204.00,-36.40313924575389,(0.014343948518022455+0.004813769146195186j)
206.00,-33.99827387894425,(0.01995470841758504+0.0002739402909071459j)
208.00,-35.31123618328926,(0.015867719180771393-0.006524864196492622j)
210.00,-33.69516817983361,(0.017772984344864746-0.010543975008794278j)
212.00,-34.893280821678296,(0.011418134894164354-0.01391836510621092j)
214.00,-36.48814173437236,(-0.0014218838813000786-0.014915175852145829j)
216.00,-40.36958065013958,(-0.0010186160848416597-0.009529142073886079j)
218.00,-36.69632019924719,(-0.007634570064120002-0.01247761100303012j)
220.00,-35.74233653264813,(-0.01310876251008242-0.009731534912828136j)
222.00,-35.9907742366177,(-0.014217957824509788-0.007040773274285915j)
224.00,-34.9050860676856,(-0.01786203262702163-0.002040270887240898j)
226.00,-34.35989087321688,(-0.01872049140296121+0.003998747804981026j)
228.00,-36.00386814913282,(-0.01272953136496885+0.009429954757399099j)
230.00,-32.39814046635794,(-0.0166531576362538+0.01727306339174415j)
232.00,-33.3535047187664,(-0.00864216622087259+0.019680472490739197j)
234.00,-34.4070457529035,(-0.006052009048949436+0.018051666989149034j)
236.00,-38.382979659161435,(0.006686197330577244+0.010020296052816822j)
238.00,-35.67147631443717,(0.012398323158038986+0.010826293599250192j)
240.00,-35.038355603315516,(0.016665034264164026+0.00597694449107577j)
242.00,-34.41701361396622,(0.018992282852892166+0.0009755307821845676j)
244.00,-34.75384778348721,(0.018256882351292622-0.001164063177463837j)
246.00,-32.65651395794143,(0.0208520064361972-0.010374485615988303j)
248.00,-32.65628518755297,(0.0163046111005612-0.016632027999228933j)
250.00,-32.8250362891074,(0.01278259984234149-0.01893134663653694j)
252.00,-33.784384760325935,(0.00804636878412644-0.018804970141355862j)
254.00,-33.74692512475937,(0.002516875851497711-0.02038775399715482j)
256.00,-33.87913499231171,(-0.0013986494140208854-0.02018380445587075j)
258.00,-35.44667837709093,(-0.015276549514441105-0.007207426730484214j)
260.00,-34.4078296324776,(-0.019028236771380533-0.000591843198756492j)
