Freq_kHz,TS,f_bs
10,-32.9456727,(-0.013806450130430373+0.017801069030067517j)
12,-32.98535142,(-0.009970377382083787+0.020086616125432374j)
14,-32.95407867,(-0.0062341855760654485+0.02162521034765007j)
16,-32.81624058,(-0.002409996931683264+0.022738524697205855j)
18,-30.95039408,(-0.015623432052995379+0.02365082629558731j)
20,-32.5760687,(0.005248596907286382+0.02291352537578034j)
22,-32.37724578,(0.009524968629165971+0.02208478558325536j)
24,-32.19423659,(0.013526365639584436+0.020503589719707952j)
26,-31.96538505,(0.01713805062249292+0.018501179272728333j)
28,-31.97603705,(0.019502331473545746+0.015940748120823904j)
30,-31.91677586,(0.022207895069036643+0.012246404065572728j)
32,-31.81423495,(0.024144604307540046+0.008693072462326657j)
34,-31.69309412,(0.025788366561486867+0.0034812419402204912j)
36,-31.68138194,(0.026033067454321577+0.0011255844503906117j)
38,-27.75079662,(0.04028560055150437-0.007454293688973443j)
40,-31.65960206,(0.02513127978924991-0.007128814433245663j)
42,-31.61014109,(0.023804812300287553-0.011115227929310818j)
44,-31.39271661,(0.022317636252741416-0.015085589687337577j)
46,-31.54549208,(0.01937712765484617-0.01803041107758389j)
48,-31.59109554,(0.015857619665871535-0.021018725087925298j)
50,-31.62319558,(0.01225116809150757-0.023196004967218343j)
52,-31.5292055,(0.008433374291130901-0.025141184348823918j)
54,-31.51852663,(0.004257268999716565-0.026207018936253743j)
56,-31.50870563,(-0.0005059237712945446-0.02657578104576058j)
58,-31.60423345,(-0.004099297234815504-0.025968301304340108j)
60,-31.79341953,(-0.007923274208580858-0.024472781250770962j)
62,-31.58539953,(-0.011008319602014717-0.023936951340206996j)
64,-31.83044828,(-0.016794598649030112-0.01933957080318273j)
