freq,smoothed,sv
1.0,-13.55749686669555,-28.38143965732499
2.0,-16.37956939310009,1.0415242896862418
3.0,-18.38656724599549,-14.641936682143477
4.0,-19.677384750737573,-15.63820261261716
5.0,-20.35091623268217,-24.772086312171684
6.0,-20.5060560171851,-28.33703526105614
7.0,-20.241698429602188,-17.579959685295034
8.0,-19.65673779528926,-22.310051329019537
9.0,-18.85006843960214,-12.882324656264831
10.0,-17.920584687896735,-29.35947803345798
11.0,-18.281258530044607,-14.131916549854694
12.0,-17.12559772913014,-14.614895423969683
13.0,-16.514402376922476,-13.539133913783854
14.0,-15.751498392636783,-13.279815253802
15.0,-15.779334599015186,-15.383215471778652
16.0,-16.523645152258347,-16.234867351991852
17.0,-16.896381468746423,-13.30335854384706
18.0,-17.76486058754746,-17.173038376521895
19.0,-18.044418809443645,-23.152658105997496
20.0,-20.030306932021272,-26.960068623737747
21.0,-20.019724585550364,-16.42070144674552
22.0,-20.69314620952505,-19.036271289000283
23.0,-21.261552258738018,-20.738400861922216
24.0,-21.329495281933582,-22.104195925779795
25.0,-20.81173508903552,-22.77616401767861
26.0,-20.104930102050595,-20.579058680750183
27.0,-20.504317266008613,-20.998818238735602
28.0,-19.70975525457871,-19.097377707677307
29.0,-20.227032530383433,-14.666847642199903
30.0,-21.808960466555646,-27.439244206435994
31.0,-22.183311833010446,-19.640083204723837
32.0,-22.34416598798861,-16.830738254562746
33.0,-22.709717984786714,-19.026568514295008
34.0,-22.65806285701806,-27.58281936183682
35.0,-23.599634020092672,-33.96754266631262
36.0,-24.24624645718571,-16.14408977725298
37.0,-24.3705068197544,-33.40567689771472
38.0,-24.897172535372686,-26.15956091161392
39.0,-25.027888082570417,-18.22761393286715
40.0,-25.90690840723536,-21.464003004501343
41.0,-24.52260333004692,-25.045694185526173
42.0,-25.54059475414872,-24.010487208660095
43.0,-26.181658164631337,-32.968446706532326
44.0,-27.521590799103006,-23.712069386700616
45.0,-28.698652696050654,-24.933283468618992
46.0,-28.322023736725953,-33.37788162903496
47.0,-29.77172823517367,-27.78755026762266
48.0,-30.65507704981372,-25.301940201865023
49.0,-30.797937952149507,-27.39964911219273
50.0,-29.821706996603147,-55.01443161616575
51.0,-29.418773748475893,-24.779338704704998
52.0,-29.490163404929035,-25.583323001626948
53.0,-29.37904242288768,-20.918884060023718
54.0,-29.788206169560066,-30.10100890235553
55.0,-29.677302624148975,-32.44542418122781
56.0,-29.08259513705396,-26.178717041988012
57.0,-28.45864816926284,-26.275053492968183
58.0,-28.432088373658583,-23.098610735710146
59.0,-27.803997759263346,-37.06850735816297
60.0,-29.60335536249426,-34.36063984476882
61.0,-29.60748087388815,-25.381760173859774
62.0,-29.06137906025878,-37.200462380643884
63.0,-28.11504174301547,-20.599536462823483
64.0,-27.162218685794016,-21.257735945654673
65.0,-27.446396888590442,-35.16527403701811
66.0,-27.968221038281623,-33.159136054877365
67.0,-28.193169068943078,-20.307463599337837
68.0,-27.28189083433315,-24.826402817170546
69.0,-27.94665017146455,-27.14119816675671
70.0,-28.833328836098538,-24.354531673057295
71.0,-28.617046637815882,-30.5550121219812
72.0,-29.77177553819611,-29.500860095508365
73.0,-29.4105599046092,-40.79378245275883
74.0,-29.056505461738013,-33.31587195931915
75.0,-29.144487888511286,-24.176097945458107
76.0,-30.08388086953676,-24.11594115083785
77.0,-28.82672108460617,-32.63509960860608
78.0,-29.089479976537362,-28.217265154955502
79.0,-29.03177953822225,-25.30719660506534
80.0,-29.18785756371744,-30.51316341206426
81.0,-28.78034866407424,-26.90185120555112
82.0,-27.648709166918252,-29.504956281166255
83.0,-29.22858482256666,-25.668860958617348
