freq,smoothed,sv
1.0,-31.304387325266223,-40.319252658717026
2.0,-27.341770199004408,-18.676192742090535
3.0,-24.38920860308763,-18.462302919560468
4.0,-22.33577679357275,-19.436290748765487
5.0,-21.070549026516623,-20.432782694215884
6.0,-20.482599557976098,-27.93931963432958
7.0,-20.461002644008037,-25.84534608407772
8.0,-20.894832540669295,-25.789141559994423
9.0,-21.673163504016728,-19.691755432779992
10.0,-22.68506979010735,-21.691844395758146
11.0,-24.711752485101346,-19.158174293318336
12.0,-24.676951894063563,-22.366909535281664
13.0,-24.792464296634176,-24.993649602469826
14.0,-24.992632709705514,-24.26029136070693
15.0,-25.127355018119616,-25.39234359454225
16.0,-25.091886037614117,-37.0371649154456
17.0,-26.11958366346613,-28.052639169140065
18.0,-26.706378518365312,-23.099649903962558
19.0,-26.75270808844526,-23.32640472484806
20.0,-26.920452695541236,-21.727517095878266
21.0,-25.813682863340993,-29.68422879876067
22.0,-25.59642636052475,-26.898171844271488
23.0,-26.59839855798457,-24.505471825762672
24.0,-26.14442207917177,-23.28269728130512
25.0,-26.47371356473498,-34.49119672661149
26.0,-27.343073891807187,-21.47961941600648
27.0,-27.417825205640472,-26.703743885129025
28.0,-27.879927588682865,-26.864664420840047
29.0,-28.233936772204675,-25.101408611635808
30.0,-27.221416250522438,-38.75948890008
31.0,-28.034951633096025,-32.52370647656803
32.0,-27.460341184806527,-16.956565298497253
33.0,-27.484507731850194,-31.70873350656427
34.0,-26.863598937794727,-21.647251131520576
35.0,-27.377056265187953,-27.523106529495216
36.0,-27.821129755586618,-33.48669964226897
37.0,-28.164102831553798,-24.138116106577737
38.0,-28.534747544676346,-21.757814169193203
39.0,-28.29473104545248,-35.809133282712054
40.0,-28.547272385599804,-20.67715983617922
41.0,-29.863741451674468,-36.38453482516092
42.0,-29.4334278715348,-28.055840149801913
43.0,-28.913735676413523,-34.643077371659324
44.0,-28.81698521963093,-35.67389766898951
45.0,-28.728171372519814,-24.04110981596188
46.0,-29.881037533367195,-26.506327096443712
47.0,-29.420408568020587,-23.61645553018552
48.0,-29.329440489987718,-26.4031838025496
49.0,-29.291873968372865,-37.66169512428407
50.0,-28.960222385477582,-23.116563363368627
51.0,-29.76708098484923,-25.625526181280883
52.0,-30.656108623023325,-42.31944047373565
53.0,-31.97239741110162,-29.53512803326484
54.0,-32.715619874435475,-34.18186224715015
55.0,-32.4732242655603,-25.327361494431216
56.0,-31.67036216863252,-36.51253227264543
57.0,-31.323175778376893,-26.93659223502811
58.0,-31.809827941354587,-41.79547603292814
59.0,-32.97830623047365,-32.617098877349505
60.0,-32.28243087698655,-34.143934555086915
61.0,-31.680068926174442,-24.609823533923976
62.0,-32.298426026196495,-22.44939361603396
63.0,-31.86133245070313,-31.470519889672772
64.0,-32.309798929755395,-33.17146028331188
65.0,-31.58293088427778,-44.14109509421244
66.0,-31.516605713145232,-37.2095552200692
67.0,-30.17589010576033,-25.772892426146328
68.0,-30.21450813257607,-25.257120193072232
