freq,smoothed,sv
1.0,-21.26966367296811,-30.283318345368357
2.0,-20.745660269406812,-8.095950311406654
3.0,-20.240731331781937,-20.796655360640436
4.0,-19.76073183869066,-16.60546606072166
5.0,-19.31151676873015,-24.33343846041463
6.0,-18.898941100497588,-22.70769911022374
7.0,-18.528859812590145,-15.690514152008568
8.0,-18.207127883604997,-16.75448892270768
9.0,-17.939600292139314,-15.890035504883947
10.0,-17.732132016790384,-23.538728384653066
11.0,-18.60565744327411,-20.186254412575014
12.0,-17.151354852643045,-17.38814872985285
13.0,-17.32085832434965,-18.501417836493005
14.0,-17.42251814134041,-10.042185981013139
15.0,-17.54974770521248,-14.82654249804883
16.0,-18.61856481394326,-21.599235109213538
17.0,-19.07380497022779,-19.226137868040055
18.0,-19.30920042522382,-20.62279917972138
19.0,-19.842242416811033,-18.60706608446613
20.0,-21.418425086965385,-18.683069366303165
21.0,-22.397460261205147,-28.600610764290458
22.0,-22.787004319206886,-22.00212343896752
23.0,-23.562797497220213,-19.00987448564433
24.0,-23.34609048454517,-29.515036806526712
25.0,-22.610880221993533,-21.259229712287517
26.0,-23.09796024718603,-22.90445772622023
27.0,-23.218149703003597,-27.447067593554337
28.0,-23.6461833144054,-23.241038883755863
29.0,-23.720989847748438,-17.018603584424103
30.0,-23.602027579988246,-20.855857534138895
31.0,-23.32629409220754,-25.796832565120738
32.0,-23.590127909937387,-22.038282977825713
33.0,-23.378109648424243,-22.834396421172755
34.0,-24.366532697869047,-31.951417786001066
35.0,-24.42865388179332,-23.956333232306694
36.0,-24.2919056070295,-25.81979460717728
37.0,-25.175681012270488,-22.028013613567083
38.0,-25.197183376851875,-21.654103481300943
39.0,-24.59861828181713,-20.28879230733611
40.0,-24.768944310418718,-34.00585094837265
41.0,-24.999274514375543,-24.205340181733376
42.0,-24.74727465402377,-25.794294905502806
43.0,-25.032614669381566,-20.961525313765137
44.0,-25.380206999639345,-24.211070511152847
45.0,-25.352482920019835,-28.470182987585197
46.0,-25.60583678363785,-21.09328381344457
47.0,-26.128752982861965,-28.645415725767883
48.0,-25.699827642504776,-30.685924806460775
49.0,-25.52270666097548,-22.795526951895408
50.0,-26.30465198416307,-25.591214352461495
51.0,-26.083089103380125,-28.046215298480615
52.0,-26.558493412733633,-19.93310581486358
53.0,-26.604806656348785,-28.95382711867377
54.0,-26.5813185915254,-29.073871067605815
55.0,-26.814858652858334,-29.14915208492411
56.0,-25.92775813560846,-20.91974747147819
57.0,-26.61270218194864,-30.485874913324317
58.0,-26.63058333809603,-24.129104657775677
59.0,-26.389728912646387,-25.955476375036696
60.0,-26.024785787033593,-31.913848538921037
61.0,-27.258359423607132,-25.69651049232689
62.0,-26.746132708283795,-24.066531475984114
63.0,-27.834674216101583,-25.448680368783073
64.0,-28.945930862711574,-26.25644345152139
65.0,-29.500157464470025,-33.90597729613208
66.0,-29.58179325005771,-21.39535256271456
67.0,-30.138090413820013,-33.81767556843624
68.0,-30.171015591889525,-32.45605735217232
69.0,-29.794152198500047,-39.83342637327465
70.0,-29.75902471682874,-24.052771265537878
71.0,-30.09989025903423,-36.90641601561256
72.0,-29.042485370927224,-25.289039530693266
73.0,-29.14456485745528,-23.244362960556906
74.0,-28.382187554717035,-29.846146721830713
75.0,-28.467653900878513,-25.551252033423957
76.0,-27.774525649887504,-26.645380977826576
77.0,-27.15668585861079,-25.015196419689893
78.0,-26.909256272330584,-29.75171826756145
79.0,-27.655491339323326,-33.31770861888012
80.0,-27.261789009432015,-22.18319491823921
81.0,-27.92045795905604,-36.47512861218349
82.0,-27.94782390728275,-21.29292742403588
83.0,-27.314559532466554,-29.448964550934452
84.0,-27.18349089610426,-26.785689650042997
85.0,-26.75259894707413,-20.925927388222934
86.0,-26.28582222276022,-30.421965298187615
87.0,-25.31237284802257,-27.159478953232714
88.0,-24.932286328206402,-25.538195512337985
89.0,-25.467452017137035,-25.12537604476836
90.0,-25.16717433029237,-25.51113905785337
91.0,-26.18183749785657,-22.40924141606824
92.0,-25.55894513884381,-25.98432681593648
93.0,-26.232610111194248,-25.781263773026733
94.0,-26.857066855072812,-25.172021689254407
95.0,-26.527122048484994,-25.93041737194
96.0,-27.60764044176494,-31.234948659310202
97.0,-27.960339252137302,-31.174732292881657
98.0,-28.51745392461608,-26.936826777784848
99.0,-28.35585214834982,-26.83482683955428
100.0,-28.818831410772376,-25.979190789536084
101.0,-27.912762661719512,-34.30353131337902
102.0,-27.212527655760564,-27.74185034435915
103.0,-28.15657726898329,-26.41582988586718
104.0,-27.890017623984072,-31.949876038812125
105.0,-28.598955008396633,-23.21221720887287
106.0,-30.149319381505084,-29.412659573523197
107.0,-31.987370043010927,-24.788892712654548
108.0,-32.92958680141431,-33.257556601804566
109.0,-33.4516256533588,-25.779605405830154
110.0,-34.128980877836845,-40.54800075612067
111.0,-34.71645699090422,-47.29069849205949
112.0,-34.76652858727366,-29.34248416935376
113.0,-34.84553006767005,-45.22591796924756
114.0,-35.058995965958246,-36.28322866578521
115.0,-33.055106393735066,-30.812992890473883
116.0,-32.43198416573654,-25.351791281937004
117.0,-31.198782770261914,-29.041969541977476
118.0,-30.143361531186113,-31.311930617993802
119.0,-28.448515044766737,-23.91941201518962
120.0,-27.911065484742803,-30.58560424683494
121.0,-28.35165795755195,-30.152266029509942
122.0,-27.519533686284667,-24.133078682322477
123.0,-28.636894961343216,-23.048410281233373
124.0,-29.52108972830512,-40.58437762011077
125.0,-27.854974443225892,-28.542869930082176
126.0,-28.417892263937233,-27.19774696346509
127.0,-29.760443055143575,-30.64577470165606
128.0,-29.490572548959854,-29.110249916293213
129.0,-29.88764267654323,-28.94755199880992
130.0,-30.544958594576403,-29.190229148378563
131.0,-31.88422018386595,-31.12393730239946
132.0,-31.740548982537224,-25.634988988519545
133.0,-32.063143582979,-22.966094124290585
134.0,-33.909109171685074,-57.5859431376029
135.0,-34.7990108803588,-31.15781985537317
136.0,-34.46677186396229,-21.667316464227568
137.0,-35.072652927431925,-46.022990819413046
138.0,-34.752222433687244,-33.5893609966289
139.0,-34.38919505334195,-37.23599333011669
140.0,-32.78076200206358,-28.527915947714835
141.0,-31.486120177957126,-40.057103801667395
142.0,-30.666218226974806,-30.24030383287712
143.0,-29.722790434508358,-26.333015618607707
144.0,-30.764215160706687,-23.976048304295382
145.0,-31.41499631841192,-34.48877002369041
146.0,-30.539360127036723,-23.096196035447466
147.0,-31.479130886133706,-29.240704336947534
148.0,-32.11780974256737,-26.235161359396976
149.0,-32.813885705457466,-41.90118693501283
150.0,-32.51518033333288,-44.69589748444663
151.0,-33.54749578345755,-34.512237757591635
152.0,-34.043971558393025,-27.46417270748685
153.0,-34.11353614726172,-41.58202225827764
154.0,-32.195975250798796,-26.72219258242658
155.0,-31.5357236128119,-30.998947130547513
156.0,-30.82631387541849,-32.8784948504591
157.0,-31.108398495294036,-26.749702119283224
158.0,-31.13584507513292,-29.510345819183147
159.0,-32.341145224879014,-33.82235135788365
160.0,-33.88316259623551,-30.381404049310543
161.0,-34.674863092873544,-28.081546792129444
162.0,-34.705466633784766,-25.70312361824817
163.0,-36.05718793469919,-47.55209012566934
164.0,-35.81711708319097,-49.20407660492088
165.0,-35.58328093772479,-42.784692501578334
166.0,-35.928615610520396,-34.961851199893424
167.0,-35.15088537099667,-30.72129225997553
168.0,-34.0306435262659,-28.988290779859305
169.0,-33.45447852192485,-30.058978734118526
170.0,-31.66151728188344,-30.93380347757568
171.0,-30.352669454493235,-31.074371992110517
172.0,-29.110820853229512,-27.45850401264505
173.0,-29.74727038337471,-31.424759874155804
174.0,-29.874976113906733,-33.37261164352898
175.0,-31.33371869072267,-25.897210677511744
176.0,-32.44432668368496,-29.723538579083638
177.0,-33.04917700141358,-33.84513313350298
