freq,smoothed,sv
1.0,-19.733711090207606,-33.80245394276956
2.0,-18.075577058616094,-1.9513682596513955
3.0,-16.893421151194197,-9.25260584195712
4.0,-16.129809178428996,-20.73733694862168
5.0,-15.727306950807579,-14.466218955545108
6.0,-15.628480278817037,-18.146276668086916
7.0,-15.775894972944453,-16.656264242016498
8.0,-16.112116843676915,-21.95131875880128
9.0,-16.57971170150151,-23.224947132831204
10.0,-17.12124535690544,-15.507127980466127
11.0,-18.69678505838637,-12.932550744236034
12.0,-17.97506027729542,-15.172553714375494
13.0,-17.753180862779967,-15.155528771910829
14.0,-18.12423988418866,-23.493510944467694
15.0,-17.921157493997896,-15.397560865686641
16.0,-17.146500431327738,-14.270661448090857
17.0,-17.136323088326193,-26.461976296951125
18.0,-17.488905949800042,-17.082842178502375
19.0,-18.50135890786178,-14.344371385130996
20.0,-18.891385246239057,-20.94790619966112
21.0,-19.353434115532558,-19.964591070659054
22.0,-18.89421700505316,-14.720400942607109
23.0,-18.672893849613256,-16.06918972247581
24.0,-19.470899891966546,-15.969686257438468
25.0,-19.603537982239455,-28.169259846133592
26.0,-19.361726591417877,-19.730818428733173
27.0,-20.13228927121378,-22.334212530851133
28.0,-20.209324016892516,-18.656788809679128
29.0,-18.887187573455385,-19.682082163121247
30.0,-19.636047653382015,-12.916198019466528
31.0,-19.22477453200685,-24.318056864768298
32.0,-18.983196763281228,-21.472031743457087
33.0,-18.441446298292746,-17.361497606923116
34.0,-18.239540090033643,-16.74941643070301
35.0,-18.973328029501488,-16.955736099772757
36.0,-18.994965585327034,-15.88700887548833
37.0,-19.417432247909804,-15.087886208600507
38.0,-19.335065577723668,-30.336320841249318
39.0,-18.970998017974566,-11.323587589185063
40.0,-18.087830903857366,-25.181378638972785
41.0,-17.85739605324852,-18.303161244106306
42.0,-17.210180584471377,-21.703572295036423
43.0,-16.78597381747914,-14.90689745561034
44.0,-16.439054322510103,-14.355525152661867
45.0,-14.798187789646162,-15.297619673966638
46.0,-14.818575253452668,-11.580864266109652
47.0,-13.9889610672923,-12.265564867008456
48.0,-15.89903075340205,-15.607829682230854
49.0,-15.727475237059311,-13.013748395446248
50.0,-16.845067958709063,-15.251024980564472
51.0,-17.43196687559959,-21.262534020941647
52.0,-18.67938646214443,-16.71632772753789
53.0,-19.06279460216056,-14.535416614086252
54.0,-19.494850607984752,-34.75316065235598
55.0,-19.638402366996907,-16.63315789029046
56.0,-19.718175203461975,-27.261955355829954
