freq,smoothed,sv
1.0,-15.385292375442326,-26.725063619549427
2.0,-18.153950251364506,1.2865187021168503
3.0,-20.123015740725844,-24.456184554116824
4.0,-21.389013051058136,-16.353805846019316
5.0,-22.048466389893168,-29.709381253138893
6.0,-22.197899964762737,-30.10090496998766
7.0,-21.933837983198632,-15.082667538016118
8.0,-21.352804652732647,-25.950232985744247
9.0,-20.551324180896575,-21.06104328360381
10.0,-19.625920775222315,-14.360139603985672
11.0,-19.819920228923433,-15.71223650584795
12.0,-18.24952512982145,-17.8943445477768
13.0,-18.118368550556706,-21.467809153003337
14.0,-17.145719085969976,-14.707670820962228
15.0,-17.415470125866708,-18.293762784022988
16.0,-18.477585735539023,-14.782893780630904
17.0,-17.827368899194646,-17.25672792880499
18.0,-18.838570998442087,-22.211439102306237
19.0,-19.573135398403497,-20.244068156467435
20.0,-19.807491218068634,-24.986809633202874
21.0,-19.13525987960252,-16.147048523931694
22.0,-19.759531810514996,-18.326495451834024
23.0,-20.46402499317089,-20.891390407826172
24.0,-20.44685186647899,-21.056782747619664
25.0,-21.3052602461002,-16.76521353545634
26.0,-21.607835851794118,-26.19656873225823
27.0,-21.25458480807776,-18.78730456957664
28.0,-21.881775165384408,-19.77733098101477
29.0,-22.121247528784963,-18.777684183452696
30.0,-22.21990718784607,-32.508459133538096
31.0,-22.762672869260715,-20.323467292548333
32.0,-22.44566387579072,-23.556503537120264
33.0,-22.81697827844704,-27.169952531751548
34.0,-23.001348861238448,-18.688133752834442
35.0,-22.43904456900634,-18.500373409053058
36.0,-24.212639175193,-27.283260096250423
37.0,-25.285572884191808,-20.202938610703498
38.0,-25.878540352107294,-22.773789534265486
39.0,-26.637437244448577,-32.87270291378475
40.0,-27.327161605912785,-19.96454967652471
41.0,-27.839689720521662,-31.977605546589576
42.0,-27.478610231736376,-27.81834833424522
43.0,-28.825377936418676,-32.511738749816914
44.0,-28.996326760224992,-41.49210415766301
45.0,-28.17050282093437,-23.990579632316233
46.0,-28.46867469702681,-22.892528861480663
47.0,-28.116087836437202,-26.147407087455026
48.0,-27.322699405451093,-17.78155419941911
49.0,-27.233493872615078,-31.875493769875014
50.0,-25.910856262916848,-23.229558532805473
51.0,-25.609807132944436,-37.584737855153875
52.0,-24.949218901319814,-20.923771480711203
53.0,-24.94511121740566,-23.004788913837743
54.0,-26.394872705282438,-31.40831772018355
55.0,-26.646576337290433,-24.580819093037633
56.0,-26.71832972435868,-21.8790942162762
57.0,-26.915767912958835,-25.123337817878735
58.0,-25.91212441129553,-26.00810377975199
59.0,-26.502030088235106,-28.204712379856034
60.0,-26.057422191269833,-27.152787581308747
61.0,-27.328428763831816,-29.60439786295359
62.0,-26.619345696865174,-28.87699506471682
63.0,-26.13513597231578,-25.212179065504053
64.0,-26.29340230999842,-25.56550188770874
65.0,-25.731299870402644,-24.760241949833663
66.0,-25.79670679233287,-24.800526938279496
67.0,-25.99939690835999,-29.560954996391423
68.0,-25.998410643772473,-22.624635235329514
69.0,-26.186739631116197,-26.435530695734233
70.0,-26.564138454178767,-19.98046627829431
71.0,-27.38877832846431,-29.09754131932111
72.0,-27.802032865779346,-27.52027505379115
73.0,-27.055066927927598,-29.759199062044836
74.0,-27.854946463538013,-36.3403954891577
75.0,-27.072506456208178,-26.484141854047877
76.0,-27.730361398590063,-25.766576807568807
77.0,-28.978487603383037,-28.427484823480537
78.0,-29.415675546412196,-29.08197214599067
79.0,-29.99652451892045,-26.149879953462065
80.0,-29.840690979240303,-22.167338844726515
81.0,-30.32558512470256,-26.53725658791315
82.0,-30.338354857261933,-41.083719202971814
83.0,-29.513870670513857,-23.884262590295982
84.0,-29.613316746710687,-45.09538809075807
85.0,-29.149645134594017,-30.250596511297978
86.0,-29.0941770082196,-26.812626874507338
87.0,-29.214455138915273,-27.92835443753022
88.0,-28.90282963125528,-26.972495734545035
89.0,-28.120766003954817,-25.170158042550867
90.0,-26.81989921000638,-20.768479473366423
91.0,-25.70519193438839,-20.609587927346137
92.0,-25.770973571334434,-32.29826731067797
93.0,-25.90837122768793,-31.624881491055827
94.0,-27.381724028893583,-32.227683914922
95.0,-28.19229375070543,-25.318476072293834
96.0,-29.157201561390668,-22.717728923250867
97.0,-29.566640638077462,-27.27305585315415
98.0,-30.308756492677087,-30.149324776577018
99.0,-30.88119482816478,-31.712373206205125
100.0,-30.974606843227527,-33.350386458832304
101.0,-30.508411773705927,-39.438585380087616
102.0,-30.71786161042415,-24.57530234545314
103.0,-30.851760779647933,-31.486306380365644
104.0,-29.990788433889946,-31.029100139708618
105.0,-30.017562366119538,-25.615938591031956
106.0,-28.96190974227828,-33.64312042386601
107.0,-28.366546430885506,-29.352620660110595
108.0,-28.787478199927875,-28.136246745736614
109.0,-28.854779057466914,-25.320986121810808
110.0,-28.560049691107103,-25.67589182351282
111.0,-29.26861545944383,-25.382580166795957
112.0,-28.642476797571767,-25.049069508593888
113.0,-28.45700142633462,-41.94707998896511
114.0,-28.855446254891095,-26.297370349470675
115.0,-29.053221052660724,-34.88978640446769
116.0,-29.470379331225406,-33.279706170992945
117.0,-29.499025895737013,-21.18977661448532
118.0,-29.483824571769873,-23.86710040492002
119.0,-29.19858688424531,-30.350275727397857
120.0,-29.291773137794657,-27.58717366471586
121.0,-29.406054145209605,-31.300711331140974
122.0,-28.41761626701389,-34.20008720639675
123.0,-28.94785617322419,-28.855991301809137
124.0,-28.457173923700772,-24.245279366123242
125.0,-29.3784114113499,-28.578809656003223
126.0,-30.121623717200997,-31.103349843500098
127.0,-29.520573285051636,-31.757042310446366
128.0,-29.13898823203556,-32.796077564846165
129.0,-29.160893246947598,-26.648696259784415
130.0,-28.607390625896713,-21.223152129732732
131.0,-28.91342225114964,-30.72378189777188
132.0,-28.63935083010026,-31.89818154555729
133.0,-28.69291132384631,-33.37316989610655
134.0,-28.258887719470522,-25.156386170555606
135.0,-29.047302282559492,-27.021278127298423
136.0,-29.381198577393572,-31.112709165662498
137.0,-30.055184983550802,-27.972960539092007
138.0,-30.618144300830092,-27.6132333960674
139.0,-30.91882543368662,-32.30126825956526
140.0,-30.240285504040234,-25.13215497414912
141.0,-30.898444354562493,-38.55388304599819
142.0,-30.806975206325255,-33.96337720897323
143.0,-31.511243824080687,-36.85635723589992
144.0,-31.21992757565353,-24.385104186242298
145.0,-31.821648483376755,-31.344550989749067
146.0,-32.59127951136077,-28.52305208009188
147.0,-32.322622915320025,-32.57940952192327
148.0,-32.16619122695319,-30.519189672301913
149.0,-32.041586762551304,-35.586360932580874
150.0,-31.565270135349316,-26.197457895225664
151.0,-31.263201965976997,-37.76225315800512
152.0,-31.027795804518114,-32.61342192529184
153.0,-31.88405762754725,-38.27314604310571
154.0,-31.42628490549464,-26.90790272455539
155.0,-31.105662454884197,-24.751800072597906
156.0,-30.26924573886734,-32.18596127997095
157.0,-28.802899393652616,-27.904793930696403
