freq,smoothed,sv
1.0,-20.03095104734477,-29.311053253151993
2.0,-21.845619799763266,-14.108172617011366
3.0,-23.31130995411941,-16.746048219722496
4.0,-24.455706308727628,-13.445678856404149
5.0,-25.306493661902365,-43.55524282984314
6.0,-25.891356811958055,-27.38382535780358
7.0,-26.23798055720913,-23.70595558163682
8.0,-26.374049695970037,-21.82234774185968
9.0,-26.327249026555208,-27.287786579610366
10.0,-26.125263347279216,-30.265900252630964
11.0,-26.724556470938925,-33.559195247558726
12.0,-25.98715166998359,-18.87601912628277
13.0,-25.058331843731292,-24.85693277634013
14.0,-23.453371050948917,-18.840864943135628
15.0,-22.98924181320429,-23.149194302239916
16.0,-22.839094570441826,-23.611346636084043
17.0,-22.511579101515192,-23.387578740809225
18.0,-22.054853980514036,-26.215610176370447
19.0,-21.51728799454284,-19.91369006895044
20.0,-21.763325253957074,-21.982462066293373
21.0,-23.081620376931244,-20.92477099826074
22.0,-23.105837678481304,-19.270092872195804
23.0,-22.6051738110478,-16.088900626512796
24.0,-21.880984463101086,-34.72637866737296
25.0,-22.153316109762915,-23.201046225610177
26.0,-22.71055583977253,-22.02563229317939
27.0,-22.76451684848802,-19.83058050675681
28.0,-23.21984442116881,-26.611359328626595
29.0,-23.107852645675635,-23.400040382903935
30.0,-22.351477899487797,-16.267125050847188
31.0,-22.53426833576623,-16.530363585303018
32.0,-22.064938530828385,-29.203996168816246
33.0,-21.777516872565705,-29.20147672291403
34.0,-22.73810756532844,-21.486006996571653
35.0,-22.65923657030748,-16.81056254739492
36.0,-22.437504149498785,-21.630617232770767
37.0,-21.050915182737107,-19.9343448269083
38.0,-21.6976219728461,-20.087409202179543
39.0,-21.78511790230399,-31.43159299534141
40.0,-21.712722156880798,-19.81345435033313
41.0,-21.124676510846992,-24.86371038386274
42.0,-21.56883862291823,-15.416030972084712
43.0,-21.459953403310628,-16.531859790020217
44.0,-21.73469901003075,-19.58062184781309
45.0,-21.187701843785884,-19.64811949813288
46.0,-21.289938155313543,-34.37530614530141
47.0,-20.492552039451493,-18.86352271318093
48.0,-20.069314810087015,-23.951120208145092
49.0,-21.14613898645271,-17.009204612347066
50.0,-20.96396640533741,-18.658106353149392
51.0,-22.356596016959493,-16.832528369299283
52.0,-23.007240919746778,-28.318351151401444
53.0,-23.21666711108305,-19.21758748217735
54.0,-23.85410139901686,-23.739894177594465
55.0,-24.32916018445794,-19.319124360180542
56.0,-25.609007215083487,-30.02878568010502
57.0,-25.556601238927406,-28.257030779784632
58.0,-25.702758342440458,-25.044015319847457
59.0,-25.3951190383698,-34.84769686148658
60.0,-24.55414841120132,-23.478318802882715
61.0,-23.0611657849069,-21.688127656163676
62.0,-22.534678825249507,-24.528964532099728
63.0,-21.927071149409322,-18.37787463528803
64.0,-20.340998717804943,-14.899516847558958
65.0,-19.53000003753845,-18.208550517372554
66.0,-19.289198794166182,-19.47167733992249
67.0,-18.434709994196318,-20.275818122140016
68.0,-16.89663064713242,-15.878748859540641
69.0,-18.637201124590604,-19.558210808061798
70.0,-19.242234974894586,-22.965067595123273
71.0,-20.164433656173163,-22.727687901977262
72.0,-21.799075191365596,-13.208454512097905
73.0,-22.475056366196306,-29.181983892892397
74.0,-22.078878883550964,-14.729647766814807
75.0,-23.01632433658289,-16.536904589150588
76.0,-23.569126782592537,-26.561682424962186
77.0,-24.091287197614754,-41.190211250927206
78.0,-24.4826287081543,-18.842588147494823
79.0,-24.73348368351723,-26.33228444372044
80.0,-24.992499642979215,-23.021427475106854
81.0,-25.021944033179935,-17.34374178753474
82.0,-24.17027102830869,-22.721797815496167
83.0,-24.382611242252345,-33.667084120153866
84.0,-23.686418260330477,-19.980736461245705
85.0,-22.365335280935263,-24.006360319418466
86.0,-21.777725820757404,-24.728031991871696
87.0,-22.07619606059398,-19.019192157828083
88.0,-21.58915814745488,-19.89911280616597
89.0,-21.632678267594844,-21.004537082011932
90.0,-21.89545181130972,-23.16853990438048
91.0,-21.80576258590447,-21.71237791398938
92.0,-21.915300870882636,-22.926701856560566
93.0,-22.879874178025446,-17.721550781396694
94.0,-22.643851771169214,-21.466902538990254
95.0,-22.209722700300013,-20.103322520629085
96.0,-21.94007547233003,-30.547252029064637
97.0,-22.39407311523636,-24.272668110342117
98.0,-22.465931282459273,-26.405324393574475
99.0,-22.16346085700938,-22.08448813205092
100.0,-22.136252723749116,-17.986235798259553
101.0,-21.56385424877312,-16.61861259824737
102.0,-21.164597961315202,-17.054462785052557
103.0,-20.098276020091213,-18.999194066875006
104.0,-19.823412978586028,-26.23215730860732
105.0,-19.705948185980066,-29.5260193412914
106.0,-19.755185781201853,-15.053558316893707
107.0,-20.043513590027498,-16.35032402675382
108.0,-20.858684955067304,-19.68167814316046
109.0,-21.34798047027073,-17.208099834752858
110.0,-22.133299294304784,-22.447610225132742
111.0,-22.17534800252601,-22.86946015083723
112.0,-22.488218739580475,-27.503222830880667
113.0,-22.230514529076128,-21.97333492935335
114.0,-21.286643138749987,-17.023245804886283
