freq,smoothed,sv
1.0,-19.524421654879383,-35.335780528087014
2.0,-17.30013316240216,0.5310689835100506
3.0,-15.828069413731278,-12.530279063699068
4.0,-15.013267333944388,-10.495206289399697
5.0,-14.760763848119147,-13.917642462839112
6.0,-14.975595881333211,-22.33139284805563
7.0,-15.562800358664235,-20.34766508961184
8.0,-16.427414205189873,-14.78255456907787
9.0,-17.474474345987787,-23.84699156410223
10.0,-18.60901770613573,-15.950950799173418
11.0,-21.298590519195887,-18.63460097690042
12.0,-20.58765993301805,-25.675056137315003
13.0,-20.800227089165627,-20.882777059262768
14.0,-20.436908339893762,-16.66647207952182
15.0,-20.06717980418973,-13.716834525993837
16.0,-19.463623027691554,-20.569825023742627
17.0,-19.78807455177452,-31.82315406926398
18.0,-19.12668181145212,-18.186588907636935
19.0,-19.10375292677974,-16.27687456826473
20.0,-18.676917432740066,-14.753492721495958
21.0,-18.17886122875603,-21.027051614805075
22.0,-17.884081484478788,-16.263134333768015
23.0,-17.532593192398274,-16.306280198821465
24.0,-16.93998650409193,-14.332920669939906
25.0,-16.999231016252093,-25.599974430727087
26.0,-17.18034105524047,-13.398356918047948
27.0,-18.103222291213594,-17.533551996182034
28.0,-18.526374234022576,-18.3122240989466
29.0,-19.17976089324939,-14.89510427374392
30.0,-19.40013564804481,-16.092057965821034
31.0,-19.663161273870244,-23.02332524732276
32.0,-19.842572322073362,-24.13323542423923
33.0,-19.36435652603356,-26.476021003623625
34.0,-18.719115470936025,-14.094660149617876
35.0,-19.722185992341934,-16.437428582297265
36.0,-19.22862530578603,-22.675730449657905
37.0,-18.318978578160063,-20.168783929483347
38.0,-18.211718158178215,-14.022119426120696
39.0,-16.97251953446235,-14.096300341089696
40.0,-16.609818735681653,-18.541934277550183
41.0,-16.341135943237497,-14.009654062022598
42.0,-16.838687613342678,-20.85729562678823
43.0,-18.004793550116027,-20.60237631986619
44.0,-17.81260456611768,-10.639205827716678
45.0,-17.80296751286436,-15.109338041860363
46.0,-18.40905033575731,-23.837486223185095
47.0,-18.83130319525498,-15.129277637049881
48.0,-18.071397541767094,-26.147563783004962
49.0,-18.59216021884543,-16.09499203961797
50.0,-18.860508579280214,-22.604922159438154
51.0,-18.36840025122219,-17.471344083288557
52.0,-19.004406441711456,-13.734968976548977
53.0,-19.03638104147852,-18.64894461878282
54.0,-18.319763059030542,-17.404645953185906
55.0,-18.115136158665226,-16.271802824523448
56.0,-17.76802282373102,-17.61460429961469
57.0,-17.062735528194178,-28.74706763884486
58.0,-17.4311198938829,-11.90133396075347
