freq,smoothed,sv
1.0,-9.45197949595175,-25.337231030909415
2.0,-10.482636591807875,4.0122286820811714
3.0,-11.608305439489422,-4.236197846799744
4.0,-12.789778383311114,-13.803887138940887
5.0,-13.987847767587674,-11.59085724584993
6.0,-15.163305936633822,-19.51517520593787
7.0,-16.27694523476428,-9.163006963947321
8.0,-17.28955800629377,-15.364914498554205
9.0,-18.16193659553701,-25.099519781000087
10.0,-18.854873346808844,-28.53807414711649
11.0,-20.780825628093936,-29.936471186324876
12.0,-19.695942346806415,-22.523211227743182
13.0,-19.010234338094776,-10.867788926933613
14.0,-18.174941940546834,-13.077769799650397
15.0,-16.057602795901815,-7.046135600727981
16.0,-15.2814264583204,-21.014301810194816
17.0,-13.808145414441707,-12.172061264909678
18.0,-12.923850894437273,-18.55571755278433
19.0,-11.894021073967547,-12.097395350933226
20.0,-12.878505712529169,-10.136891447220286
21.0,-14.31202253361181,-14.479127958714852
22.0,-15.653635564203677,-7.163110448529423
23.0,-14.865803950799712,-11.647129876026643
24.0,-14.948376456136025,-24.92255490083099
25.0,-14.445964586123171,-18.552841051297154
26.0,-15.22387915000042,-16.1828718126299
27.0,-13.99615894516854,-11.146266719748425
28.0,-14.908704364647072,-25.445670702855793
29.0,-15.450808117773175,-9.906554855926572
30.0,-15.959899975132215,-9.842356192150035
31.0,-16.07516589899206,-6.213844764387606
32.0,-16.09623228442134,-22.74022856935411
33.0,-15.881228366404368,-15.474458161151475
34.0,-16.06150084414248,-14.69805109192947
35.0,-16.742389927144522,-11.562843134929876
36.0,-16.654899698375182,-32.574693556357765
37.0,-16.361443802516735,-17.52322041279941
38.0,-16.721184385752764,-16.42097170432845
39.0,-16.541838973964204,-11.749438551459491
40.0,-15.991874244971754,-19.030586161881722
41.0,-14.07397096304731,-9.313167237687626
42.0,-14.084788775126176,-9.940610836637081
43.0,-13.653369861644366,-18.700363141395773
44.0,-12.779165593094017,-8.190721844913506
45.0,-11.235287052562569,-14.543016039014391
46.0,-11.387044119856,-9.918172700411281
47.0,-11.500731361548516,-17.194033944416084
48.0,-11.767588280384572,-9.287683110515045
49.0,-11.806032512737385,-8.533332964341088
50.0,-12.441808480032428,-17.829796339000335
51.0,-12.373654492289777,-9.658092480194595
52.0,-11.896336275911704,-7.289800110866288
53.0,-12.43538490095457,-9.82514008903227
54.0,-11.719057999189438,-13.712984276325644
55.0,-11.980455895288395,-19.65968050508526
