freq,smoothed,sv
1.0,-26.65518030128681,-38.43324362439651
2.0,-23.743654427240553,-15.524708036351951
3.0,-21.781115722368174,-12.27700970481771
4.0,-20.655651243186345,-14.365412656607102
5.0,-20.255348046211736,-21.724420663731394
6.0,-20.468293187961017,-26.36624865272065
7.0,-21.182573724950863,-33.82390584394897
8.0,-22.28627671369794,-21.740346928289014
9.0,-23.667489210718927,-17.378353792908964
10.0,-25.21429827253067,-22.249112205034237
11.0,-28.06276670596585,-34.80579467741031
12.0,-28.546191221533373,-21.285746657092787
13.0,-28.893459729465576,-32.769386939295615
14.0,-28.817148339144886,-31.910275853032925
15.0,-29.15399972418148,-25.56660581653686
16.0,-29.36869979802098,-37.32680548410291
17.0,-30.06265730706232,-26.7731368412462
18.0,-30.835044106806983,-28.719299268326335
19.0,-29.531014735236127,-31.331685604794885
20.0,-29.323312782975048,-24.427142506715263
21.0,-29.690053593780412,-33.42401955514464
22.0,-28.649453199735614,-27.72631693274528
23.0,-28.075656991743635,-28.485957326750892
24.0,-27.60620310365535,-25.238195175895036
25.0,-26.988306296978983,-28.888279912790434
26.0,-27.541507270362096,-32.92941440312361
27.0,-26.803970087446807,-18.541002115343353
28.0,-25.770008003164445,-34.83599768544409
29.0,-26.482275262503364,-21.11813400145047
30.0,-25.97019446912194,-23.034567721077337
31.0,-26.353289770835318,-24.58149493666639
32.0,-25.860326850081357,-28.83434354788491
33.0,-26.22721822333545,-29.430336218197446
34.0,-26.169751688883185,-24.91175134115025
35.0,-26.66919526770665,-21.66630403736392
36.0,-27.578104905209035,-28.54742997934204
37.0,-27.072801648714368,-37.43358694919691
38.0,-28.66268315576395,-20.41815525030342
39.0,-29.108496939768244,-27.365302873926748
40.0,-28.73838033007755,-25.898110658492
41.0,-28.62432068408098,-34.73159517943616
42.0,-28.69309644227018,-27.34886304548029
43.0,-28.107545566852593,-29.96665317424993
44.0,-27.45278814540489,-27.199323549698292
45.0,-26.08099795767824,-28.288279217728522
46.0,-26.102523296195177,-32.31754902660129
47.0,-26.531065936764058,-21.870606385921775
48.0,-25.554498135852548,-19.33688672886971
49.0,-24.854466619188802,-26.681963056389737
50.0,-24.940556897953122,-21.778878234176645
51.0,-25.774524348095266,-20.550888873981535
52.0,-25.84852667977568,-29.751471724712193
53.0,-25.912777497236736,-27.35675595767088
54.0,-25.63695675618076,-32.88568913219035
55.0,-25.435215744197986,-21.300491697515163
56.0,-26.732868180429392,-26.76503722864056
57.0,-27.15469665964001,-29.170436292445494
58.0,-27.381445492876797,-33.47051672297974
59.0,-27.647267298928742,-22.41434114655357
60.0,-27.490183546681227,-20.998203628757746
61.0,-26.877887674877478,-23.297266484867578
62.0,-26.657359531547115,-26.857028368244833
63.0,-27.12157676329571,-31.30542735716473
64.0,-27.969142769764414,-36.29093217612316
65.0,-27.472920951848188,-26.229565408587973
66.0,-27.35722319227641,-27.301964100588556
67.0,-28.187837133525235,-23.550071393100875
68.0,-29.598611439467852,-27.984338833265166
69.0,-29.791838588925277,-27.427592548598888
70.0,-28.994293410368122,-29.421001325917764
71.0,-28.41753303083921,-34.929060577032644
72.0,-29.118975206959895,-25.765124765439005
73.0,-29.379014708886515,-27.113431827844444
74.0,-29.654000837179233,-33.334915915277996
75.0,-29.58555656134882,-35.21760917979432
76.0,-30.36172874816853,-27.008782389051863
77.0,-30.34019340447518,-24.210473772368744
78.0,-30.24136302769399,-26.945917505684058
79.0,-30.004892146219227,-36.139637824916235
80.0,-29.706792437706945,-35.82112760226077
81.0,-29.85125205407656,-20.526983678003354
82.0,-29.762435686353587,-27.599286438125816
83.0,-29.261116603657243,-36.3171315035554
84.0,-29.216602705192678,-35.005707268975314
85.0,-29.470936314679683,-24.264498413612774
86.0,-29.495339771124716,-26.102119900974955
87.0,-28.907595660382327,-28.342492023914374
88.0,-27.62633544311792,-27.74482126047923
89.0,-27.090148961013742,-29.38524983123383
90.0,-28.06105812005429,-31.15425862971554
91.0,-27.977929067820448,-24.599019327392174
92.0,-27.122225292058108,-27.98421503222732
93.0,-28.085270726724573,-28.436864145317642
94.0,-29.081903098583766,-29.168225006386194
95.0,-29.78551822676517,-23.82057220867727
96.0,-29.676788234270244,-24.782035679287617
97.0,-30.447673926370456,-35.170375270038086
98.0,-30.920296755690327,-41.17434057730297
99.0,-31.51441222577362,-28.598720019761895
100.0,-32.41820893439971,-24.68952524866075
101.0,-32.36708490035136,-40.370901407946924
102.0,-32.05325297941999,-30.721543784101648
103.0,-32.49855112214579,-33.47625142223827
104.0,-32.814343383030135,-26.7646229379686
105.0,-32.30758399410428,-37.67718082542324
106.0,-31.426726788035175,-29.20024200304448
107.0,-30.877104706261026,-31.065539597028966
