freq,smoothed,sv
1.0,-35.76418638312829,-41.40782410785243
2.0,-32.700634543475566,-31.30982633722484
3.0,-30.168176723915007,-17.637575807836654
4.0,-28.125300296130607,-34.979195445578625
5.0,-26.53049263180636,-26.98504961470529
6.0,-25.342241102626268,-25.448317380208362
7.0,-24.519033080274326,-22.16514024763171
8.0,-24.019355936434525,-22.369744078353435
9.0,-23.801697042790863,-28.79178708201165
10.0,-23.82454377102748,-26.21368282341789
11.0,-24.92643811580566,-23.40013621092913
12.0,-25.478149366591094,-29.48189730783949
13.0,-23.90902516899878,-22.11983300584063
14.0,-25.101346605845137,-20.2414546012877
15.0,-25.3889519987441,-25.781580169292386
16.0,-25.61225999123776,-29.57668032848619
17.0,-26.398909809306026,-22.430547775580237
18.0,-26.95697859997916,-29.681888716439147
19.0,-27.829968074323183,-29.357173774781007
20.0,-27.64703571608648,-23.103018585065325
21.0,-28.719240723014817,-24.05236603657057
22.0,-29.80785334332503,-39.185870904845565
23.0,-29.65939837115551,-25.265719093586515
24.0,-29.598378081946947,-32.36618447803692
25.0,-29.50499322046106,-35.44286307330228
26.0,-29.617270281309118,-25.459456271104802
27.0,-28.463540941612074,-25.056537256026616
28.0,-27.939955548025964,-25.842318284606293
29.0,-27.561162339792446,-39.38309109775454
30.0,-26.935258171353023,-20.79200655859722
31.0,-26.623504479447565,-23.143755745688622
32.0,-27.040443248873128,-29.856892182094164
33.0,-25.807094412414266,-22.84218346074058
34.0,-25.941831924094238,-24.016371564378844
35.0,-26.351833651221316,-23.08933254378056
36.0,-26.097330012038366,-30.525209755153515
37.0,-26.28549213373924,-30.49931906968128
38.0,-26.597228384853985,-30.66133200878607
39.0,-27.261236693817196,-27.05785996424261
40.0,-28.057060412759164,-19.182137924160955
41.0,-28.26829968390191,-24.026692581557416
42.0,-28.8511665101541,-34.1432081005229
43.0,-28.830207774331903,-26.473684827761048
44.0,-28.28851481614284,-30.173577664024343
45.0,-27.68804846616579,-32.43528254166219
46.0,-27.180747262357556,-26.65624340974512
47.0,-26.67364480248093,-23.765239596481095
48.0,-26.627654454533786,-37.41902775660625
49.0,-25.97843991983014,-19.30162002204977
50.0,-24.417361688391924,-23.1340047033914
51.0,-22.7932287070961,-22.797825737226685
52.0,-22.182374174491425,-20.3349474374729
53.0,-22.38440890379909,-23.96374002537977
54.0,-22.658475896805466,-19.702330976884525
55.0,-23.810900167850388,-23.74436357816944
56.0,-25.10133253834619,-25.17417960047952
57.0,-25.02789934900702,-20.632708225184587
58.0,-27.228212208370188,-25.06825910359694
59.0,-28.36086194616486,-28.105925282855743
60.0,-29.523032030945803,-34.60222166699308
61.0,-30.283392076767985,-39.303364780506286
62.0,-30.459489694540522,-27.097015200662796
63.0,-30.603336320142255,-32.58898598419647
64.0,-29.77691550626362,-28.47618239136358
65.0,-29.300724171567843,-22.012307108376213
66.0,-27.896654291033567,-37.211924441946856
67.0,-26.522419589481995,-27.647266297021762
68.0,-25.883814382521265,-23.244114389969404
69.0,-24.746913614317027,-21.86149274790325
70.0,-23.59113810852199,-22.37410940240915
71.0,-23.960211766237425,-22.462138184973806
72.0,-23.619516194059038,-21.904545694888327
73.0,-24.76687773823482,-25.836472042714618
74.0,-25.19877078780629,-21.237583837451016
75.0,-25.08845278153134,-33.245656881152975
76.0,-26.493155543241,-27.982601746891305
77.0,-27.037038884602822,-18.84426896109609
78.0,-27.451548435569322,-25.018206807364084
79.0,-27.458011643035054,-35.757973052368484
80.0,-26.687141448573332,-29.739123782744773
81.0,-26.912234909564567,-31.93572819303867
82.0,-26.810806221333614,-20.306698147762535
83.0,-26.20904163547097,-25.61348261671624
84.0,-25.573529229853897,-25.091021140968763
85.0,-26.369141109726673,-22.056622226524553
86.0,-26.062351418136508,-26.06983950515645
87.0,-23.558173578066818,-22.927885881191116
88.0,-24.094083011484372,-24.302096914757524
89.0,-24.8373907380546,-34.849492037550874
90.0,-24.760045845797734,-22.00308456723025
91.0,-25.733794593402823,-21.168048061828234
92.0,-26.323812341484672,-29.929606839299467
93.0,-26.966153038571967,-25.01010630127954
94.0,-28.008673593626106,-17.01825328755016
95.0,-28.048976977402837,-25.80938771679168
96.0,-28.58012926624331,-48.846663222903324
97.0,-28.123892777777865,-18.32201374924859
98.0,-27.429240728811223,-26.128691265475954
99.0,-28.611827253163696,-36.22498571768184
100.0,-28.909624748724127,-31.529002097542094
101.0,-28.807095664220146,-25.487747789408605
102.0,-28.932837702012094,-28.238902784020237
103.0,-28.5913483374065,-20.741453094646616
104.0,-27.058862426144948,-27.00993174761851
105.0,-25.057638337709033,-22.321656150167346
106.0,-25.54464599344373,-29.859867424774027
107.0,-24.11732849543249,-35.17844821459753
108.0,-22.8367268735278,-24.780582226975053
109.0,-22.890966835263473,-21.411174881344913
110.0,-23.70393589102883,-19.10554537149832
111.0,-23.91056576795792,-20.607385426075933
112.0,-24.456984750135184,-18.289016727935397
113.0,-23.964278528627403,-18.223095732571274
114.0,-24.064554910998787,-28.93884363878291
115.0,-24.298828703413324,-28.088480215907783
116.0,-25.39925791198753,-26.47866792421372
117.0,-26.58400462088522,-32.664314137729534
118.0,-28.275711593157354,-32.279841329776026
119.0,-29.076658691754655,-23.422196495211764
120.0,-29.404566201210653,-26.10231040218978
121.0,-30.681677335567976,-25.594163532562206
122.0,-30.71300343415602,-32.36418383121005
123.0,-30.113850739931323,-34.019502620259324
124.0,-30.03498534027575,-29.714676848139945
125.0,-29.450322968607896,-27.17922150636634
126.0,-29.49457336211774,-37.5633923302096
127.0,-28.53289722572093,-25.019750428273433
128.0,-29.725806428696934,-31.608345619334095
129.0,-29.506633029491322,-34.55810444768663
130.0,-29.401005874914755,-19.64389457697893
131.0,-28.254634552351405,-25.43454438168993
132.0,-28.153525058936577,-26.721660602601297
133.0,-28.409429704657114,-27.418418664838576
134.0,-28.214879604866614,-33.61221442166101
135.0,-27.89164045088112,-22.977902275423006
136.0,-28.584270350690115,-44.468137156931476
137.0,-27.829715130017515,-20.71981059310952
138.0,-27.718180510522906,-25.867938770136046
139.0,-28.070844434123924,-22.47866945776614
140.0,-26.704588202921737,-32.63520183260559
141.0,-25.811790128937105,-26.696023151146633
142.0,-24.996853055770956,-24.508635196423437
143.0,-24.477918908057575,-25.94959913916258
144.0,-25.06950565790893,-23.32288841015863
145.0,-24.22018492067855,-20.289893242415857
146.0,-25.561755657783586,-25.666732093721713
147.0,-25.004862285267013,-23.736773337274762
148.0,-24.91582643698213,-22.432047357647974
149.0,-24.85228340837729,-29.119919157400798
150.0,-25.749337117571507,-28.08420903802064
151.0,-25.841024060346,-29.102554332638103
152.0,-26.210718985173855,-26.926916395072162
153.0,-25.45473128363064,-19.549896156369822
154.0,-25.096332712829057,-26.21481348349844
155.0,-24.678161039253162,-24.054813838194328
156.0,-25.232175893492144,-28.045041119965454
157.0,-25.247839006436514,-27.436416151224442
158.0,-24.78365642004735,-22.73673094657847
159.0,-24.771528180375775,-19.8295379248269
160.0,-25.354108203831434,-24.947919216713995
161.0,-24.76144715505834,-17.982908147669622
162.0,-25.81616691884035,-34.60372882267715
163.0,-25.37799307125924,-30.97144618773108
164.0,-26.17083560897973,-29.318239709254943
165.0,-26.12354735310209,-20.855756117388495
166.0,-26.23523675203473,-23.293495234902043
167.0,-27.423621901307172,-26.207841160478324
168.0,-27.93938996347359,-28.051746201878235
169.0,-27.996148277845954,-20.44353801638699
170.0,-27.91588310700719,-40.273393942122766
171.0,-27.109535588488168,-21.49378304218275
172.0,-27.02459825025331,-31.848171075201183
173.0,-26.501432600528844,-21.943693420865205
174.0,-26.472367165351912,-29.533781357719967
175.0,-25.3346495810671,-34.35024378578801
176.0,-25.203971589953138,-21.786471007355857
177.0,-25.371008784220166,-22.57036790854254
178.0,-24.327152490605354,-20.124582762788066
179.0,-23.731114285702127,-22.196542855694055
180.0,-24.483273045711805,-18.76258124149033
181.0,-23.886720350620955,-24.003968092740166
182.0,-24.649891957621307,-30.174642352776857
183.0,-24.593178522178576,-26.03860365331159
184.0,-25.081464533707706,-33.17975723095452
185.0,-25.680002082971555,-21.832720029830647
186.0,-26.292504110438525,-16.971734981523397
187.0,-25.3694516247087,-34.69253457389741
188.0,-25.18721750376352,-21.96079024273253
189.0,-24.811249382130526,-26.54498825904195
190.0,-24.833258908554843,-28.449350115383222
191.0,-25.397593980505924,-22.51162503517335
192.0,-25.887629401605846,-22.171305801509167
193.0,-26.109247550718642,-21.681787985723233
194.0,-27.824835727387963,-29.246179180797142
195.0,-27.951667566621428,-17.914191325487213
196.0,-26.73690162353841,-38.60720105959141
197.0,-27.486109562209823,-29.792873800186356
198.0,-27.30950890250855,-35.61257933195503
199.0,-26.79308176810175,-26.76919602127109
200.0,-26.594600447675326,-21.096555237640075
201.0,-26.262131573049754,-27.166267140884205
202.0,-25.90397571638012,-27.72840320129056
203.0,-25.10760557191886,-15.524767096648874
204.0,-23.71929553947167,-20.930589099586232
205.0,-22.532529924267653,-29.160370070541667
