Freq_kHz,TS,f_bs
30.00,-84.63647192282272,(5.856818672469431e-05-2.8529068892065872e-06j)
31.00,-86.80207931445365,(4.558980072473346e-05-3.1410392036710323e-06j)
32.00,-90.30150701808468,(3.0368673291761182e-05-3.267138923509779e-06j)
33.00,-97.05772901778548,(1.3659220869571763e-05-3.2120467687523047e-06j)
34.00,-106.46823223482563,(-3.707670805751033e-06-2.96727937810758e-06j)
35.00,-93.54755277398559,(-2.086593220954661e-05-2.5361808032869484e-06j)
36.00,-88.63401182608956,(-3.695774041316132e-05-1.9342731672824643e-06j)
37.00,-85.81621069686454,(-5.117670634100386e-05-1.188759175116081e-06j)
38.00,-84.03948991106199,(-6.280861921482423e-05-3.371936172659571e-07j)
39.00,-82.94185402174087,(-7.126777233532123e-05+5.745959736017336e-07j)
40.00,-82.36755545977799,(-7.612695788210626e-05+1.4952030341411732e-06j)
41.00,-82.25035357466327,(-7.713958751426297e-05+2.3707685071253533e-06j)
42.00,-82.5779457549546,(-7.425277374190288e-05+3.148328014788062e-06j)
43.00,-83.3861492971812,(-6.761065609821731e-05+3.7791530845915706e-06j)
44.00,-84.77612226713651,(-5.754774533312083e-05+4.221862190888012e-06j)
45.00,-86.97576108270077,(-4.4572082829896485e-05+4.44509540312119e-06j)
46.00,-90.5522152350273,(-2.9342433208666705e-05+4.429582201892788e-06j)
47.00,-97.52258150787847,(-1.263017284563923e-05+4.169465577753706e-06j)
48.00,-104.47140902222095,(4.714456072021093e-06+3.6728188497879087e-06j)
49.00,-93.14824958949748,(2.1808212475156503e-05+2.9613206060881096e-06j)
50.00,-88.44190275870936,(3.7779349691933225e-05+2.069128865062229e-06j)
51.00,-85.70961011490593,(5.181217790264735e-05+1.041034362989751e-06j)
52.00,-83.98714226748028,(6.318916554795423e-05-6.998311147562962e-08j)
53.00,-82.93357445025761,(7.132786853046999e-05-1.2056411872999623e-06j)
54.00,-82.40131716951265,(7.58112063417344e-05-2.305511260256509e-06j)
55.00,-82.32893681088137,(7.640925850106813e-05-3.3102638744193308e-06j)
56.00,-82.7085876005651,(7.309147404802758e-05-4.164826737073976e-06j)
57.00,-83.58226511061096,(6.602859619910895e-05-4.821291633903448e-06j)
58.00,-85.06224972826891,(5.5585985573820076e-05-5.241427856107952e-06j)
59.00,-87.403787613194,(4.229620158728113e-05-5.398691112105898e-06j)
60.00,-91.25672839118357,(2.6848813741061114e-05-5.279632698617711e-06j)
61.00,-99.04399768199892,(1.003810403118827e-05-4.8846750172555985e-06j)
62.00,-101.50416739830688,(-7.269724412907405e-06-4.228212979102681e-06j)
63.00,-92.24782233517192,(-2.4183016022114962e-05-3.33805855244292e-06j)
64.00,-87.98171267364472,(-3.983088343520059e-05-2.2542572778342145e-06j)
65.00,-85.44625311770154,(-5.3408085915063794e-05-1.0273305902667212e-06j)
66.00,-83.84688592371768,(-6.421721357710217e-05+2.8398174337615537e-07j)
67.00,-82.88687746848053,(-7.170442305073671e-05+1.615388314179933e-06j)
68.00,-82.43602092257274,(-7.548813786776888e-05+2.900016673031469e-06j)
69.00,-82.4423799707321,(-7.53786531139919e-05+4.07157030657069e-06j)
70.00,-82.90569952537604,(-7.138772747824432e-05+5.0675448389018576e-06j)
71.00,-83.87721278892417,(-6.37276820389914e-05+5.832369286589414e-06j)
72.00,-85.48546863879794,(-5.280040084621281e-05+6.3203338120110425e-06j)
73.00,-88.02199487452086,(-3.917474466547645e-05+6.498166013112818e-06j)
74.00,-92.25260199705771,(-2.3558850202076625e-05+6.347121185481956e-06j)
75.00,-100.96293890958854,(-6.761778252060421e-06+5.864463256692533e-06j)
76.00,-98.77022534910188,(1.0348242696712126e-05+5.0642305816847326e-06j)
77.00,-91.3145610454078,(2.6888859578651243e-05+3.977205735014036e-06j)
78.00,-87.51583569620973,(4.2009336490682584e-05+2.650041113940662e-06j)
79.00,-85.20131407291841,(5.493387322665014e-05+1.1435316407702902e-06j)
80.00,-83.74118893435255,(6.500237194655889e-05-4.69931094296995e-07j)
81.00,-82.88544808728007,(7.170339277977636e-05-2.109640070002506e-06j)
82.00,-82.52296458495951,(7.470031318383536e-05-3.690461569191729e-06j)
83.00,-82.61233026787,(7.384809298842982e-05-5.127157442465084e-06j)
84.00,-83.1615697493637,(6.920014662117812e-05-6.3389302265246214e-06j)
85.00,-84.23163732428628,(6.100556440281725e-05-7.253951519563272e-06j)
86.00,-85.96796458217719,(4.969337041765979e-05-7.81361776966603e-06j)
87.00,-88.69962782959632,(3.585327707483023e-05-7.976277982707616e-06j)
88.00,-93.29985101077035,(2.0202718628506373e-05-7.720190912104231e-06j)
89.00,-102.05912140784974,(3.5501419200742997e-06-7.045502925914074e-06j)
90.00,-96.75354861806957,(-1.3246684539888859e-05-5.975084111009395e-06j)
91.00,-90.55177293241056,(-2.9324891692910406e-05-4.554119079125116e-06j)
92.00,-87.14017618439013,(-4.386087596690064e-05-2.848420969420519e-06j)
93.00,-85.0177328200856,(-5.6111545528989446e-05-9.41511550174551e-07j)
94.00,-83.6801580308947,(-6.54536906339194e-05+1.0694153328195446e-06j)
95.00,-82.91621960658928,(-7.141441628071085e-05+3.0784514091601964e-06j)
96.00,-82.63144430306625,(-7.369530092910899e-05+4.9765996969184815e-06j)
97.00,-82.79400449709024,(-7.218724864193074e-05+6.657761479731864e-06j)
98.00,-83.41965270456609,(-6.697647275410129e-05+8.024746543432746e-06j)
99.00,-84.57915941836401,(-5.8336422438045345e-05+8.994956551162242e-06j)
100.00,-86.43414528602916,(-4.671802959532273e-05+9.50539982023686e-06j)
101.00,-89.35024525398264,(-3.2723308384100636e-05+9.516728165624824e-06j)
102.00,-94.2847387834698,(-1.7074958787040013e-05+9.01603528201671e-06j)
103.00,-101.89583713250187,(-5.791468754560377e-07+8.018224849129352e-06j)
104.00,-95.28082586056597,(1.591592134420525e-05+6.565836764818445e-06j)
105.00,-89.91995080208619,(3.1563514985638954e-05+4.727308823928007e-06j)
106.00,-86.81389339071488,(4.556199626071405e-05+2.5937423963513606e-06j)
107.00,-84.85280049491956,(5.7194593750287646e-05+2.743327559089659e-07j)
108.00,-83.62201007489163,(6.586837222160094e-05-2.109306638124747e-06j)
109.00,-82.94060277701158,(7.114258750831866e-05-4.429607164206727e-06j)
110.00,-82.72796748157225,(7.275171867438111e-05-6.559954355806754e-06j)
111.00,-82.9606939490538,(7.062001356493415e-05-8.381653967134206e-06j)
112.00,-83.6625071403821,(6.486082230453947e-05-9.790565015957269e-06j)
113.00,-84.91390126612656,(5.57767011597742e-05-1.0703031172807734e-05j)
114.00,-86.89461826556084,(4.3839811167418654e-05-1.1060767211613373e-05j)
115.00,-90.0104501511664,(2.96683654870399e-05-1.0834424108538251e-05j)
116.00,-95.28172465151839,(1.3994724460225297e-05-1.0025622748933043e-05j)
117.00,-100.92847989288956,(-2.3725867445004425e-06-8.667329159358251e-06j)
118.00,-94.06550249255443,(-1.8590339195721136e-05-6.822540549458956e-06j)
119.00,-89.33649492946668,(-3.382421217164443e-05-4.581333158224522e-06j)
120.00,-86.49604156839453,(-4.729200476411936e-05-2.0564203528038076e-06j)
121.00,-84.68578203136992,(-5.8302360842377366e-05+6.225494056616396e-07j)
122.00,-83.5597761028316,(-6.629315244933602e-05+3.315675483090599e-06j)
123.00,-82.96241583073291,(-7.085801347385199e-05+5.880102083225472e-06j)
124.00,-82.82522425324551,(-7.176913704715486e-05+8.177565749983475e-06j)
125.00,-83.13329076535028,(-6.898366033476132e-05+1.008178666448646e-05j)
126.00,-83.91768120278502,(-6.26525206028287e-05+1.148532529727129e-05j)
127.00,-85.26963527473808,(-5.3108281065540003e-05+1.2305530799152917e-05j)
