Freq_kHz,TS,f_bs
2.00,-117.64046735987165,(-1.312129295617604e-06+9.143691432170762e-12j)
12.00,-86.64033510707604,(-4.655677723482043e-05+5.7810111927647957e-08j)
22.00,-76.39614410295161,(-0.00015142123212614537+7.972205656522475e-07j)
32.00,-70.32537407766428,(-0.00030458186460882594+3.4124336837615674e-06j)
42.00,-66.19702981974255,(-0.0004898554359490364+9.437070282971843e-06j)
52.00,-63.242509080064025,(-0.0006881547155305788+2.0277197186482243e-05j)
62.00,-61.11199168853007,(-0.0008790648303974307+3.67659150048803e-05j)
72.00,-59.620849924345976,(-0.00104295912120593+5.8847527078368575e-05j)
82.00,-58.669183752681974,(-0.0011624593945904918+8.518754988217482e-05j)
92.00,-58.20709132569468,(-0.0012240385521069212+0.00011323200759864937j)
102.00,-58.224775650072544,(-0.001218846190560624+0.00013915898837199084j)
112.00,-58.75345060107719,(-0.0011433921723308176+0.00015848239676875982j)
122.00,-59.87585966850811,(-0.0010006452278590195+0.0001664510414597729j)
132.00,-61.8250727304267,(-0.0007947327023554549+0.00015902844834746608j)
142.00,-65.08693834486161,(-0.0005405132992632286+0.00013343814919916045j)
152.00,-71.44093166375666,(-0.00025267611457531735+8.898771559531963e-05j)
162.00,-84.86569997615621,(5.018969753494151e-05+2.7250486855634768e-05j)
172.00,-69.08721982587807,(0.0003480085896520661-4.77437787351528e-05j)
182.00,-63.95914239263793,(0.0006204777338885183-0.00012991359675932859j)
192.00,-61.16443096881398,(0.0008485578763127009-0.0002115784059579979j)
202.00,-59.53271686289739,(0.0010162675243039776-0.00028424987135458043j)
212.00,-58.69525962730974,(0.001111397005623962-0.0003394595563174907j)
222.00,-58.51977707743538,(0.0011266999174092288-0.00036968499327802104j)
232.00,-58.986967968463865,(0.001061285091681634-0.0003693003419795774j)
242.00,-60.19966853064838,(0.0009179342146403547-0.0003353539248388695j)
252.00,-62.4285129301283,(0.0007069204814801096-0.0002682121983098346j)
