Freq_kHz,TS,f_bs
30.00,-64.24354203642508,(-0.0006132513710108181+1.787306882456847e-05j)
31.00,-64.08163609359734,(-0.0006247477034513752+1.9595694044005885e-05j)
32.00,-63.95781811487559,(-0.000633668780979142+2.136811461271788e-05j)
33.00,-63.8719872330378,(-0.0006399055903867859+2.3179327484146056e-05j)
34.00,-63.824269882027664,(-0.0006433664954266301+2.50164456280862e-05j)
35.00,-63.81503128306585,(-0.0006439777541993627+2.6864677777898393e-05j)
36.00,-63.844898972001914,(-0.0006416835044579347+2.8707400087834324e-05j)
37.00,-63.91478444427331,(-0.0006364463509808154+3.0526317895910054e-05j)
38.00,-64.02592288305542,(-0.000628247212614318+3.2301714537752224e-05j)
39.00,-64.17992059339655,(-0.0006170853959233253+3.401277008293445e-05j)
40.00,-64.37881839039638,(-0.0006029785559800912+3.563793103539618e-05j)
41.00,-64.62517526355585,(-0.000585962607540908+3.7155307151179815e-05j)
42.00,-64.92217972582414,(-0.0005660915878480647+3.854307047503606e-05j)
43.00,-65.27380157359619,(-0.0005434373549046053+3.977983259942444e-05j)
44.00,-65.73351942641567,(-0.0005151851750485498+4.0845434211776045e-05j)
45.00,-66.16197277794699,(-0.0004901555703403006+4.1718958901716374e-05j)
46.00,-66.71264726428645,(-0.0004597587966906448+4.238347499957866e-05j)
47.00,-67.34718560703496,(-0.00042703961607072996+4.28216548117546e-05j)
48.00,-68.07882078417285,(-0.0003921584605098462+4.30181243543172e-05j)
49.00,-68.92559910141473,(-0.00035527786548128054+4.295904801140626e-05j)
50.00,-69.91211220996001,(-0.0003165861774057988+4.2632134436026596e-05j)
51.00,-71.07364203014437,(-0.0002762806946960648+4.2026630928488905e-05j)
52.00,-72.46300340162769,(-0.0002345704044797516+4.1133324760593574e-05j)
53.00,-74.16411445418689,(-0.0001916737339393916+3.994458053203762e-05j)
54.00,-76.32104496517354,(-0.00014781821841127393+3.845440184107832e-05j)
55.00,-79.20747016979311,(-0.0001032382316807829+3.665855764973675e-05j)
56.00,-83.39305957275995,(-5.8173547284894134e-05+3.455475110741327e-05j)
57.00,-89.21279295875584,(-1.2867260980731931e-05+3.214283349318695e-05j)
58.00,-87.17196635146797,(3.243403606619794e-05+2.942504932418777e-05j)
59.00,-81.73859713523912,(7.748366213788435e-05+2.640629502661735e-05j)
60.00,-78.11733976795254,(0.00012203729360733861+2.3094370304177322e-05j)
61.00,-75.5459848008909,(0.00016585151321117121+1.950019983826454e-05j)
62.00,-73.58581223229643,(0.00020868606220398334+1.5638005361269054e-05j)
63.00,-72.02135836626431,(0.000250306531743306+1.152540671153383e-05j)
64.00,-70.73488940186702,(0.0002904843756793033+7.1834412625900504e-06j)
65.00,-69.65584647685789,(0.0003289983588647961+2.636491136796643e-06j)
66.00,-68.76732107096976,(0.0003644406548990374-2.0880402148490698e-06j)
67.00,-67.98121441283149,(0.00039890841447729066-6.9593845312689725e-06j)
68.00,-67.27740869159925,(0.0004324779736666721-1.1944361796105895e-05j)
69.00,-66.6954719824239,(0.00046230937340874137-1.700810089617627e-05j)
70.00,-66.19576279600568,(0.0004895185883937469-2.211335360762342e-05j)
71.00,-65.76938002712942,(0.0005139521404083297-2.7221725435802614e-05j)
72.00,-65.40952773781285,(0.0005354701054852408-3.229394407252651e-05j)
73.00,-65.11097199037852,(0.0005539487647706358-3.7290269736543686e-05j)
74.00,-64.86969754774897,(0.0005692811348941111-4.2170881328356585e-05j)
75.00,-64.68266451069323,(0.0005813778026523371-4.689621492983623e-05j)
76.00,-64.54763885208406,(0.0005901676525588883-5.142725432525264e-05j)
77.00,-64.46307602031018,(0.0005955984656047665-5.572577662884074e-05j)
78.00,-64.42803551567694,(0.0005976379980115969-5.975455727734278e-05j)
79.00,-64.44216895262564,(0.0005962720121494606-6.347756768704206e-05j)
80.00,-64.50565795057062,(0.0005915075364312535-6.686012840401976e-05j)
81.00,-64.61925065436971,(0.0005833708991656904-6.986909680509941e-05j)
82.00,-64.78429020529705,(0.0005719079924766991-7.247305615766539e-05j)
83.00,-64.99761672438679,(0.000557521160800028-7.464251503851765e-05j)
84.00,-65.2717651405777,(0.0005396447814572305-7.635022967740708e-05j)
85.00,-65.60571251974486,(0.0005186940421890195-7.757138575366239e-05j)
86.00,-66.0042324269378,(0.0004947884243501348-7.828397697181109e-05j)
87.00,-66.4735298107565,(0.0004680634303783752-7.846912276570549e-05j)
88.00,-67.021632715454,(0.00043867236869776435-7.811140852637972e-05j)
89.00,-67.66936827508603,(0.00040628398908312146-7.719927086441775e-05j)
90.00,-68.4117596799216,(0.00037204680617782795-7.57250895525134e-05j)
91.00,-69.2758767924668,(0.00033572993209412215-7.368574856540965e-05j)
92.00,-70.29035695994963,(0.0002974561099902686-7.108264186248026e-05j)
93.00,-71.49285197123314,(0.00025748362621641735-6.792184490465071e-05j)
94.00,-72.94162106800052,(0.0002160405543726893-6.421416404274742e-05j)
95.00,-74.72988513132564,(0.00017336387745370117-5.997510316345929e-05j)
96.00,-77.01765710518006,(0.000129699245613765-5.522474234249171e-05j)
97.00,-80.09920453524664,(8.529597028442354e-05-4.9987596052747016e-05j)
98.00,-84.44366481661385,(4.040605479426468e-05-4.4292319927088594e-05j)
99.00,-88.29981914785759,(-4.702073254109738e-06-3.817146173120313e-05j)
100.00,-84.58470341134232,(-4.977122365967991e-05-3.166114326803402e-05j)
101.00,-80.19924208382973,(-9.453314772266434e-05-2.480073806038253e-05j)
102.00,-77.08004557491964,(-0.00013884283995538871-1.763255420649489e-05j)
103.00,-74.77368613981119,(-0.00018223688521593577-1.0201513658196079e-05j)
104.00,-72.97283372424675,(-0.00022455886639644648-2.5548813867558193e-06j)
105.00,-71.51494971635185,(-0.00026556290127776504+5.2580153118911156e-06j)
106.00,-70.30567291849364,(-0.00030500775913798537+1.3186027791444273e-05j)
107.00,-69.28607065359733,(-0.00034266419439954487+2.1176429393643565e-05j)
108.00,-68.4172291530544,(-0.0003783126947869519+2.9175143925927567e-05j)
109.00,-67.6722519891034,(-0.0004117456378078536+3.7126987031366155e-05j)
110.00,-67.03188403548435,(-0.00044276847866826877+4.497592541151055e-05j)
111.00,-66.481962380216,(-0.0004712008258002571+5.2665365335431684e-05j)
112.00,-66.01185695247241,(-0.000496877404989916+6.013847872481547e-05j)
113.00,-65.61349461568194,(-0.0005196478676360735+6.733858095177007e-05j)
114.00,-65.28364359067545,(-0.0005391914766009256+7.420953464552659e-05j)
115.00,-65.01155738695525,(-0.0005557656643208491+8.069615859977855e-05j)
116.00,-64.7966290994118,(-0.0005690901284987976+8.674481985113328e-05j)
117.00,-64.6361729670528,(-0.0005790861962830591+9.230386903589822e-05j)
118.00,-64.52829086459857,(-0.0005856940963193771+9.732418480848861e-05j)
119.00,-64.4717754220126,(-0.0005888733118605952+0.00010175969384375358j)
120.00,-64.46605039218785,(-0.000588602858810507+0.00010556787137295606j)
121.00,-64.51114210970647,(-0.0005848814834426785+0.00010871020770434871j)
122.00,-64.60766133460658,(-0.0005777290104340989+0.00011115262490318016j)
123.00,-64.75689754323137,(-0.0005671817719939227+0.000112865852981781j)
124.00,-64.96078637672824,(-0.000553298932000845+0.00011382571516930643j)
125.00,-65.22206516009871,(-0.0005361582500697216+0.00011401337631962751j)
126.00,-65.54440621978104,(-0.0005158566909194496+0.00011341551580745393j)
127.00,-65.93263104246039,(-0.0004925099523760391+0.00011202444457785993j)
128.00,-66.39302058040245,(-0.0004662518591899748+0.00010983817053244093j)
129.00,-66.93376869148209,(-0.0004372336240500967+0.00010686042011164543j)
130.00,-67.56565704739236,(-0.00040562298093559335+0.00010310062416827266j)
131.00,-68.30311606383151,(-0.00037160185822022627+9.857387985369364e-05j)
132.00,-69.16575260356082,(-0.0003353702661201874+9.330086960727602e-05j)
133.00,-70.18119310836704,(-0.00029713811264214877+8.730779925772676e-05j)
