Freq_kHz,TS,f_bs
30.00,-61.574015527833794,(-0.000833968591914504+2.1888171072038874e-05j)
31.00,-61.19858210018198,(-0.0008707640278602746+2.4398489863401053e-05j)
32.00,-60.84855760823807,(-0.0009065224976023991+2.7069213480858e-05j)
33.00,-60.52294665592441,(-0.0009410953107427124+2.9898219048252682e-05j)
34.00,-60.22086385133262,(-0.0009743380011457266+3.2881423639691956e-05j)
35.00,-59.941524761334925,(-0.0010061106119928316+3.6012653938477364e-05j)
36.00,-59.684237526174115,(-0.0010362780464250332+3.92835943960163e-05j)
37.00,-59.448399480055286,(-0.0010647099482304085+4.268381684800696e-05j)
38.00,-59.233487696816525,(-0.0010912814069920036+4.6200886043300956e-05j)
39.00,-59.03905660976852,(-0.0011158729406349165+4.982052996905982e-05j)
40.00,-58.86473322921521,(-0.0011383708598400437+5.3526856665855314e-05j)
41.00,-58.7102133916088,(-0.0011586676136801867+5.730259615535003e-05j)
42.00,-58.5752584774842,(-0.0011766621798589686+6.112934445137975e-05j)
43.00,-58.459692634197964,(-0.0011922604916586607+6.498778786657285e-05j)
44.00,-58.363402056551344,(-0.0012053756812151863+6.885789085906169e-05j)
45.00,-58.286328309186814,(-0.0012159292477164926+7.271902689881945e-05j)
46.00,-58.228474579243034,(-0.0012238505266165746+7.655006580498524e-05j)
47.00,-58.18990167888632,(-0.001229077662763237+8.032939475745254e-05j)
48.00,-58.170730306805524,(-0.0012315578051450501+8.403489870577633e-05j)
49.00,-58.171143535031135,(-0.0012312473576823796+8.764390748455368e-05j)
50.00,-58.2530126590234,(-0.0012193819837596446+9.113544545424853e-05j)
51.00,-58.23179232377183,(-0.001222127467789756+9.447858578042926e-05j)
52.00,-58.29274776780227,(-0.0012132781150042307+9.765558274737508e-05j)
53.00,-58.37461209077002,(-0.0012015765029715325+0.00010063871056512557j)
54.00,-58.478204118628256,(-0.0011869930462080134+0.00010340191318127983j)
55.00,-58.604109832457354,(-0.0011695554020128545+0.0001059186173602484j)
56.00,-58.753150148298815,(-0.0011492847825508854+0.00010816193310439591j)
57.00,-58.9262918344958,(-0.0011262109306748665+0.000110104917865192j)
58.00,-59.12467073564755,(-0.0011003718929361503+0.00011172089497257657j)
59.00,-59.34962012497296,(-0.0010718138216219844+0.00011298381009561076j)
60.00,-59.602705648257135,(-0.0010405908154506956+0.00011386860575232424j)
61.00,-59.885768891338,(-0.0010067648020815655+0.00011435159196223536j)
62.00,-60.20098766573393,(-0.0009704048625384+0.00011441079736357629j)
63.00,-60.55092795259091,(-0.0009315893167750713+0.00011402624774479309j)
64.00,-60.938660742397595,(-0.0008904027582718623+0.00011318023902305737j)
65.00,-61.36786768182177,(-0.0008469378087926392+0.00011185749188931141j)
66.00,-61.84300715339682,(-0.0008012946316273294+0.00011004526054643578j)
67.00,-62.3695365559772,(-0.0007535808201183907+0.00010773337101470855j)
68.00,-62.9542225952326,(-0.0007039112277587362+0.0001049142032606627j)
69.00,-63.60558460635868,(-0.0006524077290749069+0.00010158263114976051j)
70.00,-64.33454517456167,(-0.0005991989053063887+9.773593691796225e-05j)
71.00,-65.15540450632099,(-0.000544420363412701+9.33737170272137e-05j)
72.00,-66.0876184778504,(-0.0004882006297556814+8.849780025583233e-05j)
73.00,-67.15759111018956,(-0.0004307066695342307+8.311218275444653e-05j)
74.00,-68.4041227633071,(-0.00037207987624301417+7.722300232691368e-05j)
75.00,-69.88603264180225,(-0.0003124753278925582+7.083854911528687e-05j)
76.00,-71.6991111205362,(-0.00025205170718682596+6.396931599703501e-05j)
77.00,-74.01466043376732,(-0.00019097071825595742+5.662808288961739e-05j)
78.00,-77.18334237639742,(-0.00012939652730316328+4.8830024811299166e-05j)
79.00,-82.07379047646396,(-6.749440837317612e-05+4.0592840073666386e-05j)
80.00,-89.79020156773332,(-5.434431037379824e-06+3.193682321395981e-05j)
81.00,-84.28376210649164,(5.6617542712995526e-05+2.288500665044473e-05j)
82.00,-78.47044318200724,(0.00011849295071118204+1.3463177236950471e-05j)
83.00,-74.89177545263823,(0.00018001948750764703+3.6998830577553677e-06j)
84.00,-72.35557025275565,(0.00024102922246584173-6.373625807512034e-06j)
85.00,-70.4051249692423,(0.00030135336054157297-1.6723517630691876e-05j)
86.00,-68.82927774226224,(0.0003608239683903807-2.731355753263842e-05j)
87.00,-67.5143086914232,(0.00041927437209226837-3.810533639408346e-05j)
88.00,-66.39225172905918,(0.0004765386707206249-4.905853965022006e-05j)
89.00,-65.41929387199718,(0.000532455606712029-6.013123538138431e-05j)
90.00,-64.56564429065648,(0.0005868643740991243-7.128017982767247e-05j)
91.00,-63.810127933498975,(0.0006396081023537471-8.246110765686169e-05j)
92.00,-63.1371840558071,(0.0006905337575080612-9.362900527628049e-05j)
93.00,-62.53506191439527,(0.0007394927500025847-0.00010473835173771202j)
94.00,-61.99468847480253,(0.0007863415136058538-0.00011574332135172681j)
95.00,-61.50892843362471,(0.0008309421224980074-0.00012659794505738992j)
96.00,-61.07208534972122,(0.0008731628182720783-0.00013725623345365055j)
97.00,-60.679542912395526,(0.0009128798486545153-0.00014767225151688694j)
98.00,-60.327564235216364,(0.000949973088063991-0.00015780024968039264j)
99.00,-60.01304966187162,(0.0009843331504597085-0.0001675946392251032j)
100.00,-59.73344561906485,(0.0010158575195908304-0.00017701011226988454j)
101.00,-59.48663689286428,(0.001044451793752403-0.00018600171481991738j)
102.00,-59.27087243991118,(0.0010700298879402625-0.0001945249628692147j)
103.00,-59.084708834330044,(0.0010925141895916845-0.0002025359973619297j)
104.00,-58.92696691107758,(0.0011118356805547896-0.00020999178221359145j)
105.00,-58.79669846191418,(0.001127934038732765-0.00021685034506632758j)
106.00,-58.693171035906374,(0.0011407563280797848-0.00022307105789099376j)
107.00,-58.615810554192045,(0.0011502622751706317-0.00022861493841010071j)
108.00,-58.51220581088114,(0.0011636484243180566-0.0002334427927591602j)
109.00,-58.48317215596744,(0.0011668777738824494-0.00023752401725284038j)
110.00,-58.537739061262556,(0.001158584608151257-0.00024082741479852007j)
111.00,-58.562828837256056,(0.0011545759888990199-0.00024331858190733638j)
112.00,-58.613750104772606,(0.0011471741321753682-0.0002449740418490012j)
113.00,-58.69156319380322,(0.0011363021097253146-0.00024577124118841585j)
114.00,-58.795590757691436,(0.0011221549089989959-0.0002456911863887318j)
115.00,-58.92718867501178,(0.0011046821035627008-0.0002447186265046022j)
116.00,-59.08730008639949,(0.001083927768811847-0.0002428420429220354j)
117.00,-59.27710016978173,(0.0010599449122347929-0.0002400537323882328j)
118.00,-59.49802119935669,(0.0010327964841953397-0.00023634979303902744j)
119.00,-59.75179544364557,(0.0010025552675304342-0.00023173009861897736j)
120.00,-60.0405111793653,(0.0009693037062449826-0.00022619825933986023j)
121.00,-60.3666860530388,(0.0009331336770732518-0.00021976157901853783j)
122.00,-60.7333638543316,(0.0008941462106889653-0.00021243101630970913j)
123.00,-61.144257631702715,(0.000852449709488393-0.00020422115702458114j)
124.00,-61.60387291275843,(0.0008081650169185044-0.00019515018954355037j)
125.00,-62.11781878189036,(0.0007614174403406084-0.00018523990508669544j)
126.00,-62.69310065265756,(0.0007123411366476337-0.00017451569013820803j)
127.00,-63.33861522617962,(0.0006610775969612322-0.0001630065241158658j)
128.00,-64.06586753679504,(0.0006077752591290657-0.0001507449665338204j)
129.00,-64.89006826070307,(0.0005525891227647044-0.0001377671257908383j)
130.00,-65.83188200336187,(0.0004956803657209412-0.00012411260088311928j)
131.00,-66.91965929305395,(0.000437253072463065-0.00010982438854046424j)
132.00,-68.19717803188895,(0.00037741123933286426-9.49487321645432e-05j)
133.00,-69.73013007626312,(0.0003163626023237606-7.953501423042796e-05j)
134.00,-71.62960232470832,(0.00025429051462310835-6.3635444672891e-05j)
135.00,-74.10447430597137,(0.0001913810437147277-4.730486217664785e-05j)
136.00,-77.62573810681332,(0.00012782385206311974-3.06004308014355e-05j)
137.00,-83.710133426325,(6.38075307032632e-05-1.3581325569578096e-05j)
138.00,-108.58741299155851,(-4.6478207757849955e-07+3.691596606246611e-06j)
139.00,-83.32857716925523,(-6.4800408962012e-05+2.1156130073189414e-05j)
140.00,-77.41335797299142,(-0.00012899471219473462+3.8749047450132946e-05j)
141.00,-73.93861120370553,(-0.00019286203935933372+5.64064091636377e-05j)
142.00,-71.47998165810411,(-0.0002561956208538362+7.406386158989539e-05j)
143.00,-69.5847267169305,(-0.0003187995026365589+9.165688959071289e-05j)
144.00,-68.05011632093014,(-0.00038047799570039924+0.00010912105886093323j)
145.00,-66.7676983919561,(-0.0004410378352973191+0.00012639222373864262j)
146.00,-65.67264034819382,(-0.0005002888746994975+0.00014340671390138468j)
147.00,-64.72310263196695,(-0.0005580447495553296+0.0001601015042120409j)
148.00,-63.89052835267825,(-0.0006141235075807733+0.00017641437467934471j)
149.00,-63.154596197365905,(-0.0006683465151018643+0.00019228408203442545j)
150.00,-62.500286390803,(-0.0007205452973745687+0.000207650470390522j)
151.00,-61.91628081565243,(-0.000770553200194168+0.0002224547137543363j)
152.00,-61.39381609589031,(-0.000818211453624033+0.0002366394595809068j)
153.00,-60.925997204786825,(-0.0008633683110282222+0.0002501490420293353j)
154.00,-60.50732161015476,(-0.0009058794892300559+0.0002629297014909245j)
155.00,-60.13334830537892,(-0.0009456085929992474+0.00027492981786491635j)
156.00,-59.80046206404558,(-0.0009824275281253773+0.00028610015305355704j)
157.00,-59.50570209543066,(-0.0010162169057938277+0.00029639409660228824j)
158.00,-59.24662208764357,(-0.0010468681787360842+0.00030576790571958443j)
159.00,-59.021245386746486,(-0.0010742775294355913+0.0003141809420134578j)
160.00,-58.82792184455098,(-0.0010983554186490554+0.00032159587648187014j)
161.00,-58.665318277103694,(-0.0011190211610328927+0.0003279788835431908j)
162.00,-58.559128738489,(-0.0011324076463239486+0.0003333005283613684j)
163.00,-58.45604217037936,(-0.0011458528704390558+0.0003375330730780307j)
164.00,-58.38124579752331,(-0.0011557030339573726+0.0003406547056068269j)
165.00,-58.334311159653495,(-0.0011619216427837962+0.00034264693445854857j)
166.00,-58.28337685254728,(-0.0011690989842166712+0.00034349420466254756j)
167.00,-58.29010122535239,(-0.0011682060618795822+0.00034318818162457077j)
168.00,-58.324318359136015,(-0.001163647567976427+0.0003417215093172557j)
169.00,-58.38630160936365,(-0.0011554318677687362+0.00033909192214817013j)
170.00,-58.476494160728556,(-0.0011435806108975716+0.00033530121351393655j)
171.00,-58.59553128903442,(-0.0011281271069494738+0.0003303552400038475j)
172.00,-58.744257503740165,(-0.0011091162123422877+0.0003242639143656161j)
173.00,-58.92375013433473,(-0.001086604181349765+0.00031704119727473404j)
174.00,-59.13535077484273,(-0.0010606584862487972+0.00030870508647596543j)
175.00,-59.38070660618713,(-0.0010313576109729392+0.0002992776004362561j)
176.00,-59.66180838186578,(-0.0009987928257844043+0.0002887847505851078j)
177.00,-59.97949664980999,(-0.0009632554502020865+0.0002772565063613164j)
178.00,-60.3397602380292,(-0.0009244830888474069+0.00026472673422044997j)
179.00,-60.74475720193716,(-0.0008827759681980985+0.0002512331113129408j)
180.00,-61.19890652515245,(-0.0008382638567404157+0.0002368170214593256j)
181.00,-61.70767378936445,(-0.0007910858347932322+0.00022152341585827783j)
182.00,-62.27789495212663,(-0.0007413899186306664+0.00020540064562100206j)
183.00,-62.91824063714185,(-0.0006893326493676864+0.0001885002657394478j)
184.00,-63.639922566648146,(-0.000635076888407523+0.00017087682259777354j)
185.00,-64.45765330338796,(-0.000578797907082521+0.00015258757627402433j)
186.00,-65.3914038683273,(-0.0005206735388183201+0.0001336922859594255j)
187.00,-66.46905744259067,(-0.00046088949132610054+0.00011425291017588811j)
188.00,-67.73119825520625,(-0.0003996373321252942+9.43333361286596e-05j)
189.00,-69.24131389800769,(-0.0003370642366942343+7.399910278438087e-05j)
190.00,-71.0105088623649,(-0.0002764022067292737+5.331667635814516e-05j)
191.00,-73.37007130725172,(-0.0002120803125627879+3.23549484263326e-05j)
192.00,-76.81365278295114,(-0.00014388302717827493+1.118294975672691e-05j)
193.00,-82.05068001368284,(-7.831818272631177e-05-1.0130846378960474e-05j)
194.00,-89.39259095876524,(-1.2524106645571718e-05-3.151604020301137e-05j)
195.00,-82.4877992372098,(5.329682905709646e-05-5.290256606773337e-05j)
196.00,-77.06553578453155,(0.00011893328375019297-7.422040827579985e-05j)
197.00,-73.66377451800032,(0.000184157908543453-9.539981298103958e-05j)
198.00,-71.22472994339564,(0.00024876636458232124-0.00011637149804690401j)
199.00,-69.33769587878261,(0.00031254928594153674-0.0001370668637448291j)
200.00,-67.80859472577517,(0.00037530000040686764-0.00015741820577812397j)
201.00,-66.53131421888637,(0.00043681521170537037-0.00017735893117599202j)
202.00,-65.44170608720827,(0.0004968975980975775-0.000196823767591089j)
203.00,-64.49820089659772,(0.0005553492299799017-0.00021574901398647674j)
204.00,-63.67226353269505,(0.000611982496613512-0.00023407271424133672j)
205.00,-62.94354340227747,(0.000666614242013627-0.00025173489519196893j)
206.00,-62.29703027426535,(0.0007190679428858031-0.0002686777634671043j)
207.00,-61.721357576928725,(0.00076917432123309-0.00028484589604531356j)
208.00,-61.20978375485166,(0.0008165529346675814-0.0003001864175550481j)
209.00,-60.75132170508083,(0.0008614725930872805-0.00031464914897318065j)
210.00,-60.342467049803794,(0.0009035853538695974-0.00032818675790468937j)
211.00,-59.978771188375674,(0.0009427545805914297-0.0003407548702720262j)
212.00,-59.6413260285551,(0.0009808007980511653-0.00035231200824991006j)
213.00,-59.35735231343172,(0.0010138271311876709-0.0003628203012017179j)
214.00,-59.10939684457802,(0.001043572536215757-0.0003722446419505243j)
215.00,-58.89544398192,(0.0010699443308572604-0.0003805533382452648j)
216.00,-58.71384044771706,(0.001092861143094055-0.000387718020499531j)
217.00,-58.56324101980395,(0.00111225313949469-0.000393713690412301j)
218.00,-58.44256721520358,(0.0011280622061426424-0.00039851876882107304j)
219.00,-58.3509647032142,(0.0011402437592140816-0.0004021151390356477j)
220.00,-58.287822799746,(0.0011487605354139107-0.00040448821745466804j)
221.00,-58.25269682982628,(0.0011535916018126766-0.0004056269791950491j)
222.00,-58.266303046428256,(0.0011515986196570514-0.0004055244293273632j)
223.00,-58.28760202104108,(0.0011489032140409288-0.000404176070306431j)
224.00,-58.33252498498002,(0.001143155367198202-0.0004015822451655062j)
225.00,-58.409589512128846,(0.0011331589495641315-0.0003977467276011452j)
226.00,-58.51528017463468,(0.0011195450788405914-0.0003926770116409655j)
227.00,-58.650271925925765,(0.0011023632831173044-0.00038638438154532716j)
228.00,-58.8154698759801,(0.001081672950825468-0.00037888388166921767j)
229.00,-59.01198909595561,(0.001057549535895342-0.00037019427999725147j)
230.00,-59.24125266324225,(0.0010300752280299134-0.00036033801444364136j)
231.00,-59.50499566292877,(0.0009993444496815608-0.0003493411173045182j)
232.00,-59.80533352082591,(0.000965462164657209-0.0003372331232225504j)
233.00,-60.14483934762361,(0.0009285435209217779-0.00032404696261053727j)
234.00,-60.526646601764085,(0.0008887134511451978-0.00030981884413792965j)
235.00,-60.954586816509234,(0.0008461062326574282-0.0002945881299119195j)
236.00,-61.433376973951596,(0.0008008650097051182-0.0002783972067150886j)
237.00,-61.96886062167301,(0.0007531430566096331-0.00026129135090300324j)
238.00,-62.5684416584279,(0.0007030965433907862-0.00024331861700160092j)
239.00,-63.24428073676651,(0.0006506621134709686-0.0002245296877476725j)
240.00,-64.0201328504172,(0.000595189040252844-0.00020497784924922765j)
241.00,-64.88417713043204,(0.0005391232251844306-0.00018471848950424937j)
242.00,-65.87347934699501,(0.0004814358337230088-0.00016380951766397536j)
243.00,-67.02012764408362,(0.0004223165559795738-0.00014231086047244111j)
244.00,-68.371880534271,(0.00036195933738596966-0.00012028440085614797j)
245.00,-70.00430161796815,(0.00030056175850621684-9.77938134357628e-05j)
246.00,-71.9931233516313,(0.0002399689106606095-7.490421695310736e-05j)
247.00,-74.67565624666939,(0.00017721114206485755-5.168263041709815e-05j)
248.00,-78.60575990348198,(0.00011397582122801213-2.8196797306815655e-05j)
249.00,-85.89701822164511,(5.0515054064128046e-05-4.515582305800611e-06j)
250.00,-92.67265162617365,(-1.2971707425230801e-05+1.929142471430375e-05j)
251.00,-81.14767237606233,(-7.625907994840124e-05+4.315415895713415e-05j)
252.00,-76.22413693929164,(-0.00013916201203741983+6.700233278617041e-05j)
253.00,-73.11322659215986,(-0.00020147092999371938+9.076568372942268e-05j)
254.00,-70.84906859144648,(-0.00026298372569385337+0.0001143742152410753j)
255.00,-69.0766344304587,(-0.00032359416135316034+0.00013775840837365957j)
256.00,-67.6317812910438,(-0.00038293664637421246+0.00016084943909053527j)
257.00,-66.41877799301226,(-0.0004409047548595445+0.0001835793481496678j)
258.00,-65.38038032197205,(-0.000497314707432901+0.00020588120100542649j)
259.00,-64.4789926675752,(-0.0005519886220110404+0.00022768922220384223j)
260.00,-63.688614113539856,(-0.0006047551297055449+0.0002489389112426247j)
261.00,-62.99053181503366,(-0.0006554499475067853+0.0002695671442736742j)
262.00,-62.38017981050086,(-0.0007030325307035279+0.00028951230340379624j)
263.00,-61.82816726518265,(-0.0007490779300115674+0.0003087142281091279j)
264.00,-61.335802388711585,(-0.0007926034561926921+0.0003271145158444752j)
265.00,-60.89655447866791,(-0.000833479178101896+0.0003446564948166391j)
266.00,-60.50520066512735,(-0.0008715831477521265+0.0003612853758172j)
267.00,-60.15751054419784,(-0.0009068029438827959+0.00037694838835082426j)
268.00,-59.85002974054203,(-0.0009390359345322126+0.00039159493318217015j)
269.00,-59.57992185802261,(-0.0009681895120361132+0.0004051767495060901j)
270.00,-59.34485117942724,(-0.0009941813052449923+0.00041764809281318206j)
271.00,-59.14289445515355,(-0.001016939372468423+0.0004289659179342072j)
272.00,-58.972485022942635,(-0.00103640081155752+0.0004390900632986988j)
273.00,-58.8323193586117,(-0.0010525178373621876+0.00044798341531721394j)
274.00,-58.72137850350324,(-0.001065249479076537+0.0004556120786052385j)
275.00,-58.638859621373946,(-0.0010745670578559724+0.0004619455073192162j)
276.00,-58.58416309688219,(-0.001080452984543703+0.0004669566209329974j)
277.00,-58.55687656959293,(-0.0010829008036807725+0.0004706218929440095j)
278.00,-58.556764319895926,(-0.0010819151938495641+0.0004729214147982549j)
279.00,-58.571112629487615,(-0.0010793856526108885+0.0004738387852964015j)
280.00,-58.6247852706656,(-0.0010716610882423657+0.0004733617364887188j)
281.00,-58.705886114391525,(-0.001060585334390933+0.0004714812641093942j)
282.00,-58.81488627652953,(-0.001046203585143317+0.000468192219527386j)
283.00,-58.95242073660526,(-0.0010285754727775407+0.0004634931834504879j)
284.00,-59.11934297518148,(-0.001007769357157504+0.0004573864917068641j)
285.00,-59.3167407545786,(-0.0009838632682634195+0.00044987827556663973j)
286.00,-59.5459686693973,(-0.000956944527810741+0.00044097851813751707j)
287.00,-59.80869076679742,(-0.0009271093517775196+0.0004307011261653596j)
288.00,-60.10693616560082,(-0.0008944624434024352+0.0004190640136335131j)
289.00,-60.443182738745406,(-0.0008591152671687106+0.000406089192303683j)
290.00,-60.82041245621003,(-0.0008211906357612406+0.0003918028537821062j)
291.00,-61.24229685952608,(-0.0007808151984652239+0.00037623544898309684j)
292.00,-61.713333941294366,(-0.0007381235858818871+0.0003594217363304817j)
293.00,-62.23909504846308,(-0.0006932569496736871+0.0003414008013827621j)
294.00,-62.82655949158881,(-0.0006463625878651706+0.0003222160353838811j)
295.00,-63.484595721946675,(-0.0005975935648419855+0.0003019150677773924j)
296.00,-64.22467281796736,(-0.0005471083164226287+0.00028054965013423903j)
297.00,-65.06194765523453,(-0.0004950702311835309+0.0002581754925138543j)
298.00,-66.01697238283182,(-0.00044164852100231166+0.00023485205676880688j)
299.00,-67.11864773518636,(-0.00038701272102522173+0.0002106423138646906j)
300.00,-68.4092113399659,(-0.00033133930331501416+0.0001856124774941602j)
301.00,-69.97540183350453,(-0.0002739010830920715+0.0001598317785601302j)
302.00,-71.88906040376365,(-0.00021665683369834107+0.00013337196269710703j)
303.00,-74.3704761427041,(-0.0001589157639556462+0.00010630734271761718j)
304.00,-77.8620122045531,(-0.0001008198232486219+7.871433411088083e-05j)
305.00,-83.58022969019748,(-4.263210449991024e-05+5.067128100945492e-05j)
306.00,-91.33361748004974,(1.54972241369899e-05+2.225826069282182e-05j)
307.00,-82.65215315284667,(7.340502255310327e-05-6.443082365241913e-06j)
308.00,-77.35602813632298,(0.00013089150942073043-3.534968229932332e-05j)
309.00,-74.04652236089586,(0.0001877288300708379-6.43771720787804e-05j)
310.00,-71.66245865800062,(0.00024385285940357315-9.344000362010415e-05j)
311.00,-69.81221953002358,(0.0002990388874461661-0.00012245157121810744j)
312.00,-68.30935356010578,(0.0003531197550954603-0.000151324350858137j)
313.00,-67.04386232450398,(0.0004063643704474863-0.0001799700590347401j)
314.00,-65.96973858369823,(0.0004577730654981992-0.000208299892687432j)
315.00,-65.03812715404584,(0.0005076037837414537-0.00023622472290853698j)
316.00,-64.22134571863721,(0.0005557077992074122-0.00026365541785715703j)
317.00,-63.499539329409124,(0.0006019459176699755-0.0002905031636275782j)
318.00,-62.85807171959781,(0.0006461815460036031-0.0003166798249870364j)
319.00,-62.28582729793867,(0.0006882856607307938-0.00034209832972382126j)
320.00,-61.7741924162862,(0.0007281360572816086-0.0003666730610417163j)
321.00,-61.31637508325329,(0.0007656177236057442-0.0003903202448414981j)
322.00,-60.90694286425121,(0.0008006232246296509-0.0004129583175799587j)
323.00,-60.54150033128727,(0.0008330530899243304-0.00043450826243092975j)
324.00,-60.21644989156148,(0.0008628173111883633-0.00045489390387951404j)
325.00,-59.928857884140605,(0.0008898314534730837-0.00047404215786430614j)
326.00,-59.676281774236806,(0.0009140230379020334-0.0004918832315734166j)
327.00,-59.45670869235279,(0.0009353279436615089-0.0005083507821702821j)
328.00,-59.26847772517273,(0.000953691535642453-0.0005233820393493663j)
329.00,-59.11022669138671,(0.0009690687939486992-0.0005369179043557933j)
330.00,-58.98085173157999,(0.0009814243664519298-0.0005489030393448046j)
331.00,-58.879476804372885,(0.000990732545077354-0.0005592859617911186j)
332.00,-58.80543099234815,(0.0009969771724959722-0.0005680191580500112j)
333.00,-58.758239415656945,(0.001000150370898121-0.0005750592275543508j)
334.00,-58.737584351582626,(0.0010002565856204622-0.0005803670668150571j)
335.00,-58.74333830421585,(0.0009973062945910166-0.0005839080931634682j)
336.00,-58.782759697078085,(0.0009902077201621449-0.0005856525667274638j)
337.00,-58.84186557516066,(0.0009811784051156319-0.0005855756665397279j)
338.00,-58.92802335971083,(0.0009691784741019936-0.0005836581340054015j)
339.00,-59.04179801976361,(0.0009542531007340143-0.0005798863788987522j)
340.00,-59.18395253498641,(0.0009364554320530828-0.0005742528378320929j)
341.00,-59.35546723906469,(0.000915846476813228-0.0005667562458446495j)
342.00,-59.55755805000489,(0.000892496141384921-0.0005574018556837496j)
343.00,-59.79174065307394,(0.0008664788953888616-0.0005462015928116514j)
344.00,-60.05983387162053,(0.0008378798002901197-0.0005331741312629481j)
345.00,-60.36404631288942,(0.0008067905330347578-0.0005183448909139715j)
346.00,-60.70704911309441,(0.0007733101952406118-0.0005017459546397779j)
347.00,-61.092081298118394,(0.0007375451383238151-0.0004834159137971267j)
348.00,-61.52309155607077,(0.000699608724229608-0.000463399654397645j)
349.00,-62.004931653176925,(0.0006596210124954296-0.000441748100357974j)
350.00,-62.54362481215688,(0.0006177083707634603-0.0004185179326955844j)
351.00,-63.14675730615119,(0.0005740018938011997-0.0003937713036684316j)
352.00,-63.823987352008196,(0.0005286411289928273-0.00036757556486661245j)
353.00,-64.58792934684594,(0.00048176742027496443-0.00034000302045465063j)
354.00,-65.45539100201283,(0.0004335271823483656-0.00031113071965723535j)
355.00,-66.44943905824118,(0.00038407035722797363-0.00028104028867476067j)
356.00,-67.60289175040212,(0.0003335498111439785-0.0002498178003735834j)
357.00,-68.95172744461918,(0.0002827898020706562-0.00021755365156829842j)
358.00,-70.59613058417105,(0.00023063350611433596-0.0001843425597098768j)
359.00,-72.6577415139335,(0.00017788534974952271-0.00015028334802132058j)
360.00,-75.39967989289399,(0.000124527352351724-0.00011547891309708441j)
361.00,-79.40981063977729,(7.10623743002999e-05-8.003604093431838e-05j)
362.00,-86.4808717205504,(1.7517468302016328e-05-4.406519627517419e-05j)
363.00,-88.67773020803229,(-3.601266463485482e-05-7.68022513281289e-06j)
364.00,-80.54428571369691,(-8.933628570052288e-05+2.9002016010088747e-05j)
365.00,-76.09119354138915,(-0.00014233445697943344+6.586211102999809e-05j)
366.00,-73.15089880773192,(-0.00019453476470019827+0.00010277861050610525j)
367.00,-70.96103490072228,(-0.0002462774019144077+0.00013962860150358784j)
368.00,-69.23012643994797,(-0.00029718303063000246+0.0001762883451640542j)
