Freq_kHz,TS,f_bs
30.00,-67.32378851648681,(-0.0004298063708748732+2.1401536497591182e-05j)
31.00,-67.51327599672207,(-0.0004204281133580498+2.2920914115330943e-05j)
32.00,-67.77468491701092,(-0.00040784121976965494+2.438094583230257e-05j)
33.00,-68.12082553951288,(-0.0003917616284598501+2.5759828192038663e-05j)
34.00,-68.53614766933183,(-0.0003732989190269893+2.7034279183250346e-05j)
35.00,-69.052352529458,(-0.0003515536435618765+2.8179798228080286e-05j)
36.00,-69.67415875975759,(-0.000327017522730383+2.9170921531753257e-05j)
37.00,-70.41811594376932,(-0.00029987087489609593+2.9981711409269886e-05j)
38.00,-71.30716271514358,(-0.00027032080858408895+3.058631746786849e-05j)
39.00,-72.37411430846986,(-0.00023859904533333784+3.095963115848468e-05j)
40.00,-73.66791459726348,(-0.0002049595853564651+3.107799147382376e-05j)
41.00,-75.26570406868905,(-0.00016967624907737012+3.091990183239045e-05j)
42.00,-77.29836242103333,(-0.00013304011856075156+3.0466717094643505e-05j)
43.00,-80.01078929797019,(-9.535671878487355e-05+2.970326143360656e-05j)
44.00,-83.91290347308171,(-5.694477236624369e-05+2.8618347708257602e-05j)
45.00,-89.71106796178336,(-1.8129284850939967e-05+2.7205165942339993e-05j)
46.00,-89.66935662884696,(2.0756125354336993e-05+2.5461536311220815e-05j)
47.00,-83.90136855173603,(5.9375300665747805e-05+2.3390017349844365e-05j)
48.00,-80.03221941281417,(9.739186616954188e-05+2.0997880312324503e-05j)
49.00,-77.35227569411865,(0.00013439976908558894+1.8296967066836972e-05j)
50.00,-75.34537762915738,(0.0001702091127890238+1.5303461802417364e-05j)
51.00,-73.76994700878166,(0.00020452752090263692+1.2037598268861926e-05j)
52.00,-72.50396704106434,(0.0002368757941577758+8.523340269572499e-06j)
53.00,-71.46685173391552,(0.0002670469471220526+4.788065333535981e-06j)
54.00,-70.61031253961828,(0.00029476947972640195+8.622701738978174e-07j)
55.00,-69.90216288844721,(0.00031979364701181556-3.22069160867622e-06j)
56.00,-69.32012312937364,(0.00034189398263304667-7.424828081810138e-06j)
57.00,-68.84837116384014,(0.00036087172093817555-1.1711692887124838e-05j)
58.00,-68.47551417340713,(0.00037655690559140433-1.604054736802143e-05j)
59.00,-68.19334584233597,(0.00038881014675607427-2.0368521282087237e-05j)
60.00,-67.99606483073671,(0.0003975240001669078-2.4650796646819777e-05j)
61.00,-67.87976973191115,(0.0004026244506965744-2.88408376303111e-05j)
62.00,-67.84219341966651,(0.0004040697279948172-3.289070738019256e-05j)
