Freq_kHz,TS,f_bs
10.00,-89.76886322927363,(-3.2475564781543056e-05+2.4730523095510706e-08j)
12.00,-86.64033510707604,(-4.655677723482043e-05+5.7810111927647957e-08j)
14.00,-84.0074647597805,(-6.3041425028674e-05+1.1640383972468207e-07j)
16.00,-81.73889746868106,(-8.185659925067145e-05+2.099680581737245e-07j)
18.00,-79.74991886766044,(-0.00010292042501781055+3.4821160580747843e-07j)
20.00,-77.98272688030814,(-0.00012614198626204515+5.407701983527757e-07j)
22.00,-76.39614410295161,(-0.00015142123212614537+7.972205656522475e-07j)
24.00,-74.95981148585317,(-0.00017864907759470425+1.1273890366841197e-06j)
26.00,-73.6507031572679,(-0.00020770783438088113+1.5418004022788915e-06j)
28.00,-72.45093047979184,(-0.00023847200194138064+2.0520612360531723e-06j)
30.00,-71.34630589704794,(-0.00027080930481239847+2.6709949587709965e-06j)
32.00,-70.32537407766428,(-0.00030458186460882594+3.4124336837615674e-06j)
34.00,-69.37874727499899,(-0.0003396471580493915+4.290691966208338e-06j)
36.00,-68.49863630718752,(-0.00037585876935656095+5.319856014742514e-06j)
38.00,-67.67851507326857,(-0.0004130667772490411+6.513084299392687e-06j)
40.00,-66.91287325797299,(-0.00045111789543621515+7.882110434281593e-06j)
42.00,-66.19702981974255,(-0.0004898554359490364+9.437070282971843e-06j)
44.00,-65.52698433463209,(-0.0005291194708053279+1.1186664767030857e-05j)
46.00,-64.8992981964918,(-0.0005687471591465659+1.3138555191127455e-05j)
48.00,-64.31099650379853,(-0.0006085734083944224+1.5299808943889532e-05j)
50.00,-63.75950417341414,(-0.00064843055256437+1.767719625722855e-05j)
52.00,-63.242509080064025,(-0.0006881547155305788+2.0277197186482243e-05j)
54.00,-62.758011624074975,(-0.0007275796373076557+2.310567359666978e-05j)
56.00,-62.304221035457374,(-0.0007665421660153274+2.616728281561186e-05j)
58.00,-61.87954150691161,(-0.0008048818178167374+2.9464794303390678e-05j)
60.00,-61.482552561663425,(-0.0008424409297349175+3.299850478772348e-05j)
62.00,-61.11199168853007,(-0.0008790648303974307+3.67659150048803e-05j)
64.00,-60.76674177458778,(-0.0009146017390451607+4.07617452140828e-05j)
66.00,-60.44581784414654,(-0.0009489028952424907+4.497825485413251e-05j)
68.00,-60.14835470012702,(-0.0009818227969977163+4.940573331769473e-05j)
70.00,-59.87358883279811,(-0.0010132203321208608+5.403296760498307e-05j)
72.00,-59.620849924345976,(-0.00104295912120593+5.8847527078368575e-05j)
74.00,-59.39922228968149,(-0.0010697122212992342+6.383579287965809e-05j)
76.00,-59.18999700387622,(-0.0010955720835637468+6.898247184378763e-05j)
