Freq_kHz,TS,f_bs
10.00,-75.10535780689905,(-0.00017568236402575879+7.486162501706533e-07j)
12.00,-72.09078073270088,(-0.00024857095869554996+1.7347631730420999e-06j)
14.00,-69.58942858735965,(-0.00033151634783448297+3.4577335230216604e-06j)
16.00,-67.46923589849217,(-0.0004231478417981474+6.164108419748392e-06j)
18.00,-65.64510024370738,(-0.0005219921346892478+1.0084320426093913e-05j)
20.00,-64.0591808520998,(-0.0006264833252163048+1.5415726997586965e-05j)
22.00,-62.670588723641,(-0.0007349714511423158+2.2315689671575385e-05j)
24.00,-61.449517041325905,(-0.0008457351759704265+3.0904137943250085e-05j)
26.00,-60.373687593385895,(-0.0009570004205025301+4.127186220234181e-05j)
28.00,-59.42597759265276,(-0.0010669795229308959+5.348893712771027e-05j)
30.00,-58.59300785473407,(-0.0011738984790157828+6.760795477197951e-05j)
32.00,-57.86406484753609,(-0.0012760432628958836+8.365898156625858e-05j)
34.00,-57.2304379427261,(-0.001371795487036054+0.00010163634196832323j)
36.00,-56.68498726035789,(-0.0014596602223909646+0.0001214802214952285j)
38.00,-56.23229902317156,(-0.0015364221810990233+0.00014305787957453905j)
40.00,-55.83638207778742,(-0.0016064619942244625+0.00016614870181243826j)
42.00,-55.52486095538864,(-0.0016631380961555262+0.00019043899865462646j)
44.00,-55.2846309768498,(-0.00170740173232794+0.00021552478863701545j)
46.00,-55.113971621049345,(-0.0017384834493080871+0.0002409252199717619j)
48.00,-55.01207113446796,(-0.0017557592136361144+0.0002661014011213628j)
50.00,-54.97900776933547,(-0.0017587561280055276+0.000290476943618477j)
52.00,-55.01574221326722,(-0.0017471637634235248+0.00031345595738560745j)
54.00,-55.124159967782774,(-0.0017208440718534366+0.0003344359597742553j)
56.00,-55.307147123318295,(-0.0016798445499398803+0.0003528154549813615j)
58.00,-55.568814590375055,(-0.0016243936230495573+0.0003679980229568605j)
60.00,-55.91453587776726,(-0.0015549487968947815+0.00037939591975604534j)
62.00,-56.344291117156416,(-0.0014734686648021776+0.00038643628948710235j)
64.00,-56.892668197719225,(-0.0013762989895210243+0.00038857281096123545j)
66.00,-57.54969275093855,(-0.0012686963629756195+0.0003853018611999901j)
68.00,-58.34353620772397,(-0.0011501478133244811+0.0003761848264672008j)
70.00,-59.30289856955675,(-0.0010217072546084534+0.00036087110158062826j)
72.00,-60.47026345561954,(-0.0008845180019174557+0.00033911983103957177j)
74.00,-61.91168176200926,(-0.0007398060512461061+0.00031081646068350415j)
76.00,-63.737049197282325,(-0.00058888866092391+0.0002759819522921774j)
78.00,-66.1488622156356,(-0.0004331346481013556+0.00023477429135584167j)
80.00,-69.57607560248306,(-0.00027405020690732815+0.00018748332720994898j)
82.00,-75.10069617073903,(-0.00011314594853435942+0.00013452135641758514j)
84.00,-80.8920124370762,(4.800489601211075e-05+7.641203105990745e-05j)
86.00,-73.6276431194636,(0.00020780937648156154+1.3779824013967874e-05j)
88.00,-68.67216172592275,(0.0003646790619446843-5.2658640543128016e-05j)
90.00,-65.49372647658275,(0.0005170463853281786-0.00012210138088859248j)
92.00,-63.20940858169415,(0.0006633908604970346-0.00019366691457301384j)
94.00,-61.45948190003209,(0.0008022543905997541-0.0002664009405744294j)
