Freq_kHz,TS,f_bs
30.00,-67.95778533044964,(-0.0003998118194603534+1.3707719941627941e-05j)
31.00,-68.14986637448028,(-0.0003910217392270036+1.4678440165718665e-05j)
32.00,-68.41471061207453,(-0.0003792248498299532+1.561130856519316e-05j)
33.00,-68.75784554706564,(-0.00036447148274393527+1.649235489174622e-05j)
34.00,-69.18654407321576,(-0.00034684291148006285+1.730660222843802e-05j)
35.00,-69.71041167108959,(-0.0003264505764215361+1.8038179035525807e-05j)
36.00,-70.3422809784505,(-0.0003034347955441998+1.867052466769592e-05j)
37.00,-71.09960846342642,(-0.00027796327328003434+1.9186685820496475e-05j)
38.00,-72.00675325167848,(-0.00025022934340461733+1.9569694003255917e-05j)
39.00,-73.09889358791301,(-0.00022044999915124406+1.980300595569409e-05j)
40.00,-74.42921650602457,(-0.00018886374448644664+1.9870983070403034e-05j)
41.00,-76.08328712833334,(-0.00015572829563256468+1.975938224091857e-05j)
42.00,-78.2111485449144,(-0.00012131891520910644+1.945582921282025e-05j)
43.00,-81.11154088559226,(-8.592298155179458e-05+1.8950248034852104e-05j)
44.00,-85.50259576351931,(-4.984150501851054e-05+1.823522070256982e-05j)
45.00,-93.19998351639676,(-1.3383767030105335e-05+1.7306261556027572e-05j)
46.00,-90.9885172794772,(2.3134847558780482e-05+1.6161993727143765e-05j)
47.00,-84.26314283306938,(5.9395726861955285e-05+1.480422540232235e-05j)
48.00,-80.35483698395356,(9.507997672270754e-05+1.3237930980824037e-05j)
49.00,-77.69597742088239,(0.00012987142192417704+1.147114960581387e-05j)
50.00,-75.71709865632015,(0.00016345964599834831+9.514819243301945e-06j)
51.00,-74.16897315206272,(0.00019554289711462726+7.382568407111824e-06j)
52.00,-72.9220980814401,(0.0002258316416241661+5.0904854601790365e-06j)
53.00,-71.90111234472744,(0.0002540508394152096+2.6568921368864413e-06j)
54.00,-71.05839512098447,(0.0002799498344769414+1.0213061847468614e-07j)
55.00,-70.24560061735757,(0.0003074005606366339-2.581535417916143e-06j)
56.00,-69.79845831980717,(0.0003236080177562563-5.280505504459018e-06j)
57.00,-69.3318428253263,(0.0003414183839094693-8.059066140972353e-06j)
58.00,-68.96994856446932,(0.00035587742080868786-1.086044624961453e-05j)
59.00,-68.69885744146792,(0.0003670766747581309-1.3656383408269908e-05j)
60.00,-68.5130397401801,(0.00037491431625125496-1.6417369799178383e-05j)
61.00,-68.40889478748535,(0.00037931904872341466-1.911278920046166e-05j)
62.00,-68.38443032940438,(0.0003802521960301854-2.1711097210875684e-05j)
63.00,-68.43913462570876,(0.000377707100989579-2.4180082287347382e-05j)
64.00,-68.5739357464328,(0.0003717092759318567-2.6487193575634796e-05j)
65.00,-68.7912723311251,(0.00036231602603789293-2.8599947865301367e-05j)
66.00,-69.0952816307119,(0.000349615775403781-3.0486410093855378e-05j)
67.00,-69.49213549477527,(0.00033372712189170655-3.2115735949807585e-05j)
68.00,-69.99059258164353,(0.0003147973318964193-3.3458757012414814e-05j)
69.00,-70.60282771852582,(0.0002930020568605485-3.4488594418549985e-05j)
70.00,-71.3458437490259,(0.0002685421725380306-3.518125424570421e-05j)
71.00,-72.24369848404855,(0.00024164292999802718-3.551620356305744e-05j)
72.00,-73.33137152907989,(0.00021255176053223165-3.547688332921553e-05j)
73.00,-74.66177740005266,(0.00018153613583401205-3.505114263366726e-05j)
74.00,-76.32198423589054,(0.00014883588581311358-3.423157724968258e-05j)
75.00,-78.45325389875248,(0.00011483987916182403-3.301575281681309e-05j)
76.00,-81.33279380866045,(7.981841281480395e-05-3.140632844736901e-05j)
77.00,-85.51389201705663,(4.409503190535124e-05-2.9411055390452008e-05j)
78.00,-90.99441376661503,(8.002724783986846e-06-2.704268875134163e-05j)
79.00,-88.59193855697364,(-2.813441255380911e-05-2.4318794492458212e-05j)
80.00,-83.42531984631934,(-6.39707686178347e-05-2.1261501495314617e-05j)
81.00,-79.93262008202412,(-9.917685300727064e-05-1.789719575117548e-05j)
82.00,-77.44594915756758,(-0.00013342509890679175-1.425618343228407e-05j)
83.00,-75.56027276551379,(-0.00016639651889143952-1.0372337748742038e-05j)
84.00,-74.07180443247596,(-0.0001977838262548999-6.282741414411176e-06j)
85.00,-72.86787761004081,(-0.0002272944570436902-2.027331934591123e-06j)
86.00,-71.88061714740442,(-0.0002546540739775862+2.3514458952044867e-06j)
87.00,-71.06646563885971,(-0.0002796069635596005+6.80899820489669e-06j)
88.00,-70.39603611499813,(-0.0003019216739243879+1.1298922225542088e-05j)
89.00,-69.84887056637139,(-0.00032139125786867685+1.5773383207487663e-05j)
90.00,-69.42574262867451,(-0.00033723800404757425+2.0182676126399396e-05j)
91.00,-69.07023886168975,(-0.00035110338159438783+2.4479805963563054e-05j)
92.00,-68.82091889445354,(-0.0003610727691978739+2.8612658536336193e-05j)
93.00,-67.9515220439466,(-0.00039912708207142874+3.1079468472789903e-05j)
94.00,-68.57636938528455,(-0.00037078524749321103+3.619201022400754e-05j)
95.00,-68.57639989997944,(-0.0003704414914390583+3.954348997951879e-05j)
96.00,-68.65739566855024,(-0.0003666282164294317+4.2542747095031734e-05j)
97.00,-68.82086362659932,(-0.0003593821712874003+4.514812725327037e-05j)
98.00,-69.06993610692848,(-0.0003487723559315637+4.73215058133132e-05j)
99.00,-69.40962926497578,(-0.0003348988473685758+4.9028922609281405e-05j)
100.00,-69.8472642649743,(-0.00031789191236860503+5.0241174197523724e-05j)
101.00,-70.39314281944672,(-0.00029791087631064983+5.093434057141473e-05j)
102.00,-71.06162009927247,(-0.0002751427504459163+5.1090228184685936e-05j)
103.00,-71.87281433651683,(-0.00024980131362409286+5.069670964586505e-05j)
104.00,-72.85192398145593,(-0.00022222095855304875+4.97480757563026e-05j)
105.00,-74.04764802250837,(-0.00019248056846942065+4.8244764367077656e-05j)
106.00,-75.52277914581,(-0.00016094256445174207+4.619394423380134e-05j)
107.00,-77.39378312237086,(-0.00012775497786993644+4.36089633667743e-05j)
108.00,-79.83579610266216,(-9.351095333920046e-05+4.050967447655912e-05j)
109.00,-83.21143175014984,(-5.839962805536174e-05+3.692156762120359e-05j)
110.00,-87.96289758967718,(-2.2752338411655176e-05+3.287586142979666e-05j)
111.00,-90.09425082307494,(1.3094203512609743e-05+2.8409040384884868e-05j)
112.00,-85.32121390347638,(4.8802040627416644e-05+2.356245933973038e-05j)
113.00,-81.30809719598078,(8.403212906168663e-05+1.8381926692915383e-05j)
114.00,-78.47780619062416,(0.00011845205525189599+1.2917271691873062e-05j)
115.00,-76.36777008908393,(0.00015174703716535322+7.221895248418395e-06j)
116.00,-74.72306409618896,(0.00018358407791535874+1.3523389918653806e-06j)
117.00,-73.4030406927708,(0.00021367117234963147-4.6322187218411045e-06j)
118.00,-72.32511850145782,(0.00024172488097657155-1.0670429990250262e-05j)
119.00,-71.43723619084297,(0.0002674813204942401-1.6699299513502318e-05j)
120.00,-70.70484389859902,(0.0002906986208221269-2.2654734794915354e-05j)
121.00,-70.10416307365045,(0.00031115820435818713-2.8472136000175295e-05j)
122.00,-69.61832908888874,(0.0003286702128993006-3.408702269368046e-05j)
123.00,-69.23532721959936,(0.0003430703512202952-3.943571064276493e-05j)
124.00,-68.94655964079939,(0.000354224355454533-4.445601668355364e-05j)
125.00,-68.74602617051579,(0.00036202843251167407-4.908799644841779e-05j)
126.00,-68.62979689492502,(0.0003664101451685667-5.327469795048121e-05j)
127.00,-68.59569310982535,(0.00036732902543626145-5.6962916705351115e-05j)
128.00,-68.64311928927123,(0.0003647769163187082-6.0103934974107465e-05j)
129.00,-68.77301797857666,(0.00035877804147176035-6.265422658333787e-05j)
130.00,-68.98791282306645,(0.00034938995016335335-6.457610207519922e-05j)
131.00,-69.29220763460113,(0.0003366987791189176-6.58383159986455e-05j)
132.00,-69.6924043659259,(0.0003208244744545691-6.641653006208557e-05j)
133.00,-70.19916181424797,(0.00030186558847213865-6.629372652840341e-05j)
134.00,-70.82278618019372,(0.0002801000433352796-6.546054679768347e-05j)
135.00,-71.58271887712534,(0.00025568291537290624-6.391541708300666e-05j)
136.00,-72.50479270835713,(0.00022884399882554796-6.166468280309083e-05j)
137.00,-73.62682152086158,(0.00019983614573710308-5.872258296757215e-05j)
138.00,-75.00648817865148,(0.00016893291837420045-5.5111140909405856e-05j)
139.00,-76.73695776730533,(0.00013642477638132295-5.085996519288635e-05j)
140.00,-78.95652276991134,(0.00010295282782266736-4.6006883949786184e-05j)
141.00,-82.04115640562961,(6.783999024921761e-05-4.059308082714659e-05j)
142.00,-86.47317859038532,(3.2410840560028695e-05-3.467170832189968e-05j)
143.00,-90.90526087987307,(-3.3236398503362985e-06-2.8298408049779454e-05j)
144.00,-87.0160266358914,(-3.904028558173379e-05-2.153529499570863e-05j)
145.00,-82.40752639944691,(-7.44019327868045e-05-1.4449495918284252e-05j)
146.00,-79.22844154395212,(-0.00010905768328401389-7.112533294248908e-06j)
147.00,-76.91231817824178,(-0.0001426863345480222+4.00353779838419e-07j)
148.00,-75.13157073363193,(-0.00017497127604325344+8.010903324381362e-06j)
149.00,-73.7142401327984,(-0.00020560579469817094+1.56386211032941e-05j)
150.00,-72.56219469623406,(-0.00023429946030116393+2.3201582020874692e-05j)
151.00,-71.61432809689538,(-0.00026080222642404035+3.06174026381891e-05j)
152.00,-70.83253079329572,(-0.0002848272312031541+3.7803717850673093e-05j)
153.00,-70.18953477597404,(-0.00030615908109929944+4.46797311252855e-05j)
154.00,-69.66659318190935,(-0.0003245940627900641+5.11667634527016e-05j)
155.00,-69.25036244614485,(-0.00033995541986706827+5.718930721449035e-05j)
156.00,-68.93129321423356,(-0.00035209624031237545+6.267596867890634e-05j)
157.00,-68.7027605494674,(-0.00036089633275474757+6.756039543862137e-05j)
158.00,-68.56029413942579,(-0.0003662698056880263+7.1782131956245e-05j)
159.00,-68.50130213623883,(-0.00036816193605841805+7.528743470834126e-05j)
160.00,-68.52484033674958,(-0.000366550748955197+7.802999495953126e-05j)
161.00,-68.63153796766048,(-0.00036144734939626294+7.99715685139408e-05j)
162.00,-68.82677304310958,(-0.00035276218283410713+8.108235021347907e-05j)
163.00,-69.10864799492649,(-0.0003408307807282029+8.134199079055578e-05j)
164.00,-69.48619309614173,(-0.0003256383595356387+8.073895675777134e-05j)
165.00,-69.96831650337066,(-0.0003073243629306555+7.927132547119727e-05j)
166.00,-70.56742221650313,(-0.0002860618140863961+7.694667666034717e-05j)
167.00,-71.30102709686236,(-0.00026204905437665545+7.378202680728054e-05j)
168.00,-72.19405333791744,(-0.0002355121471036583+6.980365560545446e-05j)
169.00,-73.28302365688934,(-0.00020670175815952043+6.504683177775576e-05j)
170.00,-74.62377080258825,(-0.00017589078522499855+5.955544629582457e-05j)
171.00,-76.30690403263688,(-0.00014337175523763878+5.338156110620164e-05j)
172.00,-78.49233325810681,(-0.00010945401922853103+4.658488090839328e-05j)
173.00,-81.49747861490498,(-7.446077624369033e-05+3.9232154692940904e-05j)
174.00,-86.04577535495393,(-3.8727369390585906e-05+3.1396506721899245e-05j)
175.00,-92.65138183973141,(-2.6157274161339385e-06+2.3156758786340743e-05j)
176.00,-88.72864627420823,(3.3571350739286153e-05+1.4596532070975909e-05j)
177.00,-83.13431573466902,(6.946624685833846e-05+5.803568586591852e-06j)
178.00,-79.59279312603205,(0.00010475298422209505-3.1312626476424543e-06j)
179.00,-77.10446995922472,(0.00013903819692838692-1.2114760267049746e-05j)
180.00,-75.22391208671922,(0.00017201886220776899-2.1052500822990797e-05j)
181.00,-73.74138219608923,(0.0002033774955176181-2.9849722456234033e-05j)
182.00,-72.54321317869642,(0.00023281292284465065-3.8412355491679135e-05j)
183.00,-71.5616835642996,(0.00026003872543598936-4.664803959850134e-05j)
