Freq_kHz,TS,f_bs
30.00,-60.94565550521122,(-0.0008961917004222787+3.421656557049165e-05j)
31.00,-60.56942680465414,(-0.0009357679082315468+3.814446222758772e-05j)
32.00,-60.2183304788283,(-0.0009742582190535354+4.232279989700697e-05j)
33.00,-59.891345483341894,(-0.0010115081881694942+4.6748310646842275e-05j)
34.00,-59.58755974696908,(-0.0010473681535226372+5.141481556990528e-05j)
35.00,-59.306161593680955,(-0.0010816934320235553+5.6313045013250906e-05j)
36.00,-59.046431707228066,(-0.0011143445818257941+6.14305719680718e-05j)
37.00,-58.807739981427886,(-0.0011451871581407622+6.675186157815071e-05j)
38.00,-58.59974681940799,(-0.0011727077433855266+7.225847904525421e-05j)
39.00,-58.39134689358258,(-0.0012009369960825703+7.792908098750829e-05j)
40.00,-58.21277149035887,(-0.0012256036727812613+8.374023674696447e-05j)
41.00,-58.053476800736384,(-0.0012479812702829109+8.966626008425585e-05j)
42.00,-57.91319372742131,(-0.001267965276001313+9.56798071428801e-05j)
43.00,-57.79171360830414,(-0.0012854582626093943+0.00010175213701005486j)
44.00,-57.68888518784018,(-0.0013003703899682362+0.00010785336771649488j)
45.00,-57.60461469213588,(-0.0013126195417928047+0.00011395266216371126j)
46.00,-57.538855572948684,(-0.0013221331305921342+0.0001200183238377333j)
47.00,-57.49161951851001,(-0.0013288467678957234+0.00012601783865699546j)
48.00,-57.46296974166023,(-0.0013327056981779304+0.00013191783297145654j)
49.00,-57.45302418869919,(-0.0013336648126202738+0.00013768399923385705j)
50.00,-57.461958397380954,(-0.0013316887964172827+0.00014328100289936517j)
51.00,-57.49000973123479,(-0.001326752158852806+0.00014867240045335215j)
52.00,-57.537483077687185,(-0.0013188391513380329+0.00015382059601985087j)
53.00,-57.604758104652596,(-0.0013079435871799477+0.0001586868607658072j)
54.00,-57.6922950637475,(-0.0012940690576659468+0.00016323143329470115j)
55.00,-57.80065663337786,(-0.0012772269386085863+0.00016741371435524482j)
56.00,-57.930505679601936,(-0.001257438355177735+0.00017119255307318165j)
57.00,-58.082629674217465,(-0.001234732452538449+0.00017452662453737162j)
