Freq_kHz,TS,f_bs
30.00,-83.11251118302836,(6.982688532686604e-05+2.8115838715500564e-06j)
31.00,-80.93423900114225,(8.978034583381295e-05+1.991105505720865e-06j)
32.00,-79.37810028024879,(0.00010741704246729252+1.0761883101664078e-06j)
33.00,-78.253384786281,(0.00012227302248182359+8.819255972922152e-08j)
34.00,-77.46071398775928,(0.00013395329597902045-9.489117929024739e-07j)
35.00,-76.94458565592792,(0.00014214360786943817-2.0092335943301703e-06j)
36.00,-76.6742344459451,(0.00014662005156149577-3.0656262648284786e-06j)
37.00,-76.63517751701599,(0.0001472562199986084-4.090312953437559e-06j)
38.00,-76.82573920183594,(0.00014402758106181604-5.0554646759051e-06j)
39.00,-77.25662268753507,(0.00013701306206214677-5.9337405034499385e-06j)
40.00,-77.95321554033096,(0.00012639507041884863-6.698802632231348e-06j)
41.00,-78.96248110864728,(0.00011244917340376848-7.325829788988152e-06j)
42.00,-80.36837386321375,(9.553035786661106e-05-7.792038507901836e-06j)
43.00,-82.31976375479326,(7.613447014367806e-05-8.077311067498453e-06j)
44.00,-85.13940340082067,(5.4733187685008085e-05-8.164695743084484e-06j)
45.00,-89.65300307120049,(3.191421426839146e-05-8.041180511884738e-06j)
46.00,-98.92919116468147,(8.288417540814521e-06-7.698317651061377e-06j)
47.00,-95.35388224887191,(-1.551140219653332e-05-7.132911393509195e-06j)
48.00,-88.09820582956867,(-3.884796043476594e-05-6.3476431011991455e-06j)
49.00,-84.24643308435995,(-6.109682914695454e-05-5.3515959567079695e-06j)
50.00,-81.74827231162128,(-8.166264565038809e-05-4.1606227912067605e-06j)
51.00,-79.99678452403994,(-9.999790310647129e-05-2.7975029740507054e-06j)
52.00,-78.73921959542699,(-0.00011561439493915588-1.2918423588797813e-06j)
53.00,-77.84912466102223,(-0.0001280980176972801+3.2032119082971803e-07j)
54.00,-77.25710232756364,(-0.00013711937319634026+1.9972246394107655e-06j)
55.00,-76.92428782031462,(-0.00014244255188051896+3.69240030057888e-06j)
56.00,-76.83066134983163,(-0.00014393501696576008+5.3559871439011114e-06j)
57.00,-76.97103349744486,(-0.0001415557681045035+6.936291612617098e-06j)
58.00,-77.35240113343752,(-0.00013537834148131143+8.381539192448131e-06j)
59.00,-77.99644912466968,(-0.00012557441031487237+9.641736858002864e-06j)
60.00,-78.94474890689962,(-0.00011241253142649219+1.0670564177486087e-05j)
61.00,-80.27111720186086,(-9.625089651235122e-05+1.1427201918255563e-05j)
62.00,-82.11009312287915,(-7.75277349931934e-05+1.1878010231099568e-05j)
63.00,-84.7308209590482,(-5.674969770932195e-05+1.1997976767395847e-05j)
64.00,-88.77026620639933,(-3.447805726923478e-05+1.177185893599025e-05j)
65.00,-95.96300736778471,(-1.1314137814144872e-05+1.119498364335962e-05j)
66.00,-95.97963600098453,(1.2116984772412686e-05+1.0273651173203215e-05j)
67.00,-88.79653862522629,(3.5183157995909546e-05+9.025143539795127e-06j)
68.00,-84.76922146258885,(5.726212796701185e-05+7.477338985518932e-06j)
69.00,-82.1620493933568,(7.775831277415855e-05+5.6679585796959405e-06j)
70.00,-80.33770311681519,(9.61176287533875e-05+3.643486063673526e-06j)
71.00,-79.02683092379351,(0.00011184628581248076+1.457808725369355e-06j)
72.00,-78.0949644969121,(0.00012452086893325608-8.293542346821089e-07j)
73.00,-77.46842526462291,(0.00013380061117124583-3.1541776987342518e-06j)
74.00,-77.10533658376305,(0.0001394445857616481-5.450563642404911e-06j)
75.00,-76.98499557735377,(0.00014129091831810092-7.651993584726952e-06j)
76.00,-77.10001226385327,(0.00013929978142483183-9.693391142289658e-06j)
77.00,-77.45623372537676,(0.00013353037140931336-1.1512912816626955e-05j)
78.00,-78.07366237714811,(0.00012414500013208633-1.3053655017681086e-05j)
79.00,-78.99130564902048,(0.00011140460212836211-1.4265238267243446e-05j)
80.00,-80.27830136568157,(9.566148336662212e-05-1.5105244984477922e-05j)
81.00,-82.05900430508139,(7.734935654937726e-05-1.5540488643035608e-05j)
82.00,-84.57481560473077,(5.697184104527176e-05-1.5548094476752364e-05j)
83.00,-88.35751493264945,(3.508767121541205e-05-1.5116367714288659e-05j)
84.00,-94.50854595251116,(1.2295675265801685e-05-1.4245429140742304e-05j)
85.00,-95.46830715994018,(-1.0782505572606105e-05-1.2947591183841118e-05j)
86.00,-89.03135539287248,(-3.3516619291606666e-05-1.1247449848389876e-05j)
87.00,-85.02877447299238,(-5.529097591645982e-05-9.181667335998822e-06j)
88.00,-82.40423277986042,(-7.551539636698478e-05-6.798425276240862e-06j)
89.00,-80.56188406929391,(-9.364366387505195e-05-4.156538184234309e-06j)
