Freq_kHz,TS,f_bs
1.00,-57.48588305378745,(0.0013356697734122093+7.446616963700723e-06j)
2.00,-35.803941269054235,(0.01606127875172604+0.00219625423914229j)
3.00,-36.57326518092904,(-0.014576839433530693+0.0027645681046617313j)
4.00,-40.988585352409956,(-0.008823563982385844+0.0013366344238569478j)
5.00,-42.48051146144122,(-0.007421359272108594+0.0011876326274512512j)
6.00,-43.20449059748769,(-0.006808576540607593+0.001206992142136186j)
7.00,-43.576242428382145,(-0.006500498521917567+0.001278494193124045j)
8.00,-44.408767990688894,(-0.005864862960755636+0.0013557137909754493j)
9.00,-44.32890428855015,(-0.0058951761033251586+0.0014676406004589045j)
10.00,-44.50412619842491,(-0.005743739246048185+0.0015675151861818375j)
11.00,-44.72090151080028,(-0.005566917219442558+0.0016526230170430187j)
12.00,-45.13717045307451,(-0.00527845681322946+0.001666578541320987j)
13.00,-40.46862484108133,(-0.008294289923645719+0.004579962333975115j)
14.00,-44.32028495581243,(-0.0056351146707991915+0.0022860170892684516j)
15.00,-44.62281494079812,(-0.005397324351930952+0.0023153617525032925j)
16.00,-44.781662822468256,(-0.005244009597700253+0.002398663017220759j)
17.00,-44.876157247617535,(-0.005129123647405309+0.0024959161967510854j)
18.00,-42.609531206395786,(-0.007067120383886635+0.0022112043316929965j)
19.00,-45.2978152855889,(-0.004737869397114394+0.002660739673152254j)
20.00,-45.373357790995705,(-0.004630296425214242+0.002752841712985983j)
21.00,-45.49319407523977,(-0.004495798346563153+0.002831223881502767j)
22.00,-45.67021626786091,(-0.0043345286367788855+0.0028831282041150465j)
23.00,-47.11300337918726,(-0.00365828231950777+0.0024611222500677894j)
24.00,-45.51955992211647,(-0.004221914652457049+0.00319884603941604j)
25.00,-45.74064188769449,(-0.004039238636624226+0.0032170167163099303j)
26.00,-45.88553883848924,(-0.003889702595243002+0.0032649507475841343j)
27.00,-45.99899667767051,(-0.0037565165670432874+0.003318621899982872j)
28.00,-45.83011795675163,(-0.0037891809282142074+0.0034297247658673347j)
29.00,-46.48685298139813,(-0.003349274083401741+0.0033522303078907774j)
30.00,-46.578246988681244,(-0.003231792814904915+0.0033974972095025496j)
31.00,-46.72860343898301,(-0.00308599298184979+0.003422852721391151j)
32.00,-46.91144872219999,(-0.0029290729743479413+0.0034328061762604555j)
33.00,-47.27682716854076,(-0.002716907978869696+0.003367328926754358j)
34.00,-47.07758756879275,(-0.0026774778764504445+0.0035256833414759018j)
35.00,-47.328691177458644,(-0.0025038653299562135+0.0034969870652025144j)
36.00,-47.53311968878471,(-0.002346883608183778+0.0034842264602076645j)
37.00,-47.7202786847607,(-0.002199776606523682+0.003473371198777685j)
38.00,-47.76769709857659,(-0.002118877389157844+0.0034971600295049723j)
39.00,-48.41410460836828,(-0.0017797651743493772+0.003352605873522336j)
40.00,-48.54895262822089,(-0.0016658861714156355+0.00334542595942069j)
41.00,-48.77532914685786,(-0.0015187382285158572+0.003309244709792559j)
42.00,-49.028451947735114,(-0.0013664340590423241+0.003261886821265137j)
