Freq_kHz,TS,f_bs
1.00,-31.747515544154314,(-0.025707836559062416+0.002798839754207811j)
2.00,-38.89142029950173,(-0.011309889935521938+0.0010798594294453541j)
3.00,-39.74912194744262,(-0.010207011049734102+0.001328049700508636j)
4.00,-40.02765363508166,(-0.00982947520438791+0.0016573145972981504j)
5.00,-40.16933865219974,(-0.009599371731864577+0.0020069715570541187j)
6.00,-40.235947568936574,(-0.009441154201625035+0.002361495016148219j)
7.00,-40.30580734705999,(-0.009267912082855772+0.002703058484621152j)
8.00,-41.231402835852506,(-0.00828539988125357+0.0025813513136060924j)
9.00,-40.115602055189996,(-0.009205339247092641+0.0035545756776315j)
10.00,-40.16185340878614,(-0.009015042027960012+0.0038821122732033285j)
11.00,-40.15928701546809,(-0.008860690303265585+0.0042292900426474135j)
12.00,-40.157536070115825,(-0.008690913764522452+0.004572266152542421j)
13.00,-40.13868877065565,(-0.008529447621856803+0.004909740086485096j)
14.00,-40.137158748204264,(-0.008342387746816329+0.0052245305952294315j)
15.00,-39.86849816667319,(-0.00837931788454123+0.005732476059089156j)
16.00,-39.99129949219157,(-0.008065762914898782+0.005928238018525244j)
17.00,-39.973337975850065,(-0.007868270729707196+0.0062214242616037965j)
18.00,-39.93035698032773,(-0.0076908548296102126+0.006516691513629472j)
19.00,-39.93206636167556,(-0.0074567850337205165+0.006780330737123412j)
20.00,-39.914480645252006,(-0.007240989777413097+0.0070396547302152114j)
21.00,-39.930145068432246,(-0.006991223183270627+0.0072625252595407645j)
22.00,-39.83239441951098,(-0.006834463857905793+0.007564707639638007j)
23.00,-39.847737195521454,(-0.006575830208748329+0.007767021423787528j)
24.00,-39.849784066395124,(-0.006324821702562783+0.007969692215541323j)
25.00,-39.87037377899956,(-0.006050540290724176+0.00814988996956447j)
26.00,-39.87496944085498,(-0.005791443299758872+0.00832946345360533j)
27.00,-39.893226315068674,(-0.0055170667828674455+0.008488286089463564j)
28.00,-40.185107372654436,(-0.005006251148137605+0.00841217878197666j)
29.00,-39.85745878269546,(-0.00506987104418875+0.008810958888599993j)
30.00,-40.11624764992651,(-0.004367282678184681+0.008847917669729945j)
31.00,-40.056067787717794,(-0.004227499985414057+0.008991414411520546j)
32.00,-40.08586091326973,(-0.003943872268680404+0.009082305094783175j)
33.00,-40.1222733687331,(-0.003634104726053115+0.009166084162486533j)
34.00,-39.878678432197255,(-0.00393011839865762+0.009348106049398263j)
35.00,-40.22947938427536,(-0.0029130880648911605+0.009293391965152527j)
36.00,-40.28758074926921,(-0.0025770954009773413+0.009324766393045343j)
37.00,-40.33123160409875,(-0.0022622596273852683+0.009356221658544906j)
38.00,-40.424252027247604,(-0.0018809905337681932+0.009335689024054036j)
